name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Overcrowding,Household_Income,Family_Structure
"Scott County, Virginia",10055.0,307.0,1.0,05000US51169,51,169,T,All,All,All,All
"Scott County, Virginia",7620.0,353.0,2.0,05000US51169,51,169,S,Owner,All,All,All
"Scott County, Virginia",7620.0,353.0,3.0,05000US51169,51,169,S,Owner,No overcrowding,All,All
"Scott County, Virginia",765.0,210.0,4.0,05000US51169,51,169,S,Owner,No overcrowding,30% AMI or less,All
"Scott County, Virginia",200.0,120.0,5.0,05000US51169,51,169,D,Owner,No overcrowding,30% AMI or less,1 family household
"Scott County, Virginia",0.0,161.0,6.0,05000US51169,51,169,D,Owner,No overcrowding,30% AMI or less,2+ families in household
"Scott County, Virginia",565.0,176.0,7.0,05000US51169,51,169,D,Owner,No overcrowding,30% AMI or less,Non-family household
"Scott County, Virginia",1275.0,243.0,8.0,05000US51169,51,169,S,Owner,No overcrowding,30.1-50% AMI,All
"Scott County, Virginia",680.0,216.0,9.0,05000US51169,51,169,D,Owner,No overcrowding,30.1-50% AMI,1 family household
"Scott County, Virginia",35.0,54.0,10.0,05000US51169,51,169,D,Owner,No overcrowding,30.1-50% AMI,2+ families in household
"Scott County, Virginia",560.0,155.0,11.0,05000US51169,51,169,D,Owner,No overcrowding,30.1-50% AMI,Non-family household
"Scott County, Virginia",1525.0,317.0,12.0,05000US51169,51,169,S,Owner,No overcrowding,50.1-80% AMI,All
"Scott County, Virginia",1040.0,277.0,13.0,05000US51169,51,169,D,Owner,No overcrowding,50.1-80% AMI,1 family household
"Scott County, Virginia",25.0,35.0,14.0,05000US51169,51,169,D,Owner,No overcrowding,50.1-80% AMI,2+ families in household
"Scott County, Virginia",460.0,171.0,15.0,05000US51169,51,169,D,Owner,No overcrowding,50.1-80% AMI,Non-family household
"Scott County, Virginia",690.0,199.0,16.0,05000US51169,51,169,S,Owner,No overcrowding,80.1-95% AMI,All
"Scott County, Virginia",600.0,197.0,17.0,05000US51169,51,169,D,Owner,No overcrowding,80.1-95% AMI,1 family household
"Scott County, Virginia",0.0,161.0,18.0,05000US51169,51,169,D,Owner,No overcrowding,80.1-95% AMI,2+ families in household
"Scott County, Virginia",90.0,76.0,19.0,05000US51169,51,169,D,Owner,No overcrowding,80.1-95% AMI,Non-family household
"Scott County, Virginia",3370.0,369.0,20.0,05000US51169,51,169,S,Owner,No overcrowding,95.1% AMI and above,All
"Scott County, Virginia",2900.0,348.0,21.0,05000US51169,51,169,D,Owner,No overcrowding,95.1% AMI and above,1 family household
"Scott County, Virginia",60.0,61.0,22.0,05000US51169,51,169,D,Owner,No overcrowding,95.1% AMI and above,2+ families in household
"Scott County, Virginia",410.0,191.0,23.0,05000US51169,51,169,D,Owner,No overcrowding,95.1% AMI and above,Non-family household
"Scott County, Virginia",0.0,161.0,24.0,05000US51169,51,169,S,Owner,Moderate overcrowding,All,All
"Scott County, Virginia",0.0,161.0,25.0,05000US51169,51,169,S,Owner,Moderate overcrowding,30% AMI or less,All
"Scott County, Virginia",0.0,161.0,26.0,05000US51169,51,169,D,Owner,Moderate overcrowding,30% AMI or less,1 family household
"Scott County, Virginia",0.0,161.0,27.0,05000US51169,51,169,D,Owner,Moderate overcrowding,30% AMI or less,2+ families in household
"Scott County, Virginia",0.0,161.0,28.0,05000US51169,51,169,D,Owner,Moderate overcrowding,30% AMI or less,Non-family household
"Scott County, Virginia",0.0,161.0,29.0,05000US51169,51,169,S,Owner,Moderate overcrowding,30.1-50% AMI,All
"Scott County, Virginia",0.0,161.0,30.0,05000US51169,51,169,D,Owner,Moderate overcrowding,30.1-50% AMI,1 family household
"Scott County, Virginia",0.0,161.0,31.0,05000US51169,51,169,D,Owner,Moderate overcrowding,30.1-50% AMI,2+ families in household
"Scott County, Virginia",0.0,161.0,32.0,05000US51169,51,169,D,Owner,Moderate overcrowding,30.1-50% AMI,Non-family household
"Scott County, Virginia",0.0,161.0,33.0,05000US51169,51,169,S,Owner,Moderate overcrowding,50.1-80% AMI,All
"Scott County, Virginia",0.0,161.0,34.0,05000US51169,51,169,D,Owner,Moderate overcrowding,50.1-80% AMI,1 family household
"Scott County, Virginia",0.0,161.0,35.0,05000US51169,51,169,D,Owner,Moderate overcrowding,50.1-80% AMI,2+ families in household
"Scott County, Virginia",0.0,161.0,36.0,05000US51169,51,169,D,Owner,Moderate overcrowding,50.1-80% AMI,Non-family household
"Scott County, Virginia",0.0,161.0,37.0,05000US51169,51,169,S,Owner,Moderate overcrowding,80.1-95% AMI,All
"Scott County, Virginia",0.0,161.0,38.0,05000US51169,51,169,D,Owner,Moderate overcrowding,80.1-95% AMI,1 family household
"Scott County, Virginia",0.0,161.0,39.0,05000US51169,51,169,D,Owner,Moderate overcrowding,80.1-95% AMI,2+ families in household
"Scott County, Virginia",0.0,161.0,40.0,05000US51169,51,169,D,Owner,Moderate overcrowding,80.1-95% AMI,Non-family household
"Scott County, Virginia",0.0,161.0,41.0,05000US51169,51,169,S,Owner,Moderate overcrowding,95.1% AMI and above,All
"Scott County, Virginia",0.0,161.0,42.0,05000US51169,51,169,D,Owner,Moderate overcrowding,95.1% AMI and above,1 family household
"Scott County, Virginia",0.0,161.0,43.0,05000US51169,51,169,D,Owner,Moderate overcrowding,95.1% AMI and above,2+ families in household
"Scott County, Virginia",0.0,161.0,44.0,05000US51169,51,169,D,Owner,Moderate overcrowding,95.1% AMI and above,Non-family household
"Scott County, Virginia",0.0,161.0,45.0,05000US51169,51,169,S,Owner,Severe overcrowding,All,All
"Scott County, Virginia",0.0,161.0,46.0,05000US51169,51,169,S,Owner,Severe overcrowding,30% AMI or less,All
"Scott County, Virginia",0.0,161.0,47.0,05000US51169,51,169,D,Owner,Severe overcrowding,30% AMI or less,1 family household
"Scott County, Virginia",0.0,161.0,48.0,05000US51169,51,169,D,Owner,Severe overcrowding,30% AMI or less,2+ families in household
