name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Overcrowding,Household_Income,Family_Structure
"York County, Virginia",22815.0,483.0,1.0,05000US51199,51,199,T,All,All,All,All
"York County, Virginia",17535.0,615.0,2.0,05000US51199,51,199,S,Owner,All,All,All
"York County, Virginia",17510.0,618.0,3.0,05000US51199,51,199,S,Owner,No overcrowding,All,All
"York County, Virginia",440.0,190.0,4.0,05000US51199,51,199,S,Owner,No overcrowding,30% AMI or less,All
"York County, Virginia",80.0,59.0,5.0,05000US51199,51,199,D,Owner,No overcrowding,30% AMI or less,1 family household
"York County, Virginia",0.0,161.0,6.0,05000US51199,51,199,D,Owner,No overcrowding,30% AMI or less,2+ families in household
"York County, Virginia",360.0,183.0,7.0,05000US51199,51,199,D,Owner,No overcrowding,30% AMI or less,Non-family household
"York County, Virginia",830.0,253.0,8.0,05000US51199,51,199,S,Owner,No overcrowding,30.1-50% AMI,All
"York County, Virginia",330.0,181.0,9.0,05000US51199,51,199,D,Owner,No overcrowding,30.1-50% AMI,1 family household
"York County, Virginia",45.0,59.0,10.0,05000US51199,51,199,D,Owner,No overcrowding,30.1-50% AMI,2+ families in household
"York County, Virginia",450.0,180.0,11.0,05000US51199,51,199,D,Owner,No overcrowding,30.1-50% AMI,Non-family household
"York County, Virginia",1335.0,332.0,12.0,05000US51199,51,199,S,Owner,No overcrowding,50.1-80% AMI,All
"York County, Virginia",885.0,295.0,13.0,05000US51199,51,199,D,Owner,No overcrowding,50.1-80% AMI,1 family household
"York County, Virginia",45.0,56.0,14.0,05000US51199,51,199,D,Owner,No overcrowding,50.1-80% AMI,2+ families in household
"York County, Virginia",405.0,143.0,15.0,05000US51199,51,199,D,Owner,No overcrowding,50.1-80% AMI,Non-family household
"York County, Virginia",965.0,215.0,16.0,05000US51199,51,199,S,Owner,No overcrowding,80.1-95% AMI,All
"York County, Virginia",615.0,173.0,17.0,05000US51199,51,199,D,Owner,No overcrowding,80.1-95% AMI,1 family household
"York County, Virginia",55.0,71.0,18.0,05000US51199,51,199,D,Owner,No overcrowding,80.1-95% AMI,2+ families in household
"York County, Virginia",295.0,117.0,19.0,05000US51199,51,199,D,Owner,No overcrowding,80.1-95% AMI,Non-family household
"York County, Virginia",13945.0,685.0,20.0,05000US51199,51,199,S,Owner,No overcrowding,95.1% AMI and above,All
"York County, Virginia",11945.0,640.0,21.0,05000US51199,51,199,D,Owner,No overcrowding,95.1% AMI and above,1 family household
"York County, Virginia",140.0,81.0,22.0,05000US51199,51,199,D,Owner,No overcrowding,95.1% AMI and above,2+ families in household
"York County, Virginia",1855.0,416.0,23.0,05000US51199,51,199,D,Owner,No overcrowding,95.1% AMI and above,Non-family household
"York County, Virginia",25.0,37.0,24.0,05000US51199,51,199,S,Owner,Moderate overcrowding,All,All
"York County, Virginia",0.0,161.0,25.0,05000US51199,51,199,S,Owner,Moderate overcrowding,30% AMI or less,All
"York County, Virginia",0.0,161.0,26.0,05000US51199,51,199,D,Owner,Moderate overcrowding,30% AMI or less,1 family household
"York County, Virginia",0.0,161.0,27.0,05000US51199,51,199,D,Owner,Moderate overcrowding,30% AMI or less,2+ families in household
"York County, Virginia",0.0,161.0,28.0,05000US51199,51,199,D,Owner,Moderate overcrowding,30% AMI or less,Non-family household
"York County, Virginia",0.0,161.0,29.0,05000US51199,51,199,S,Owner,Moderate overcrowding,30.1-50% AMI,All
"York County, Virginia",0.0,161.0,30.0,05000US51199,51,199,D,Owner,Moderate overcrowding,30.1-50% AMI,1 family household
"York County, Virginia",0.0,161.0,31.0,05000US51199,51,199,D,Owner,Moderate overcrowding,30.1-50% AMI,2+ families in household
"York County, Virginia",0.0,161.0,32.0,05000US51199,51,199,D,Owner,Moderate overcrowding,30.1-50% AMI,Non-family household
"York County, Virginia",0.0,161.0,33.0,05000US51199,51,199,S,Owner,Moderate overcrowding,50.1-80% AMI,All
"York County, Virginia",0.0,161.0,34.0,05000US51199,51,199,D,Owner,Moderate overcrowding,50.1-80% AMI,1 family household
"York County, Virginia",0.0,161.0,35.0,05000US51199,51,199,D,Owner,Moderate overcrowding,50.1-80% AMI,2+ families in household
"York County, Virginia",0.0,161.0,36.0,05000US51199,51,199,D,Owner,Moderate overcrowding,50.1-80% AMI,Non-family household
"York County, Virginia",0.0,161.0,37.0,05000US51199,51,199,S,Owner,Moderate overcrowding,80.1-95% AMI,All
"York County, Virginia",0.0,161.0,38.0,05000US51199,51,199,D,Owner,Moderate overcrowding,80.1-95% AMI,1 family household
"York County, Virginia",0.0,161.0,39.0,05000US51199,51,199,D,Owner,Moderate overcrowding,80.1-95% AMI,2+ families in household
"York County, Virginia",0.0,161.0,40.0,05000US51199,51,199,D,Owner,Moderate overcrowding,80.1-95% AMI,Non-family household
"York County, Virginia",25.0,37.0,41.0,05000US51199,51,199,S,Owner,Moderate overcrowding,95.1% AMI and above,All
"York County, Virginia",0.0,161.0,42.0,05000US51199,51,199,D,Owner,Moderate overcrowding,95.1% AMI and above,1 family household
"York County, Virginia",25.0,37.0,43.0,05000US51199,51,199,D,Owner,Moderate overcrowding,95.1% AMI and above,2+ families in household
"York County, Virginia",0.0,161.0,44.0,05000US51199,51,199,D,Owner,Moderate overcrowding,95.1% AMI and above,Non-family household
"York County, Virginia",0.0,161.0,45.0,05000US51199,51,199,S,Owner,Severe overcrowding,All,All
"York County, Virginia",0.0,161.0,46.0,05000US51199,51,199,S,Owner,Severe overcrowding,30% AMI or less,All
"York County, Virginia",0.0,161.0,47.0,05000US51199,51,199,D,Owner,Severe overcrowding,30% AMI or less,1 family household
"York County, Virginia",0.0,161.0,48.0,05000US51199,51,199,D,Owner,Severe overcrowding,30% AMI or less,2+ families in household
"York County, Virginia",0.0,161.0,49.0,05000US51199,51,199,D,Owner,Severe overcrowding,30% AMI or less,Non-family household
"York County, Virginia",0.0,161.0,50.0,05000US51199,51,199,S,Owner,Severe overcrowding,30.1-50% AMI,All
"York County, Virginia",0.0,161.0,51.0,05000US51199,51,199,D,Owner,Severe overcrowding,30.1-50% AMI,1 family household
"York County, Virginia",0.0,161.0,52.0,05000US51199,51,199,D,Owner,Severe overcrowding,30.1-50% AMI,2+ families in household
"York County, Virginia",0.0,161.0,53.0,05000US51199,51,199,D,Owner,Severe overcrowding,30.1-50% AMI,Non-family household
"York County, Virginia",0.0,161.0,54.0,05000US51199,51,199,S,Owner,Severe overcrowding,50.1-80% AMI,All
"York County, Virginia",0.0,161.0,55.0,05000US51199,51,199,D,Owner,Severe overcrowding,50.1-80% AMI,1 family household
"York County, Virginia",0.0,161.0,56.0,05000US51199,51,199,D,Owner,Severe overcrowding,50.1-80% AMI,2+ families in household
"York County, Virginia",0.0,161.0,57.0,05000US51199,51,199,D,Owner,Severe overcrowding,50.1-80% AMI,Non-family household
"York County, Virginia",0.0,161.0,58.0,05000US51199,51,199,S,Owner,Severe overcrowding,80.1-95% AMI,All
