name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Overcrowding,Household_Income,Family_Structure
"Mecklenburg County, Virginia",12755.0,602.0,1.0,05000US51117,51,117,T,All,All,All,All
"Mecklenburg County, Virginia",9295.0,534.0,2.0,05000US51117,51,117,S,Owner,All,All,All
"Mecklenburg County, Virginia",9230.0,534.0,3.0,05000US51117,51,117,S,Owner,No overcrowding,All,All
"Mecklenburg County, Virginia",880.0,274.0,4.0,05000US51117,51,117,S,Owner,No overcrowding,30% AMI or less,All
"Mecklenburg County, Virginia",360.0,187.0,5.0,05000US51117,51,117,D,Owner,No overcrowding,30% AMI or less,1 family household
"Mecklenburg County, Virginia",20.0,35.0,6.0,05000US51117,51,117,D,Owner,No overcrowding,30% AMI or less,2+ families in household
"Mecklenburg County, Virginia",500.0,164.0,7.0,05000US51117,51,117,D,Owner,No overcrowding,30% AMI or less,Non-family household
"Mecklenburg County, Virginia",1310.0,278.0,8.0,05000US51117,51,117,S,Owner,No overcrowding,30.1-50% AMI,All
"Mecklenburg County, Virginia",615.0,216.0,9.0,05000US51117,51,117,D,Owner,No overcrowding,30.1-50% AMI,1 family household
"Mecklenburg County, Virginia",20.0,35.0,10.0,05000US51117,51,117,D,Owner,No overcrowding,30.1-50% AMI,2+ families in household
"Mecklenburg County, Virginia",675.0,175.0,11.0,05000US51117,51,117,D,Owner,No overcrowding,30.1-50% AMI,Non-family household
"Mecklenburg County, Virginia",1950.0,377.0,12.0,05000US51117,51,117,S,Owner,No overcrowding,50.1-80% AMI,All
"Mecklenburg County, Virginia",1220.0,297.0,13.0,05000US51117,51,117,D,Owner,No overcrowding,50.1-80% AMI,1 family household
"Mecklenburg County, Virginia",55.0,68.0,14.0,05000US51117,51,117,D,Owner,No overcrowding,50.1-80% AMI,2+ families in household
"Mecklenburg County, Virginia",675.0,223.0,15.0,05000US51117,51,117,D,Owner,No overcrowding,50.1-80% AMI,Non-family household
"Mecklenburg County, Virginia",675.0,219.0,16.0,05000US51117,51,117,S,Owner,No overcrowding,80.1-95% AMI,All
"Mecklenburg County, Virginia",405.0,148.0,17.0,05000US51117,51,117,D,Owner,No overcrowding,80.1-95% AMI,1 family household
"Mecklenburg County, Virginia",0.0,161.0,18.0,05000US51117,51,117,D,Owner,No overcrowding,80.1-95% AMI,2+ families in household
"Mecklenburg County, Virginia",270.0,153.0,19.0,05000US51117,51,117,D,Owner,No overcrowding,80.1-95% AMI,Non-family household
"Mecklenburg County, Virginia",4420.0,428.0,20.0,05000US51117,51,117,S,Owner,No overcrowding,95.1% AMI and above,All
"Mecklenburg County, Virginia",3615.0,410.0,21.0,05000US51117,51,117,D,Owner,No overcrowding,95.1% AMI and above,1 family household
"Mecklenburg County, Virginia",55.0,64.0,22.0,05000US51117,51,117,D,Owner,No overcrowding,95.1% AMI and above,2+ families in household
"Mecklenburg County, Virginia",745.0,207.0,23.0,05000US51117,51,117,D,Owner,No overcrowding,95.1% AMI and above,Non-family household
"Mecklenburg County, Virginia",65.0,62.0,24.0,05000US51117,51,117,S,Owner,Moderate overcrowding,All,All
"Mecklenburg County, Virginia",15.0,30.0,25.0,05000US51117,51,117,S,Owner,Moderate overcrowding,30% AMI or less,All
"Mecklenburg County, Virginia",0.0,161.0,26.0,05000US51117,51,117,D,Owner,Moderate overcrowding,30% AMI or less,1 family household
"Mecklenburg County, Virginia",15.0,30.0,27.0,05000US51117,51,117,D,Owner,Moderate overcrowding,30% AMI or less,2+ families in household
"Mecklenburg County, Virginia",0.0,161.0,28.0,05000US51117,51,117,D,Owner,Moderate overcrowding,30% AMI or less,Non-family household
"Mecklenburg County, Virginia",25.0,43.0,29.0,05000US51117,51,117,S,Owner,Moderate overcrowding,30.1-50% AMI,All
