name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Overcrowding,Household_Income,Family_Structure
"Hampton city, Virginia",54650.0,823.0,1.0,05000US51650,51,650,T,All,All,All,All
"Hampton city, Virginia",33030.0,1005.0,2.0,05000US51650,51,650,S,Owner,All,All,All
"Hampton city, Virginia",32800.0,1026.0,3.0,05000US51650,51,650,S,Owner,No overcrowding,All,All
"Hampton city, Virginia",1975.0,311.0,4.0,05000US51650,51,650,S,Owner,No overcrowding,30% AMI or less,All
"Hampton city, Virginia",905.0,238.0,5.0,05000US51650,51,650,D,Owner,No overcrowding,30% AMI or less,1 family household
"Hampton city, Virginia",0.0,161.0,6.0,05000US51650,51,650,D,Owner,No overcrowding,30% AMI or less,2+ families in household
"Hampton city, Virginia",1075.0,227.0,7.0,05000US51650,51,650,D,Owner,No overcrowding,30% AMI or less,Non-family household
"Hampton city, Virginia",2645.0,478.0,8.0,05000US51650,51,650,S,Owner,No overcrowding,30.1-50% AMI,All
"Hampton city, Virginia",1190.0,344.0,9.0,05000US51650,51,650,D,Owner,No overcrowding,30.1-50% AMI,1 family household
"Hampton city, Virginia",95.0,108.0,10.0,05000US51650,51,650,D,Owner,No overcrowding,30.1-50% AMI,2+ families in household
"Hampton city, Virginia",1365.0,326.0,11.0,05000US51650,51,650,D,Owner,No overcrowding,30.1-50% AMI,Non-family household
"Hampton city, Virginia",5385.0,595.0,12.0,05000US51650,51,650,S,Owner,No overcrowding,50.1-80% AMI,All
"Hampton city, Virginia",3430.0,459.0,13.0,05000US51650,51,650,D,Owner,No overcrowding,50.1-80% AMI,1 family household
"Hampton city, Virginia",80.0,66.0,14.0,05000US51650,51,650,D,Owner,No overcrowding,50.1-80% AMI,2+ families in household
"Hampton city, Virginia",1875.0,386.0,15.0,05000US51650,51,650,D,Owner,No overcrowding,50.1-80% AMI,Non-family household
"Hampton city, Virginia",3610.0,562.0,16.0,05000US51650,51,650,S,Owner,No overcrowding,80.1-95% AMI,All
"Hampton city, Virginia",2355.0,455.0,17.0,05000US51650,51,650,D,Owner,No overcrowding,80.1-95% AMI,1 family household
"Hampton city, Virginia",125.0,92.0,18.0,05000US51650,51,650,D,Owner,No overcrowding,80.1-95% AMI,2+ families in household
"Hampton city, Virginia",1135.0,295.0,19.0,05000US51650,51,650,D,Owner,No overcrowding,80.1-95% AMI,Non-family household
"Hampton city, Virginia",19180.0,803.0,20.0,05000US51650,51,650,S,Owner,No overcrowding,95.1% AMI and above,All
"Hampton city, Virginia",14370.0,790.0,21.0,05000US51650,51,650,D,Owner,No overcrowding,95.1% AMI and above,1 family household
"Hampton city, Virginia",755.0,265.0,22.0,05000US51650,51,650,D,Owner,No overcrowding,95.1% AMI and above,2+ families in household
"Hampton city, Virginia",4060.0,514.0,23.0,05000US51650,51,650,D,Owner,No overcrowding,95.1% AMI and above,Non-family household
"Hampton city, Virginia",230.0,142.0,24.0,05000US51650,51,650,S,Owner,Moderate overcrowding,All,All
"Hampton city, Virginia",10.0,16.0,25.0,05000US51650,51,650,S,Owner,Moderate overcrowding,30% AMI or less,All
"Hampton city, Virginia",10.0,16.0,26.0,05000US51650,51,650,D,Owner,Moderate overcrowding,30% AMI or less,1 family household
"Hampton city, Virginia",0.0,161.0,27.0,05000US51650,51,650,D,Owner,Moderate overcrowding,30% AMI or less,2+ families in household
"Hampton city, Virginia",0.0,161.0,28.0,05000US51650,51,650,D,Owner,Moderate overcrowding,30% AMI or less,Non-family household
"Hampton city, Virginia",75.0,73.0,29.0,05000US51650,51,650,S,Owner,Moderate overcrowding,30.1-50% AMI,All
"Hampton city, Virginia",0.0,161.0,30.0,05000US51650,51,650,D,Owner,Moderate overcrowding,30.1-50% AMI,1 family household
"Hampton city, Virginia",75.0,73.0,31.0,05000US51650,51,650,D,Owner,Moderate overcrowding,30.1-50% AMI,2+ families in household
"Hampton city, Virginia",0.0,161.0,32.0,05000US51650,51,650,D,Owner,Moderate overcrowding,30.1-50% AMI,Non-family household
"Hampton city, Virginia",15.0,30.0,33.0,05000US51650,51,650,S,Owner,Moderate overcrowding,50.1-80% AMI,All
"Hampton city, Virginia",15.0,30.0,34.0,05000US51650,51,650,D,Owner,Moderate overcrowding,50.1-80% AMI,1 family household
"Hampton city, Virginia",0.0,161.0,35.0,05000US51650,51,650,D,Owner,Moderate overcrowding,50.1-80% AMI,2+ families in household
"Hampton city, Virginia",0.0,161.0,36.0,05000US51650,51,650,D,Owner,Moderate overcrowding,50.1-80% AMI,Non-family household
"Hampton city, Virginia",0.0,161.0,37.0,05000US51650,51,650,S,Owner,Moderate overcrowding,80.1-95% AMI,All
"Hampton city, Virginia",0.0,161.0,38.0,05000US51650,51,650,D,Owner,Moderate overcrowding,80.1-95% AMI,1 family household
"Hampton city, Virginia",0.0,161.0,39.0,05000US51650,51,650,D,Owner,Moderate overcrowding,80.1-95% AMI,2+ families in household
"Hampton city, Virginia",0.0,161.0,40.0,05000US51650,51,650,D,Owner,Moderate overcrowding,80.1-95% AMI,Non-family household
"Hampton city, Virginia",130.0,111.0,41.0,05000US51650,51,650,S,Owner,Moderate overcrowding,95.1% AMI and above,All
"Hampton city, Virginia",75.0,96.0,42.0,05000US51650,51,650,D,Owner,Moderate overcrowding,95.1% AMI and above,1 family household
"Hampton city, Virginia",55.0,55.0,43.0,05000US51650,51,650,D,Owner,Moderate overcrowding,95.1% AMI and above,2+ families in household
"Hampton city, Virginia",0.0,161.0,44.0,05000US51650,51,650,D,Owner,Moderate overcrowding,95.1% AMI and above,Non-family household
"Hampton city, Virginia",0.0,161.0,45.0,05000US51650,51,650,S,Owner,Severe overcrowding,All,All
"Hampton city, Virginia",0.0,161.0,46.0,05000US51650,51,650,S,Owner,Severe overcrowding,30% AMI or less,All
"Hampton city, Virginia",0.0,161.0,47.0,05000US51650,51,650,D,Owner,Severe overcrowding,30% AMI or less,1 family household
