name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Overcrowding,Household_Income,Family_Structure
"Powhatan County, Virginia",8075.0,327.0,1.0,05000US51145,51,145,T,All,All,All,All
"Powhatan County, Virginia",7290.0,406.0,2.0,05000US51145,51,145,S,Owner,All,All,All
"Powhatan County, Virginia",7275.0,408.0,3.0,05000US51145,51,145,S,Owner,No overcrowding,All,All
"Powhatan County, Virginia",155.0,126.0,4.0,05000US51145,51,145,S,Owner,No overcrowding,30% AMI or less,All
"Powhatan County, Virginia",135.0,111.0,5.0,05000US51145,51,145,D,Owner,No overcrowding,30% AMI or less,1 family household
"Powhatan County, Virginia",0.0,161.0,6.0,05000US51145,51,145,D,Owner,No overcrowding,30% AMI or less,2+ families in household
"Powhatan County, Virginia",20.0,64.0,7.0,05000US51145,51,145,D,Owner,No overcrowding,30% AMI or less,Non-family household
"Powhatan County, Virginia",420.0,196.0,8.0,05000US51145,51,145,S,Owner,No overcrowding,30.1-50% AMI,All
"Powhatan County, Virginia",355.0,200.0,9.0,05000US51145,51,145,D,Owner,No overcrowding,30.1-50% AMI,1 family household
"Powhatan County, Virginia",4.0,8.0,10.0,05000US51145,51,145,D,Owner,No overcrowding,30.1-50% AMI,2+ families in household
"Powhatan County, Virginia",65.0,66.0,11.0,05000US51145,51,145,D,Owner,No overcrowding,30.1-50% AMI,Non-family household
"Powhatan County, Virginia",1010.0,282.0,12.0,05000US51145,51,145,S,Owner,No overcrowding,50.1-80% AMI,All
"Powhatan County, Virginia",1010.0,277.0,13.0,05000US51145,51,145,D,Owner,No overcrowding,50.1-80% AMI,1 family household
"Powhatan County, Virginia",0.0,161.0,14.0,05000US51145,51,145,D,Owner,No overcrowding,50.1-80% AMI,2+ families in household
"Powhatan County, Virginia",4.0,14.0,15.0,05000US51145,51,145,D,Owner,No overcrowding,50.1-80% AMI,Non-family household
"Powhatan County, Virginia",475.0,179.0,16.0,05000US51145,51,145,S,Owner,No overcrowding,80.1-95% AMI,All
"Powhatan County, Virginia",445.0,169.0,17.0,05000US51145,51,145,D,Owner,No overcrowding,80.1-95% AMI,1 family household
"Powhatan County, Virginia",0.0,161.0,18.0,05000US51145,51,145,D,Owner,No overcrowding,80.1-95% AMI,2+ families in household
"Powhatan County, Virginia",25.0,44.0,19.0,05000US51145,51,145,D,Owner,No overcrowding,80.1-95% AMI,Non-family household
"Powhatan County, Virginia",5215.0,437.0,20.0,05000US51145,51,145,S,Owner,No overcrowding,95.1% AMI and above,All
"Powhatan County, Virginia",4870.0,412.0,21.0,05000US51145,51,145,D,Owner,No overcrowding,95.1% AMI and above,1 family household
"Powhatan County, Virginia",50.0,53.0,22.0,05000US51145,51,145,D,Owner,No overcrowding,95.1% AMI and above,2+ families in household
"Powhatan County, Virginia",295.0,209.0,23.0,05000US51145,51,145,D,Owner,No overcrowding,95.1% AMI and above,Non-family household
"Powhatan County, Virginia",15.0,20.0,24.0,05000US51145,51,145,S,Owner,Moderate overcrowding,All,All
"Powhatan County, Virginia",0.0,161.0,25.0,05000US51145,51,145,S,Owner,Moderate overcrowding,30% AMI or less,All
"Powhatan County, Virginia",0.0,161.0,26.0,05000US51145,51,145,D,Owner,Moderate overcrowding,30% AMI or less,1 family household
"Powhatan County, Virginia",0.0,161.0,27.0,05000US51145,51,145,D,Owner,Moderate overcrowding,30% AMI or less,2+ families in household
