name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Overcrowding,Household_Income,Family_Structure
"Prince Edward County, Virginia",6720.0,372.0,1.0,05000US51147,51,147,T,All,All,All,All
"Prince Edward County, Virginia",4340.0,363.0,2.0,05000US51147,51,147,S,Owner,All,All,All
"Prince Edward County, Virginia",4220.0,357.0,3.0,05000US51147,51,147,S,Owner,No overcrowding,All,All
"Prince Edward County, Virginia",595.0,243.0,4.0,05000US51147,51,147,S,Owner,No overcrowding,30% AMI or less,All
"Prince Edward County, Virginia",185.0,153.0,5.0,05000US51147,51,147,D,Owner,No overcrowding,30% AMI or less,1 family household
"Prince Edward County, Virginia",10.0,18.0,6.0,05000US51147,51,147,D,Owner,No overcrowding,30% AMI or less,2+ families in household
"Prince Edward County, Virginia",405.0,188.0,7.0,05000US51147,51,147,D,Owner,No overcrowding,30% AMI or less,Non-family household
"Prince Edward County, Virginia",190.0,127.0,8.0,05000US51147,51,147,S,Owner,No overcrowding,30.1-50% AMI,All
"Prince Edward County, Virginia",120.0,95.0,9.0,05000US51147,51,147,D,Owner,No overcrowding,30.1-50% AMI,1 family household
"Prince Edward County, Virginia",0.0,161.0,10.0,05000US51147,51,147,D,Owner,No overcrowding,30.1-50% AMI,2+ families in household
"Prince Edward County, Virginia",70.0,67.0,11.0,05000US51147,51,147,D,Owner,No overcrowding,30.1-50% AMI,Non-family household
"Prince Edward County, Virginia",870.0,348.0,12.0,05000US51147,51,147,S,Owner,No overcrowding,50.1-80% AMI,All
"Prince Edward County, Virginia",530.0,308.0,13.0,05000US51147,51,147,D,Owner,No overcrowding,50.1-80% AMI,1 family household
"Prince Edward County, Virginia",0.0,161.0,14.0,05000US51147,51,147,D,Owner,No overcrowding,50.1-80% AMI,2+ families in household
"Prince Edward County, Virginia",340.0,183.0,15.0,05000US51147,51,147,D,Owner,No overcrowding,50.1-80% AMI,Non-family household
"Prince Edward County, Virginia",335.0,167.0,16.0,05000US51147,51,147,S,Owner,No overcrowding,80.1-95% AMI,All
"Prince Edward County, Virginia",240.0,129.0,17.0,05000US51147,51,147,D,Owner,No overcrowding,80.1-95% AMI,1 family household
"Prince Edward County, Virginia",0.0,161.0,18.0,05000US51147,51,147,D,Owner,No overcrowding,80.1-95% AMI,2+ families in household
"Prince Edward County, Virginia",95.0,102.0,19.0,05000US51147,51,147,D,Owner,No overcrowding,80.1-95% AMI,Non-family household
"Prince Edward County, Virginia",2230.0,327.0,20.0,05000US51147,51,147,S,Owner,No overcrowding,95.1% AMI and above,All
"Prince Edward County, Virginia",2005.0,338.0,21.0,05000US51147,51,147,D,Owner,No overcrowding,95.1% AMI and above,1 family household
"Prince Edward County, Virginia",0.0,161.0,22.0,05000US51147,51,147,D,Owner,No overcrowding,95.1% AMI and above,2+ families in household
"Prince Edward County, Virginia",225.0,147.0,23.0,05000US51147,51,147,D,Owner,No overcrowding,95.1% AMI and above,Non-family household
"Prince Edward County, Virginia",95.0,110.0,24.0,05000US51147,51,147,S,Owner,Moderate overcrowding,All,All
"Prince Edward County, Virginia",0.0,161.0,25.0,05000US51147,51,147,S,Owner,Moderate overcrowding,30% AMI or less,All
"Prince Edward County, Virginia",0.0,161.0,26.0,05000US51147,51,147,D,Owner,Moderate overcrowding,30% AMI or less,1 family household
"Prince Edward County, Virginia",0.0,161.0,27.0,05000US51147,51,147,D,Owner,Moderate overcrowding,30% AMI or less,2+ families in household
"Prince Edward County, Virginia",0.0,161.0,28.0,05000US51147,51,147,D,Owner,Moderate overcrowding,30% AMI or less,Non-family household
"Prince Edward County, Virginia",0.0,161.0,29.0,05000US51147,51,147,S,Owner,Moderate overcrowding,30.1-50% AMI,All
"Prince Edward County, Virginia",0.0,161.0,30.0,05000US51147,51,147,D,Owner,Moderate overcrowding,30.1-50% AMI,1 family household
"Prince Edward County, Virginia",0.0,161.0,31.0,05000US51147,51,147,D,Owner,Moderate overcrowding,30.1-50% AMI,2+ families in household
"Prince Edward County, Virginia",0.0,161.0,32.0,05000US51147,51,147,D,Owner,Moderate overcrowding,30.1-50% AMI,Non-family household
"Prince Edward County, Virginia",60.0,93.0,33.0,05000US51147,51,147,S,Owner,Moderate overcrowding,50.1-80% AMI,All
"Prince Edward County, Virginia",60.0,93.0,34.0,05000US51147,51,147,D,Owner,Moderate overcrowding,50.1-80% AMI,1 family household
"Prince Edward County, Virginia",0.0,161.0,35.0,05000US51147,51,147,D,Owner,Moderate overcrowding,50.1-80% AMI,2+ families in household
"Prince Edward County, Virginia",0.0,161.0,36.0,05000US51147,51,147,D,Owner,Moderate overcrowding,50.1-80% AMI,Non-family household
"Prince Edward County, Virginia",0.0,161.0,37.0,05000US51147,51,147,S,Owner,Moderate overcrowding,80.1-95% AMI,All
"Prince Edward County, Virginia",0.0,161.0,38.0,05000US51147,51,147,D,Owner,Moderate overcrowding,80.1-95% AMI,1 family household
"Prince Edward County, Virginia",0.0,161.0,39.0,05000US51147,51,147,D,Owner,Moderate overcrowding,80.1-95% AMI,2+ families in household
"Prince Edward County, Virginia",0.0,161.0,40.0,05000US51147,51,147,D,Owner,Moderate overcrowding,80.1-95% AMI,Non-family household
"Prince Edward County, Virginia",35.0,57.0,41.0,05000US51147,51,147,S,Owner,Moderate overcrowding,95.1% AMI and above,All
"Prince Edward County, Virginia",35.0,57.0,42.0,05000US51147,51,147,D,Owner,Moderate overcrowding,95.1% AMI and above,1 family household
"Prince Edward County, Virginia",0.0,161.0,43.0,05000US51147,51,147,D,Owner,Moderate overcrowding,95.1% AMI and above,2+ families in household
"Prince Edward County, Virginia",0.0,161.0,44.0,05000US51147,51,147,D,Owner,Moderate overcrowding,95.1% AMI and above,Non-family household
"Prince Edward County, Virginia",25.0,45.0,45.0,05000US51147,51,147,S,Owner,Severe overcrowding,All,All
"Prince Edward County, Virginia",0.0,161.0,46.0,05000US51147,51,147,S,Owner,Severe overcrowding,30% AMI or less,All
"Prince Edward County, Virginia",0.0,161.0,47.0,05000US51147,51,147,D,Owner,Severe overcrowding,30% AMI or less,1 family household
"Prince Edward County, Virginia",0.0,161.0,48.0,05000US51147,51,147,D,Owner,Severe overcrowding,30% AMI or less,2+ families in household
"Prince Edward County, Virginia",0.0,161.0,49.0,05000US51147,51,147,D,Owner,Severe overcrowding,30% AMI or less,Non-family household
"Prince Edward County, Virginia",0.0,161.0,50.0,05000US51147,51,147,S,Owner,Severe overcrowding,30.1-50% AMI,All
"Prince Edward County, Virginia",0.0,161.0,51.0,05000US51147,51,147,D,Owner,Severe overcrowding,30.1-50% AMI,1 family household
"Prince Edward County, Virginia",0.0,161.0,52.0,05000US51147,51,147,D,Owner,Severe overcrowding,30.1-50% AMI,2+ families in household
"Prince Edward County, Virginia",0.0,161.0,53.0,05000US51147,51,147,D,Owner,Severe overcrowding,30.1-50% AMI,Non-family household
"Prince Edward County, Virginia",25.0,45.0,54.0,05000US51147,51,147,S,Owner,Severe overcrowding,50.1-80% AMI,All
"Prince Edward County, Virginia",25.0,45.0,55.0,05000US51147,51,147,D,Owner,Severe overcrowding,50.1-80% AMI,1 family household
"Prince Edward County, Virginia",0.0,161.0,56.0,05000US51147,51,147,D,Owner,Severe overcrowding,50.1-80% AMI,2+ families in household
"Prince Edward County, Virginia",0.0,161.0,57.0,05000US51147,51,147,D,Owner,Severe overcrowding,50.1-80% AMI,Non-family household
"Prince Edward County, Virginia",0.0,161.0,58.0,05000US51147,51,147,S,Owner,Severe overcrowding,80.1-95% AMI,All
"Prince Edward County, Virginia",0.0,161.0,59.0,05000US51147,51,147,D,Owner,Severe overcrowding,80.1-95% AMI,1 family household
"Prince Edward County, Virginia",0.0,161.0,60.0,05000US51147,51,147,D,Owner,Severe overcrowding,80.1-95% AMI,2+ families in household
"Prince Edward County, Virginia",0.0,161.0,61.0,05000US51147,51,147,D,Owner,Severe overcrowding,80.1-95% AMI,Non-family household
"Prince Edward County, Virginia",0.0,161.0,62.0,05000US51147,51,147,S,Owner,Severe overcrowding,95.1% AMI and above,All
"Prince Edward County, Virginia",0.0,161.0,63.0,05000US51147,51,147,D,Owner,Severe overcrowding,95.1% AMI and above,1 family household
"Prince Edward County, Virginia",0.0,161.0,64.0,05000US51147,51,147,D,Owner,Severe overcrowding,95.1% AMI and above,2+ families in household
"Prince Edward County, Virginia",0.0,161.0,65.0,05000US51147,51,147,D,Owner,Severe overcrowding,95.1% AMI and above,Non-family household
"Prince Edward County, Virginia",2380.0,390.0,66.0,05000US51147,51,147,S,Renter,All,All,All
"Prince Edward County, Virginia",2315.0,389.0,67.0,05000US51147,51,147,S,Renter,No overcrowding,All,All
"Prince Edward County, Virginia",535.0,200.0,68.0,05000US51147,51,147,S,Renter,No overcrowding,30% AMI or less,All
"Prince Edward County, Virginia",115.0,98.0,69.0,05000US51147,51,147,D,Renter,No overcrowding,30% AMI or less,1 family household
"Prince Edward County, Virginia",0.0,161.0,70.0,05000US51147,51,147,D,Renter,No overcrowding,30% AMI or less,2+ families in household
"Prince Edward County, Virginia",425.0,183.0,71.0,05000US51147,51,147,D,Renter,No overcrowding,30% AMI or less,Non-family household
"Prince Edward County, Virginia",435.0,231.0,72.0,05000US51147,51,147,S,Renter,No overcrowding,30.1-50% AMI,All
"Prince Edward County, Virginia",130.0,140.0,73.0,05000US51147,51,147,D,Renter,No overcrowding,30.1-50% AMI,1 family household
"Prince Edward County, Virginia",0.0,161.0,74.0,05000US51147,51,147,D,Renter,No overcrowding,30.1-50% AMI,2+ families in household
"Prince Edward County, Virginia",305.0,188.0,75.0,05000US51147,51,147,D,Renter,No overcrowding,30.1-50% AMI,Non-family household
"Prince Edward County, Virginia",430.0,241.0,76.0,05000US51147,51,147,S,Renter,No overcrowding,50.1-80% AMI,All
"Prince Edward County, Virginia",185.0,130.0,77.0,05000US51147,51,147,D,Renter,No overcrowding,50.1-80% AMI,1 family household
"Prince Edward County, Virginia",0.0,161.0,78.0,05000US51147,51,147,D,Renter,No overcrowding,50.1-80% AMI,2+ families in household
"Prince Edward County, Virginia",250.0,186.0,79.0,05000US51147,51,147,D,Renter,No overcrowding,50.1-80% AMI,Non-family household
"Prince Edward County, Virginia",160.0,140.0,80.0,05000US51147,51,147,S,Renter,No overcrowding,80.1-95% AMI,All
"Prince Edward County, Virginia",25.0,42.0,81.0,05000US51147,51,147,D,Renter,No overcrowding,80.1-95% AMI,1 family household
"Prince Edward County, Virginia",50.0,76.0,82.0,05000US51147,51,147,D,Renter,No overcrowding,80.1-95% AMI,2+ families in household
"Prince Edward County, Virginia",90.0,86.0,83.0,05000US51147,51,147,D,Renter,No overcrowding,80.1-95% AMI,Non-family household
"Prince Edward County, Virginia",750.0,293.0,84.0,05000US51147,51,147,S,Renter,No overcrowding,95.1% AMI and above,All
"Prince Edward County, Virginia",305.0,168.0,85.0,05000US51147,51,147,D,Renter,No overcrowding,95.1% AMI and above,1 family household
"Prince Edward County, Virginia",145.0,185.0,86.0,05000US51147,51,147,D,Renter,No overcrowding,95.1% AMI and above,2+ families in household
"Prince Edward County, Virginia",300.0,183.0,87.0,05000US51147,51,147,D,Renter,No overcrowding,95.1% AMI and above,Non-family household
"Prince Edward County, Virginia",65.0,88.0,88.0,05000US51147,51,147,S,Renter,Moderate overcrowding,All,All
