name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Overcrowding,Household_Income,Family_Structure
"Portsmouth city, Virginia",38850.0,754.0,1.0,05000US51740,51,740,T,All,All,All,All
"Portsmouth city, Virginia",24145.0,837.0,2.0,05000US51740,51,740,S,Owner,All,All,All
"Portsmouth city, Virginia",23950.0,829.0,3.0,05000US51740,51,740,S,Owner,No overcrowding,All,All
"Portsmouth city, Virginia",1845.0,364.0,4.0,05000US51740,51,740,S,Owner,No overcrowding,30% AMI or less,All
"Portsmouth city, Virginia",565.0,241.0,5.0,05000US51740,51,740,D,Owner,No overcrowding,30% AMI or less,1 family household
"Portsmouth city, Virginia",0.0,161.0,6.0,05000US51740,51,740,D,Owner,No overcrowding,30% AMI or less,2+ families in household
"Portsmouth city, Virginia",1280.0,288.0,7.0,05000US51740,51,740,D,Owner,No overcrowding,30% AMI or less,Non-family household
"Portsmouth city, Virginia",2495.0,409.0,8.0,05000US51740,51,740,S,Owner,No overcrowding,30.1-50% AMI,All
"Portsmouth city, Virginia",1450.0,350.0,9.0,05000US51740,51,740,D,Owner,No overcrowding,30.1-50% AMI,1 family household
"Portsmouth city, Virginia",70.0,72.0,10.0,05000US51740,51,740,D,Owner,No overcrowding,30.1-50% AMI,2+ families in household
"Portsmouth city, Virginia",975.0,277.0,11.0,05000US51740,51,740,D,Owner,No overcrowding,30.1-50% AMI,Non-family household
"Portsmouth city, Virginia",4585.0,542.0,12.0,05000US51740,51,740,S,Owner,No overcrowding,50.1-80% AMI,All
"Portsmouth city, Virginia",2535.0,446.0,13.0,05000US51740,51,740,D,Owner,No overcrowding,50.1-80% AMI,1 family household
"Portsmouth city, Virginia",165.0,95.0,14.0,05000US51740,51,740,D,Owner,No overcrowding,50.1-80% AMI,2+ families in household
"Portsmouth city, Virginia",1885.0,400.0,15.0,05000US51740,51,740,D,Owner,No overcrowding,50.1-80% AMI,Non-family household
"Portsmouth city, Virginia",2580.0,410.0,16.0,05000US51740,51,740,S,Owner,No overcrowding,80.1-95% AMI,All
"Portsmouth city, Virginia",1820.0,330.0,17.0,05000US51740,51,740,D,Owner,No overcrowding,80.1-95% AMI,1 family household
"Portsmouth city, Virginia",100.0,76.0,18.0,05000US51740,51,740,D,Owner,No overcrowding,80.1-95% AMI,2+ families in household
"Portsmouth city, Virginia",660.0,221.0,19.0,05000US51740,51,740,D,Owner,No overcrowding,80.1-95% AMI,Non-family household
"Portsmouth city, Virginia",12445.0,687.0,20.0,05000US51740,51,740,S,Owner,No overcrowding,95.1% AMI and above,All
"Portsmouth city, Virginia",9100.0,651.0,21.0,05000US51740,51,740,D,Owner,No overcrowding,95.1% AMI and above,1 family household
"Portsmouth city, Virginia",330.0,155.0,22.0,05000US51740,51,740,D,Owner,No overcrowding,95.1% AMI and above,2+ families in household
"Portsmouth city, Virginia",3020.0,464.0,23.0,05000US51740,51,740,D,Owner,No overcrowding,95.1% AMI and above,Non-family household
"Portsmouth city, Virginia",195.0,134.0,24.0,05000US51740,51,740,S,Owner,Moderate overcrowding,All,All
"Portsmouth city, Virginia",30.0,54.0,25.0,05000US51740,51,740,S,Owner,Moderate overcrowding,30% AMI or less,All
"Portsmouth city, Virginia",0.0,161.0,26.0,05000US51740,51,740,D,Owner,Moderate overcrowding,30% AMI or less,1 family household
