name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Overcrowding,Household_Income,Family_Structure
"Fairfax County, Virginia",365095.0,2044.0,1.0,05000US51059,51,059,T,All,All,All,All
"Fairfax County, Virginia",272625.0,2648.0,2.0,05000US51059,51,059,S,Owner,All,All,All
"Fairfax County, Virginia",269545.0,2659.0,3.0,05000US51059,51,059,S,Owner,No overcrowding,All,All
"Fairfax County, Virginia",9045.0,850.0,4.0,05000US51059,51,059,S,Owner,No overcrowding,30% AMI or less,All
"Fairfax County, Virginia",4175.0,665.0,5.0,05000US51059,51,059,D,Owner,No overcrowding,30% AMI or less,1 family household
"Fairfax County, Virginia",240.0,154.0,6.0,05000US51059,51,059,D,Owner,No overcrowding,30% AMI or less,2+ families in household
"Fairfax County, Virginia",4625.0,605.0,7.0,05000US51059,51,059,D,Owner,No overcrowding,30% AMI or less,Non-family household
"Fairfax County, Virginia",14075.0,1062.0,8.0,05000US51059,51,059,S,Owner,No overcrowding,30.1-50% AMI,All
"Fairfax County, Virginia",8295.0,894.0,9.0,05000US51059,51,059,D,Owner,No overcrowding,30.1-50% AMI,1 family household
"Fairfax County, Virginia",445.0,217.0,10.0,05000US51059,51,059,D,Owner,No overcrowding,30.1-50% AMI,2+ families in household
"Fairfax County, Virginia",5335.0,681.0,11.0,05000US51059,51,059,D,Owner,No overcrowding,30.1-50% AMI,Non-family household
"Fairfax County, Virginia",30410.0,1601.0,12.0,05000US51059,51,059,S,Owner,No overcrowding,50.1-80% AMI,All
"Fairfax County, Virginia",17850.0,1249.0,13.0,05000US51059,51,059,D,Owner,No overcrowding,50.1-80% AMI,1 family household
"Fairfax County, Virginia",1050.0,338.0,14.0,05000US51059,51,059,D,Owner,No overcrowding,50.1-80% AMI,2+ families in household
"Fairfax County, Virginia",11510.0,906.0,15.0,05000US51059,51,059,D,Owner,No overcrowding,50.1-80% AMI,Non-family household
"Fairfax County, Virginia",17715.0,1158.0,16.0,05000US51059,51,059,S,Owner,No overcrowding,80.1-95% AMI,All
"Fairfax County, Virginia",11560.0,1000.0,17.0,05000US51059,51,059,D,Owner,No overcrowding,80.1-95% AMI,1 family household
"Fairfax County, Virginia",455.0,206.0,18.0,05000US51059,51,059,D,Owner,No overcrowding,80.1-95% AMI,2+ families in household
"Fairfax County, Virginia",5700.0,674.0,19.0,05000US51059,51,059,D,Owner,No overcrowding,80.1-95% AMI,Non-family household
"Fairfax County, Virginia",198295.0,2912.0,20.0,05000US51059,51,059,S,Owner,No overcrowding,95.1% AMI and above,All
"Fairfax County, Virginia",153100.0,2563.0,21.0,05000US51059,51,059,D,Owner,No overcrowding,95.1% AMI and above,1 family household
"Fairfax County, Virginia",3780.0,579.0,22.0,05000US51059,51,059,D,Owner,No overcrowding,95.1% AMI and above,2+ families in household
"Fairfax County, Virginia",41420.0,1737.0,23.0,05000US51059,51,059,D,Owner,No overcrowding,95.1% AMI and above,Non-family household
"Fairfax County, Virginia",2575.0,465.0,24.0,05000US51059,51,059,S,Owner,Moderate overcrowding,All,All
"Fairfax County, Virginia",290.0,167.0,25.0,05000US51059,51,059,S,Owner,Moderate overcrowding,30% AMI or less,All
"Fairfax County, Virginia",240.0,148.0,26.0,05000US51059,51,059,D,Owner,Moderate overcrowding,30% AMI or less,1 family household
