name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Substandard_Housing,Affordability,Household_Income,Bedrooms
"Caroline County, Virginia",1695.0,404.0,1.0,05000US51033,51,033,T,All,All,All,All
"Caroline County, Virginia",60.0,55.0,2.0,05000US51033,51,033,S,Substandard,All,All,All
"Caroline County, Virginia",1640.0,393.0,3.0,05000US51033,51,033,S,Standard,All,All,All
"Caroline County, Virginia",455.0,167.0,4.0,05000US51033,51,033,S,Standard,RHUD30,All,All
"Caroline County, Virginia",285.0,146.0,5.0,05000US51033,51,033,S,Standard,RHUD30,30% AMI or less,All
"Caroline County, Virginia",65.0,34.0,6.0,05000US51033,51,033,D,Standard,RHUD30,30% AMI or less,0 or 1
"Caroline County, Virginia",180.0,138.0,7.0,05000US51033,51,033,D,Standard,RHUD30,30% AMI or less,2
"Caroline County, Virginia",40.0,46.0,8.0,05000US51033,51,033,D,Standard,RHUD30,30% AMI or less,3 or more
"Caroline County, Virginia",60.0,57.0,9.0,05000US51033,51,033,S,Standard,RHUD30,30.1-50% AMI,All
"Caroline County, Virginia",0.0,161.0,10.0,05000US51033,51,033,D,Standard,RHUD30,30.1-50% AMI,0 or 1
"Caroline County, Virginia",30.0,38.0,11.0,05000US51033,51,033,D,Standard,RHUD30,30.1-50% AMI,2
"Caroline County, Virginia",30.0,41.0,12.0,05000US51033,51,033,D,Standard,RHUD30,30.1-50% AMI,3 or more
"Caroline County, Virginia",60.0,76.0,13.0,05000US51033,51,033,S,Standard,RHUD30,50.1-80% AMI,All
"Caroline County, Virginia",0.0,161.0,14.0,05000US51033,51,033,D,Standard,RHUD30,50.1-80% AMI,0 or 1
"Caroline County, Virginia",15.0,30.0,15.0,05000US51033,51,033,D,Standard,RHUD30,50.1-80% AMI,2
"Caroline County, Virginia",40.0,70.0,16.0,05000US51033,51,033,D,Standard,RHUD30,50.1-80% AMI,3 or more
"Caroline County, Virginia",0.0,161.0,17.0,05000US51033,51,033,S,Standard,RHUD30,80.1-95% AMI,All
"Caroline County, Virginia",0.0,161.0,18.0,05000US51033,51,033,D,Standard,RHUD30,80.1-95% AMI,0 or 1
"Caroline County, Virginia",0.0,161.0,19.0,05000US51033,51,033,D,Standard,RHUD30,80.1-95% AMI,2
"Caroline County, Virginia",0.0,161.0,20.0,05000US51033,51,033,D,Standard,RHUD30,80.1-95% AMI,3 or more
"Caroline County, Virginia",50.0,52.0,21.0,05000US51033,51,033,S,Standard,RHUD30,95.1% AMI and above,All
"Caroline County, Virginia",0.0,161.0,22.0,05000US51033,51,033,D,Standard,RHUD30,95.1% AMI and above,0 or 1
"Caroline County, Virginia",0.0,161.0,23.0,05000US51033,51,033,D,Standard,RHUD30,95.1% AMI and above,2
"Caroline County, Virginia",50.0,52.0,24.0,05000US51033,51,033,D,Standard,RHUD30,95.1% AMI and above,3 or more
"Caroline County, Virginia",475.0,243.0,25.0,05000US51033,51,033,S,Standard,RHUD50,All,All
"Caroline County, Virginia",115.0,103.0,26.0,05000US51033,51,033,S,Standard,RHUD50,30% AMI or less,All
"Caroline County, Virginia",4.0,14.0,27.0,05000US51033,51,033,D,Standard,RHUD50,30% AMI or less,0 or 1
"Caroline County, Virginia",110.0,101.0,28.0,05000US51033,51,033,D,Standard,RHUD50,30% AMI or less,2
"Caroline County, Virginia",0.0,161.0,29.0,05000US51033,51,033,D,Standard,RHUD50,30% AMI or less,3 or more
"Caroline County, Virginia",135.0,114.0,30.0,05000US51033,51,033,S,Standard,RHUD50,30.1-50% AMI,All
"Caroline County, Virginia",15.0,23.0,31.0,05000US51033,51,033,D,Standard,RHUD50,30.1-50% AMI,0 or 1
"Caroline County, Virginia",125.0,112.0,32.0,05000US51033,51,033,D,Standard,RHUD50,30.1-50% AMI,2
