name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Substandard_Housing,Affordability,Household_Income,Bedrooms
"Mecklenburg County, Virginia",3460.0,488.0,1.0,05000US51117,51,117,T,All,All,All,All
"Mecklenburg County, Virginia",115.0,76.0,2.0,05000US51117,51,117,S,Substandard,All,All,All
"Mecklenburg County, Virginia",3345.0,475.0,3.0,05000US51117,51,117,S,Standard,All,All,All
"Mecklenburg County, Virginia",955.0,271.0,4.0,05000US51117,51,117,S,Standard,RHUD30,All,All
"Mecklenburg County, Virginia",375.0,175.0,5.0,05000US51117,51,117,S,Standard,RHUD30,30% AMI or less,All
"Mecklenburg County, Virginia",130.0,99.0,6.0,05000US51117,51,117,D,Standard,RHUD30,30% AMI or less,0 or 1
"Mecklenburg County, Virginia",75.0,64.0,7.0,05000US51117,51,117,D,Standard,RHUD30,30% AMI or less,2
"Mecklenburg County, Virginia",170.0,132.0,8.0,05000US51117,51,117,D,Standard,RHUD30,30% AMI or less,3 or more
"Mecklenburg County, Virginia",185.0,121.0,9.0,05000US51117,51,117,S,Standard,RHUD30,30.1-50% AMI,All
"Mecklenburg County, Virginia",0.0,161.0,10.0,05000US51117,51,117,D,Standard,RHUD30,30.1-50% AMI,0 or 1
"Mecklenburg County, Virginia",10.0,15.0,11.0,05000US51117,51,117,D,Standard,RHUD30,30.1-50% AMI,2
"Mecklenburg County, Virginia",175.0,122.0,12.0,05000US51117,51,117,D,Standard,RHUD30,30.1-50% AMI,3 or more
"Mecklenburg County, Virginia",170.0,100.0,13.0,05000US51117,51,117,S,Standard,RHUD30,50.1-80% AMI,All
"Mecklenburg County, Virginia",0.0,161.0,14.0,05000US51117,51,117,D,Standard,RHUD30,50.1-80% AMI,0 or 1
"Mecklenburg County, Virginia",75.0,71.0,15.0,05000US51117,51,117,D,Standard,RHUD30,50.1-80% AMI,2
"Mecklenburg County, Virginia",95.0,83.0,16.0,05000US51117,51,117,D,Standard,RHUD30,50.1-80% AMI,3 or more
"Mecklenburg County, Virginia",55.0,51.0,17.0,05000US51117,51,117,S,Standard,RHUD30,80.1-95% AMI,All
"Mecklenburg County, Virginia",0.0,161.0,18.0,05000US51117,51,117,D,Standard,RHUD30,80.1-95% AMI,0 or 1
"Mecklenburg County, Virginia",0.0,161.0,19.0,05000US51117,51,117,D,Standard,RHUD30,80.1-95% AMI,2
"Mecklenburg County, Virginia",55.0,51.0,20.0,05000US51117,51,117,D,Standard,RHUD30,80.1-95% AMI,3 or more
"Mecklenburg County, Virginia",175.0,115.0,21.0,05000US51117,51,117,S,Standard,RHUD30,95.1% AMI and above,All
"Mecklenburg County, Virginia",0.0,161.0,22.0,05000US51117,51,117,D,Standard,RHUD30,95.1% AMI and above,0 or 1
"Mecklenburg County, Virginia",50.0,63.0,23.0,05000US51117,51,117,D,Standard,RHUD30,95.1% AMI and above,2
"Mecklenburg County, Virginia",125.0,94.0,24.0,05000US51117,51,117,D,Standard,RHUD30,95.1% AMI and above,3 or more
"Mecklenburg County, Virginia",1500.0,388.0,25.0,05000US51117,51,117,S,Standard,RHUD50,All,All
"Mecklenburg County, Virginia",320.0,179.0,26.0,05000US51117,51,117,S,Standard,RHUD50,30% AMI or less,All
"Mecklenburg County, Virginia",40.0,57.0,27.0,05000US51117,51,117,D,Standard,RHUD50,30% AMI or less,0 or 1
"Mecklenburg County, Virginia",200.0,139.0,28.0,05000US51117,51,117,D,Standard,RHUD50,30% AMI or less,2
"Mecklenburg County, Virginia",80.0,77.0,29.0,05000US51117,51,117,D,Standard,RHUD50,30% AMI or less,3 or more
"Mecklenburg County, Virginia",395.0,239.0,30.0,05000US51117,51,117,S,Standard,RHUD50,30.1-50% AMI,All
"Mecklenburg County, Virginia",10.0,13.0,31.0,05000US51117,51,117,D,Standard,RHUD50,30.1-50% AMI,0 or 1
"Mecklenburg County, Virginia",135.0,107.0,32.0,05000US51117,51,117,D,Standard,RHUD50,30.1-50% AMI,2
"Mecklenburg County, Virginia",250.0,220.0,33.0,05000US51117,51,117,D,Standard,RHUD50,30.1-50% AMI,3 or more
"Mecklenburg County, Virginia",250.0,140.0,34.0,05000US51117,51,117,S,Standard,RHUD50,50.1-80% AMI,All
"Mecklenburg County, Virginia",4.0,9.0,35.0,05000US51117,51,117,D,Standard,RHUD50,50.1-80% AMI,0 or 1
"Mecklenburg County, Virginia",155.0,117.0,36.0,05000US51117,51,117,D,Standard,RHUD50,50.1-80% AMI,2
"Mecklenburg County, Virginia",90.0,85.0,37.0,05000US51117,51,117,D,Standard,RHUD50,50.1-80% AMI,3 or more
"Mecklenburg County, Virginia",130.0,127.0,38.0,05000US51117,51,117,S,Standard,RHUD50,80.1-95% AMI,All
"Mecklenburg County, Virginia",0.0,161.0,39.0,05000US51117,51,117,D,Standard,RHUD50,80.1-95% AMI,0 or 1
"Mecklenburg County, Virginia",4.0,2.0,40.0,05000US51117,51,117,D,Standard,RHUD50,80.1-95% AMI,2
"Mecklenburg County, Virginia",130.0,128.0,41.0,05000US51117,51,117,D,Standard,RHUD50,80.1-95% AMI,3 or more
"Mecklenburg County, Virginia",405.0,201.0,42.0,05000US51117,51,117,S,Standard,RHUD50,95.1% AMI and above,All
"Mecklenburg County, Virginia",0.0,161.0,43.0,05000US51117,51,117,D,Standard,RHUD50,95.1% AMI and above,0 or 1
"Mecklenburg County, Virginia",205.0,166.0,44.0,05000US51117,51,117,D,Standard,RHUD50,95.1% AMI and above,2
"Mecklenburg County, Virginia",195.0,138.0,45.0,05000US51117,51,117,D,Standard,RHUD50,95.1% AMI and above,3 or more
"Mecklenburg County, Virginia",785.0,264.0,46.0,05000US51117,51,117,S,Standard,RHUD80,All,All
"Mecklenburg County, Virginia",125.0,93.0,47.0,05000US51117,51,117,S,Standard,RHUD80,30% AMI or less,All
"Mecklenburg County, Virginia",25.0,29.0,48.0,05000US51117,51,117,D,Standard,RHUD80,30% AMI or less,0 or 1
"Mecklenburg County, Virginia",30.0,49.0,49.0,05000US51117,51,117,D,Standard,RHUD80,30% AMI or less,2
"Mecklenburg County, Virginia",70.0,70.0,50.0,05000US51117,51,117,D,Standard,RHUD80,30% AMI or less,3 or more
"Mecklenburg County, Virginia",65.0,67.0,51.0,05000US51117,51,117,S,Standard,RHUD80,30.1-50% AMI,All
