name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Substandard_Housing,Affordability,Household_Income,Bedrooms
"Albemarle County, Virginia",13385.0,916.0,1.0,05000US51003,51,003,T,All,All,All,All
"Albemarle County, Virginia",200.0,144.0,2.0,05000US51003,51,003,S,Substandard,All,All,All
"Albemarle County, Virginia",13185.0,939.0,3.0,05000US51003,51,003,S,Standard,All,All,All
"Albemarle County, Virginia",1530.0,377.0,4.0,05000US51003,51,003,S,Standard,RHUD30,All,All
"Albemarle County, Virginia",615.0,271.0,5.0,05000US51003,51,003,S,Standard,RHUD30,30% AMI or less,All
"Albemarle County, Virginia",265.0,214.0,6.0,05000US51003,51,003,D,Standard,RHUD30,30% AMI or less,0 or 1
"Albemarle County, Virginia",140.0,87.0,7.0,05000US51003,51,003,D,Standard,RHUD30,30% AMI or less,2
"Albemarle County, Virginia",210.0,145.0,8.0,05000US51003,51,003,D,Standard,RHUD30,30% AMI or less,3 or more
"Albemarle County, Virginia",205.0,129.0,9.0,05000US51003,51,003,S,Standard,RHUD30,30.1-50% AMI,All
"Albemarle County, Virginia",45.0,54.0,10.0,05000US51003,51,003,D,Standard,RHUD30,30.1-50% AMI,0 or 1
"Albemarle County, Virginia",65.0,95.0,11.0,05000US51003,51,003,D,Standard,RHUD30,30.1-50% AMI,2
"Albemarle County, Virginia",100.0,78.0,12.0,05000US51003,51,003,D,Standard,RHUD30,30.1-50% AMI,3 or more
"Albemarle County, Virginia",350.0,179.0,13.0,05000US51003,51,003,S,Standard,RHUD30,50.1-80% AMI,All
"Albemarle County, Virginia",100.0,145.0,14.0,05000US51003,51,003,D,Standard,RHUD30,50.1-80% AMI,0 or 1
"Albemarle County, Virginia",145.0,91.0,15.0,05000US51003,51,003,D,Standard,RHUD30,50.1-80% AMI,2
"Albemarle County, Virginia",105.0,100.0,16.0,05000US51003,51,003,D,Standard,RHUD30,50.1-80% AMI,3 or more
"Albemarle County, Virginia",140.0,142.0,17.0,05000US51003,51,003,S,Standard,RHUD30,80.1-95% AMI,All
"Albemarle County, Virginia",0.0,161.0,18.0,05000US51003,51,003,D,Standard,RHUD30,80.1-95% AMI,0 or 1
"Albemarle County, Virginia",65.0,75.0,19.0,05000US51003,51,003,D,Standard,RHUD30,80.1-95% AMI,2
"Albemarle County, Virginia",75.0,118.0,20.0,05000US51003,51,003,D,Standard,RHUD30,80.1-95% AMI,3 or more
"Albemarle County, Virginia",220.0,143.0,21.0,05000US51003,51,003,S,Standard,RHUD30,95.1% AMI and above,All
"Albemarle County, Virginia",55.0,60.0,22.0,05000US51003,51,003,D,Standard,RHUD30,95.1% AMI and above,0 or 1
"Albemarle County, Virginia",105.0,110.0,23.0,05000US51003,51,003,D,Standard,RHUD30,95.1% AMI and above,2
"Albemarle County, Virginia",60.0,58.0,24.0,05000US51003,51,003,D,Standard,RHUD30,95.1% AMI and above,3 or more
"Albemarle County, Virginia",1855.0,460.0,25.0,05000US51003,51,003,S,Standard,RHUD50,All,All
