name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Race
"Charlottesville city, Virginia",16695.0,444.0,1.0,05000US51540,51,540,T,All,All,All,All
"Charlottesville city, Virginia",7685.0,483.0,2.0,05000US51540,51,540,S,Owner,All,All,All
"Charlottesville city, Virginia",2735.0,421.0,3.0,05000US51540,51,540,S,Owner,Yes,All,All
"Charlottesville city, Virginia",580.0,182.0,4.0,05000US51540,51,540,S,Owner,Yes,30% AMI or less,All
"Charlottesville city, Virginia",415.0,139.0,5.0,05000US51540,51,540,D,Owner,Yes,30% AMI or less,White
"Charlottesville city, Virginia",150.0,120.0,6.0,05000US51540,51,540,D,Owner,Yes,30% AMI or less,Black
"Charlottesville city, Virginia",10.0,21.0,7.0,05000US51540,51,540,D,Owner,Yes,30% AMI or less,Asian
"Charlottesville city, Virginia",0.0,161.0,8.0,05000US51540,51,540,D,Owner,Yes,30% AMI or less,American Indian
"Charlottesville city, Virginia",0.0,161.0,9.0,05000US51540,51,540,D,Owner,Yes,30% AMI or less,Pacific Islander
"Charlottesville city, Virginia",0.0,161.0,10.0,05000US51540,51,540,D,Owner,Yes,30% AMI or less,Hispanic
"Charlottesville city, Virginia",0.0,161.0,11.0,05000US51540,51,540,D,Owner,Yes,30% AMI or less,Other
"Charlottesville city, Virginia",630.0,203.0,12.0,05000US51540,51,540,S,Owner,Yes,30.1-50% AMI,All
"Charlottesville city, Virginia",470.0,162.0,13.0,05000US51540,51,540,D,Owner,Yes,30.1-50% AMI,White
"Charlottesville city, Virginia",160.0,116.0,14.0,05000US51540,51,540,D,Owner,Yes,30.1-50% AMI,Black
"Charlottesville city, Virginia",0.0,161.0,15.0,05000US51540,51,540,D,Owner,Yes,30.1-50% AMI,Asian
"Charlottesville city, Virginia",0.0,161.0,16.0,05000US51540,51,540,D,Owner,Yes,30.1-50% AMI,American Indian
"Charlottesville city, Virginia",0.0,161.0,17.0,05000US51540,51,540,D,Owner,Yes,30.1-50% AMI,Pacific Islander
"Charlottesville city, Virginia",0.0,161.0,18.0,05000US51540,51,540,D,Owner,Yes,30.1-50% AMI,Hispanic
"Charlottesville city, Virginia",0.0,161.0,19.0,05000US51540,51,540,D,Owner,Yes,30.1-50% AMI,Other
"Charlottesville city, Virginia",495.0,162.0,20.0,05000US51540,51,540,S,Owner,Yes,50.1-80% AMI,All
"Charlottesville city, Virginia",425.0,135.0,21.0,05000US51540,51,540,D,Owner,Yes,50.1-80% AMI,White
"Charlottesville city, Virginia",70.0,86.0,22.0,05000US51540,51,540,D,Owner,Yes,50.1-80% AMI,Black
"Charlottesville city, Virginia",0.0,161.0,23.0,05000US51540,51,540,D,Owner,Yes,50.1-80% AMI,Asian
"Charlottesville city, Virginia",0.0,161.0,24.0,05000US51540,51,540,D,Owner,Yes,50.1-80% AMI,American Indian
"Charlottesville city, Virginia",0.0,161.0,25.0,05000US51540,51,540,D,Owner,Yes,50.1-80% AMI,Pacific Islander
"Charlottesville city, Virginia",0.0,161.0,26.0,05000US51540,51,540,D,Owner,Yes,50.1-80% AMI,Hispanic
"Charlottesville city, Virginia",0.0,161.0,27.0,05000US51540,51,540,D,Owner,Yes,50.1-80% AMI,Other
"Charlottesville city, Virginia",415.0,190.0,28.0,05000US51540,51,540,S,Owner,Yes,80.1-95% AMI,All
"Charlottesville city, Virginia",345.0,166.0,29.0,05000US51540,51,540,D,Owner,Yes,80.1-95% AMI,White
"Charlottesville city, Virginia",55.0,59.0,30.0,05000US51540,51,540,D,Owner,Yes,80.1-95% AMI,Black
"Charlottesville city, Virginia",20.0,33.0,31.0,05000US51540,51,540,D,Owner,Yes,80.1-95% AMI,Asian
"Charlottesville city, Virginia",0.0,161.0,32.0,05000US51540,51,540,D,Owner,Yes,80.1-95% AMI,American Indian
