name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Race
"Bedford County, Virginia",27000.0,600.0,1.0,05000US51019,51,019,T,All,All,All,All
"Bedford County, Virginia",22205.0,718.0,2.0,05000US51019,51,019,S,Owner,All,All,All
"Bedford County, Virginia",4105.0,592.0,3.0,05000US51019,51,019,S,Owner,Yes,All,All
"Bedford County, Virginia",585.0,188.0,4.0,05000US51019,51,019,S,Owner,Yes,30% AMI or less,All
"Bedford County, Virginia",445.0,174.0,5.0,05000US51019,51,019,D,Owner,Yes,30% AMI or less,White
"Bedford County, Virginia",65.0,59.0,6.0,05000US51019,51,019,D,Owner,Yes,30% AMI or less,Black
"Bedford County, Virginia",0.0,161.0,7.0,05000US51019,51,019,D,Owner,Yes,30% AMI or less,Asian
"Bedford County, Virginia",0.0,161.0,8.0,05000US51019,51,019,D,Owner,Yes,30% AMI or less,American Indian
"Bedford County, Virginia",0.0,161.0,9.0,05000US51019,51,019,D,Owner,Yes,30% AMI or less,Pacific Islander
"Bedford County, Virginia",0.0,161.0,10.0,05000US51019,51,019,D,Owner,Yes,30% AMI or less,Hispanic
"Bedford County, Virginia",70.0,53.0,11.0,05000US51019,51,019,D,Owner,Yes,30% AMI or less,Other
"Bedford County, Virginia",785.0,262.0,12.0,05000US51019,51,019,S,Owner,Yes,30.1-50% AMI,All
"Bedford County, Virginia",740.0,252.0,13.0,05000US51019,51,019,D,Owner,Yes,30.1-50% AMI,White
"Bedford County, Virginia",50.0,54.0,14.0,05000US51019,51,019,D,Owner,Yes,30.1-50% AMI,Black
"Bedford County, Virginia",0.0,161.0,15.0,05000US51019,51,019,D,Owner,Yes,30.1-50% AMI,Asian
"Bedford County, Virginia",0.0,161.0,16.0,05000US51019,51,019,D,Owner,Yes,30.1-50% AMI,American Indian
"Bedford County, Virginia",0.0,161.0,17.0,05000US51019,51,019,D,Owner,Yes,30.1-50% AMI,Pacific Islander
"Bedford County, Virginia",0.0,161.0,18.0,05000US51019,51,019,D,Owner,Yes,30.1-50% AMI,Hispanic
"Bedford County, Virginia",0.0,161.0,19.0,05000US51019,51,019,D,Owner,Yes,30.1-50% AMI,Other
"Bedford County, Virginia",1385.0,300.0,20.0,05000US51019,51,019,S,Owner,Yes,50.1-80% AMI,All
"Bedford County, Virginia",1315.0,291.0,21.0,05000US51019,51,019,D,Owner,Yes,50.1-80% AMI,White
"Bedford County, Virginia",0.0,161.0,22.0,05000US51019,51,019,D,Owner,Yes,50.1-80% AMI,Black
"Bedford County, Virginia",0.0,161.0,23.0,05000US51019,51,019,D,Owner,Yes,50.1-80% AMI,Asian
"Bedford County, Virginia",25.0,38.0,24.0,05000US51019,51,019,D,Owner,Yes,50.1-80% AMI,American Indian
"Bedford County, Virginia",0.0,161.0,25.0,05000US51019,51,019,D,Owner,Yes,50.1-80% AMI,Pacific Islander
"Bedford County, Virginia",0.0,161.0,26.0,05000US51019,51,019,D,Owner,Yes,50.1-80% AMI,Hispanic
"Bedford County, Virginia",45.0,63.0,27.0,05000US51019,51,019,D,Owner,Yes,50.1-80% AMI,Other
"Bedford County, Virginia",245.0,155.0,28.0,05000US51019,51,019,S,Owner,Yes,80.1-95% AMI,All
"Bedford County, Virginia",245.0,155.0,29.0,05000US51019,51,019,D,Owner,Yes,80.1-95% AMI,White
"Bedford County, Virginia",0.0,161.0,30.0,05000US51019,51,019,D,Owner,Yes,80.1-95% AMI,Black
"Bedford County, Virginia",0.0,161.0,31.0,05000US51019,51,019,D,Owner,Yes,80.1-95% AMI,Asian
"Bedford County, Virginia",0.0,161.0,32.0,05000US51019,51,019,D,Owner,Yes,80.1-95% AMI,American Indian
"Bedford County, Virginia",0.0,161.0,33.0,05000US51019,51,019,D,Owner,Yes,80.1-95% AMI,Pacific Islander
"Bedford County, Virginia",0.0,161.0,34.0,05000US51019,51,019,D,Owner,Yes,80.1-95% AMI,Hispanic
"Bedford County, Virginia",0.0,161.0,35.0,05000US51019,51,019,D,Owner,Yes,80.1-95% AMI,Other
"Bedford County, Virginia",1105.0,326.0,36.0,05000US51019,51,019,S,Owner,Yes,95.1% AMI and above,All
"Bedford County, Virginia",1075.0,331.0,37.0,05000US51019,51,019,D,Owner,Yes,95.1% AMI and above,White
"Bedford County, Virginia",30.0,44.0,38.0,05000US51019,51,019,D,Owner,Yes,95.1% AMI and above,Black
"Bedford County, Virginia",0.0,161.0,39.0,05000US51019,51,019,D,Owner,Yes,95.1% AMI and above,Asian
"Bedford County, Virginia",0.0,161.0,40.0,05000US51019,51,019,D,Owner,Yes,95.1% AMI and above,American Indian
"Bedford County, Virginia",0.0,161.0,41.0,05000US51019,51,019,D,Owner,Yes,95.1% AMI and above,Pacific Islander
"Bedford County, Virginia",0.0,161.0,42.0,05000US51019,51,019,D,Owner,Yes,95.1% AMI and above,Hispanic
"Bedford County, Virginia",0.0,161.0,43.0,05000US51019,51,019,D,Owner,Yes,95.1% AMI and above,Other
"Bedford County, Virginia",17985.0,726.0,44.0,05000US51019,51,019,S,Owner,No,All,All
"Bedford County, Virginia",375.0,159.0,45.0,05000US51019,51,019,S,Owner,No,30% AMI or less,All
"Bedford County, Virginia",285.0,123.0,46.0,05000US51019,51,019,D,Owner,No,30% AMI or less,White
"Bedford County, Virginia",85.0,105.0,47.0,05000US51019,51,019,D,Owner,No,30% AMI or less,Black
"Bedford County, Virginia",0.0,161.0,48.0,05000US51019,51,019,D,Owner,No,30% AMI or less,Asian
"Bedford County, Virginia",0.0,161.0,49.0,05000US51019,51,019,D,Owner,No,30% AMI or less,American Indian
"Bedford County, Virginia",0.0,161.0,50.0,05000US51019,51,019,D,Owner,No,30% AMI or less,Pacific Islander
"Bedford County, Virginia",0.0,161.0,51.0,05000US51019,51,019,D,Owner,No,30% AMI or less,Hispanic
