name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Elderly_Status
"Charlottesville city, Virginia",16695.0,444.0,1.0,05000US51540,51,540,T,All,All,All,All
"Charlottesville city, Virginia",7685.0,483.0,2.0,05000US51540,51,540,S,Owner,All,All,All
"Charlottesville city, Virginia",2735.0,421.0,3.0,05000US51540,51,540,S,Owner,yes,All,All
"Charlottesville city, Virginia",580.0,182.0,4.0,05000US51540,51,540,S,Owner,yes,30% AMI or less,All
"Charlottesville city, Virginia",85.0,98.0,5.0,05000US51540,51,540,D,Owner,yes,30% AMI or less,Elderly
"Charlottesville city, Virginia",330.0,145.0,6.0,05000US51540,51,540,D,Owner,yes,30% AMI or less,Extra-elderly
"Charlottesville city, Virginia",165.0,80.0,7.0,05000US51540,51,540,D,Owner,yes,30% AMI or less,Non-elderly
"Charlottesville city, Virginia",630.0,203.0,8.0,05000US51540,51,540,S,Owner,yes,30.1-50% AMI,All
"Charlottesville city, Virginia",110.0,93.0,9.0,05000US51540,51,540,D,Owner,yes,30.1-50% AMI,Elderly
"Charlottesville city, Virginia",200.0,129.0,10.0,05000US51540,51,540,D,Owner,yes,30.1-50% AMI,Extra-elderly
"Charlottesville city, Virginia",320.0,142.0,11.0,05000US51540,51,540,D,Owner,yes,30.1-50% AMI,Non-elderly
"Charlottesville city, Virginia",495.0,162.0,12.0,05000US51540,51,540,S,Owner,yes,50.1-80% AMI,All
"Charlottesville city, Virginia",55.0,54.0,13.0,05000US51540,51,540,D,Owner,yes,50.1-80% AMI,Elderly
"Charlottesville city, Virginia",140.0,79.0,14.0,05000US51540,51,540,D,Owner,yes,50.1-80% AMI,Extra-elderly
"Charlottesville city, Virginia",300.0,137.0,15.0,05000US51540,51,540,D,Owner,yes,50.1-80% AMI,Non-elderly
"Charlottesville city, Virginia",415.0,190.0,16.0,05000US51540,51,540,S,Owner,yes,80.1-95% AMI,All
"Charlottesville city, Virginia",0.0,161.0,17.0,05000US51540,51,540,D,Owner,yes,80.1-95% AMI,Elderly
"Charlottesville city, Virginia",0.0,161.0,18.0,05000US51540,51,540,D,Owner,yes,80.1-95% AMI,Extra-elderly
"Charlottesville city, Virginia",415.0,190.0,19.0,05000US51540,51,540,D,Owner,yes,80.1-95% AMI,Non-elderly
"Charlottesville city, Virginia",610.0,189.0,20.0,05000US51540,51,540,S,Owner,yes,95.1% AMI and above,All
"Charlottesville city, Virginia",25.0,41.0,21.0,05000US51540,51,540,D,Owner,yes,95.1% AMI and above,Elderly
"Charlottesville city, Virginia",25.0,41.0,22.0,05000US51540,51,540,D,Owner,yes,95.1% AMI and above,Extra-elderly
"Charlottesville city, Virginia",560.0,183.0,23.0,05000US51540,51,540,D,Owner,yes,95.1% AMI and above,Non-elderly
"Charlottesville city, Virginia",4920.0,410.0,24.0,05000US51540,51,540,S,Owner,no,All,All
"Charlottesville city, Virginia",85.0,52.0,25.0,05000US51540,51,540,S,Owner,no,30% AMI or less,All
"Charlottesville city, Virginia",15.0,31.0,26.0,05000US51540,51,540,D,Owner,no,30% AMI or less,Elderly
"Charlottesville city, Virginia",70.0,45.0,27.0,05000US51540,51,540,D,Owner,no,30% AMI or less,Extra-elderly
"Charlottesville city, Virginia",0.0,161.0,28.0,05000US51540,51,540,D,Owner,no,30% AMI or less,Non-elderly
"Charlottesville city, Virginia",410.0,129.0,29.0,05000US51540,51,540,S,Owner,no,30.1-50% AMI,All
"Charlottesville city, Virginia",65.0,63.0,30.0,05000US51540,51,540,D,Owner,no,30.1-50% AMI,Elderly
"Charlottesville city, Virginia",250.0,91.0,31.0,05000US51540,51,540,D,Owner,no,30.1-50% AMI,Extra-elderly
"Charlottesville city, Virginia",95.0,72.0,32.0,05000US51540,51,540,D,Owner,no,30.1-50% AMI,Non-elderly
