name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Elderly_Status
"Danville city, Virginia",19970.0,546.0,1.0,05000US51590,51,590,T,All,All,All,All
"Danville city, Virginia",11100.0,546.0,2.0,05000US51590,51,590,S,Owner,All,All,All
"Danville city, Virginia",2405.0,375.0,3.0,05000US51590,51,590,S,Owner,yes,All,All
"Danville city, Virginia",680.0,224.0,4.0,05000US51590,51,590,S,Owner,yes,30% AMI or less,All
"Danville city, Virginia",145.0,92.0,5.0,05000US51590,51,590,D,Owner,yes,30% AMI or less,Elderly
"Danville city, Virginia",285.0,157.0,6.0,05000US51590,51,590,D,Owner,yes,30% AMI or less,Extra-elderly
"Danville city, Virginia",250.0,99.0,7.0,05000US51590,51,590,D,Owner,yes,30% AMI or less,Non-elderly
"Danville city, Virginia",455.0,162.0,8.0,05000US51590,51,590,S,Owner,yes,30.1-50% AMI,All
"Danville city, Virginia",70.0,61.0,9.0,05000US51590,51,590,D,Owner,yes,30.1-50% AMI,Elderly
"Danville city, Virginia",180.0,108.0,10.0,05000US51590,51,590,D,Owner,yes,30.1-50% AMI,Extra-elderly
"Danville city, Virginia",205.0,116.0,11.0,05000US51590,51,590,D,Owner,yes,30.1-50% AMI,Non-elderly
"Danville city, Virginia",900.0,240.0,12.0,05000US51590,51,590,S,Owner,yes,50.1-80% AMI,All
"Danville city, Virginia",145.0,111.0,13.0,05000US51590,51,590,D,Owner,yes,50.1-80% AMI,Elderly
"Danville city, Virginia",70.0,57.0,14.0,05000US51590,51,590,D,Owner,yes,50.1-80% AMI,Extra-elderly
"Danville city, Virginia",685.0,209.0,15.0,05000US51590,51,590,D,Owner,yes,50.1-80% AMI,Non-elderly
"Danville city, Virginia",175.0,126.0,16.0,05000US51590,51,590,S,Owner,yes,80.1-95% AMI,All
"Danville city, Virginia",65.0,82.0,17.0,05000US51590,51,590,D,Owner,yes,80.1-95% AMI,Elderly
"Danville city, Virginia",0.0,161.0,18.0,05000US51590,51,590,D,Owner,yes,80.1-95% AMI,Extra-elderly
"Danville city, Virginia",115.0,79.0,19.0,05000US51590,51,590,D,Owner,yes,80.1-95% AMI,Non-elderly
"Danville city, Virginia",195.0,97.0,20.0,05000US51590,51,590,S,Owner,yes,95.1% AMI and above,All
"Danville city, Virginia",0.0,161.0,21.0,05000US51590,51,590,D,Owner,yes,95.1% AMI and above,Elderly
"Danville city, Virginia",35.0,40.0,22.0,05000US51590,51,590,D,Owner,yes,95.1% AMI and above,Extra-elderly
"Danville city, Virginia",160.0,90.0,23.0,05000US51590,51,590,D,Owner,yes,95.1% AMI and above,Non-elderly
"Danville city, Virginia",8625.0,563.0,24.0,05000US51590,51,590,S,Owner,no,All,All
"Danville city, Virginia",130.0,78.0,25.0,05000US51590,51,590,S,Owner,no,30% AMI or less,All
"Danville city, Virginia",50.0,49.0,26.0,05000US51590,51,590,D,Owner,no,30% AMI or less,Elderly
"Danville city, Virginia",85.0,62.0,27.0,05000US51590,51,590,D,Owner,no,30% AMI or less,Extra-elderly
"Danville city, Virginia",0.0,161.0,28.0,05000US51590,51,590,D,Owner,no,30% AMI or less,Non-elderly
"Danville city, Virginia",965.0,272.0,29.0,05000US51590,51,590,S,Owner,no,30.1-50% AMI,All
"Danville city, Virginia",230.0,119.0,30.0,05000US51590,51,590,D,Owner,no,30.1-50% AMI,Elderly
"Danville city, Virginia",480.0,170.0,31.0,05000US51590,51,590,D,Owner,no,30.1-50% AMI,Extra-elderly
"Danville city, Virginia",255.0,159.0,32.0,05000US51590,51,590,D,Owner,no,30.1-50% AMI,Non-elderly
"Danville city, Virginia",1245.0,279.0,33.0,05000US51590,51,590,S,Owner,no,50.1-80% AMI,All
"Danville city, Virginia",455.0,184.0,34.0,05000US51590,51,590,D,Owner,no,50.1-80% AMI,Elderly
"Danville city, Virginia",495.0,159.0,35.0,05000US51590,51,590,D,Owner,no,50.1-80% AMI,Extra-elderly
"Danville city, Virginia",300.0,139.0,36.0,05000US51590,51,590,D,Owner,no,50.1-80% AMI,Non-elderly
"Danville city, Virginia",725.0,230.0,37.0,05000US51590,51,590,S,Owner,no,80.1-95% AMI,All
"Danville city, Virginia",185.0,96.0,38.0,05000US51590,51,590,D,Owner,no,80.1-95% AMI,Elderly
"Danville city, Virginia",240.0,91.0,39.0,05000US51590,51,590,D,Owner,no,80.1-95% AMI,Extra-elderly
"Danville city, Virginia",305.0,150.0,40.0,05000US51590,51,590,D,Owner,no,80.1-95% AMI,Non-elderly
"Danville city, Virginia",5555.0,405.0,41.0,05000US51590,51,590,S,Owner,no,95.1% AMI and above,All
"Danville city, Virginia",1240.0,236.0,42.0,05000US51590,51,590,D,Owner,no,95.1% AMI and above,Elderly
"Danville city, Virginia",910.0,169.0,43.0,05000US51590,51,590,D,Owner,no,95.1% AMI and above,Extra-elderly
