name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Elderly_Status
"Harrisonburg city, Virginia",13920.0,452.0,1.0,05000US51660,51,660,T,All,All,All,All
"Harrisonburg city, Virginia",5460.0,439.0,2.0,05000US51660,51,660,S,Owner,All,All,All
"Harrisonburg city, Virginia",1015.0,269.0,3.0,05000US51660,51,660,S,Owner,yes,All,All
"Harrisonburg city, Virginia",200.0,123.0,4.0,05000US51660,51,660,S,Owner,yes,30% AMI or less,All
"Harrisonburg city, Virginia",50.0,52.0,5.0,05000US51660,51,660,D,Owner,yes,30% AMI or less,Elderly
"Harrisonburg city, Virginia",75.0,91.0,6.0,05000US51660,51,660,D,Owner,yes,30% AMI or less,Extra-elderly
"Harrisonburg city, Virginia",75.0,79.0,7.0,05000US51660,51,660,D,Owner,yes,30% AMI or less,Non-elderly
"Harrisonburg city, Virginia",70.0,75.0,8.0,05000US51660,51,660,S,Owner,yes,30.1-50% AMI,All
"Harrisonburg city, Virginia",15.0,27.0,9.0,05000US51660,51,660,D,Owner,yes,30.1-50% AMI,Elderly
"Harrisonburg city, Virginia",25.0,44.0,10.0,05000US51660,51,660,D,Owner,yes,30.1-50% AMI,Extra-elderly
"Harrisonburg city, Virginia",30.0,60.0,11.0,05000US51660,51,660,D,Owner,yes,30.1-50% AMI,Non-elderly
"Harrisonburg city, Virginia",400.0,199.0,12.0,05000US51660,51,660,S,Owner,yes,50.1-80% AMI,All
"Harrisonburg city, Virginia",0.0,161.0,13.0,05000US51660,51,660,D,Owner,yes,50.1-80% AMI,Elderly
"Harrisonburg city, Virginia",30.0,51.0,14.0,05000US51660,51,660,D,Owner,yes,50.1-80% AMI,Extra-elderly
"Harrisonburg city, Virginia",375.0,199.0,15.0,05000US51660,51,660,D,Owner,yes,50.1-80% AMI,Non-elderly
"Harrisonburg city, Virginia",130.0,83.0,16.0,05000US51660,51,660,S,Owner,yes,80.1-95% AMI,All
"Harrisonburg city, Virginia",60.0,45.0,17.0,05000US51660,51,660,D,Owner,yes,80.1-95% AMI,Elderly
"Harrisonburg city, Virginia",0.0,161.0,18.0,05000US51660,51,660,D,Owner,yes,80.1-95% AMI,Extra-elderly
"Harrisonburg city, Virginia",70.0,66.0,19.0,05000US51660,51,660,D,Owner,yes,80.1-95% AMI,Non-elderly
"Harrisonburg city, Virginia",210.0,113.0,20.0,05000US51660,51,660,S,Owner,yes,95.1% AMI and above,All
