name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Elderly_Status
"Chesterfield County, Virginia",108690.0,1007.0,1.0,05000US51041,51,041,T,All,All,All,All
"Chesterfield County, Virginia",85810.0,1315.0,2.0,05000US51041,51,041,S,Owner,All,All,All
"Chesterfield County, Virginia",18525.0,1068.0,3.0,05000US51041,51,041,S,Owner,yes,All,All
"Chesterfield County, Virginia",2485.0,394.0,4.0,05000US51041,51,041,S,Owner,yes,30% AMI or less,All
"Chesterfield County, Virginia",615.0,202.0,5.0,05000US51041,51,041,D,Owner,yes,30% AMI or less,Elderly
"Chesterfield County, Virginia",400.0,114.0,6.0,05000US51041,51,041,D,Owner,yes,30% AMI or less,Extra-elderly
"Chesterfield County, Virginia",1475.0,290.0,7.0,05000US51041,51,041,D,Owner,yes,30% AMI or less,Non-elderly
"Chesterfield County, Virginia",2905.0,429.0,8.0,05000US51041,51,041,S,Owner,yes,30.1-50% AMI,All
"Chesterfield County, Virginia",500.0,177.0,9.0,05000US51041,51,041,D,Owner,yes,30.1-50% AMI,Elderly
"Chesterfield County, Virginia",305.0,122.0,10.0,05000US51041,51,041,D,Owner,yes,30.1-50% AMI,Extra-elderly
"Chesterfield County, Virginia",2100.0,422.0,11.0,05000US51041,51,041,D,Owner,yes,30.1-50% AMI,Non-elderly
"Chesterfield County, Virginia",5490.0,638.0,12.0,05000US51041,51,041,S,Owner,yes,50.1-80% AMI,All
"Chesterfield County, Virginia",945.0,222.0,13.0,05000US51041,51,041,D,Owner,yes,50.1-80% AMI,Elderly
"Chesterfield County, Virginia",235.0,112.0,14.0,05000US51041,51,041,D,Owner,yes,50.1-80% AMI,Extra-elderly
"Chesterfield County, Virginia",4310.0,587.0,15.0,05000US51041,51,041,D,Owner,yes,50.1-80% AMI,Non-elderly
"Chesterfield County, Virginia",2060.0,387.0,16.0,05000US51041,51,041,S,Owner,yes,80.1-95% AMI,All
