name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Elderly_Status
"Warren County, Virginia",13470.0,396.0,1.0,05000US51187,51,187,T,All,All,All,All
"Warren County, Virginia",10370.0,453.0,2.0,05000US51187,51,187,S,Owner,All,All,All
"Warren County, Virginia",2800.0,414.0,3.0,05000US51187,51,187,S,Owner,yes,All,All
"Warren County, Virginia",685.0,246.0,4.0,05000US51187,51,187,S,Owner,yes,30% AMI or less,All
"Warren County, Virginia",145.0,85.0,5.0,05000US51187,51,187,D,Owner,yes,30% AMI or less,Elderly
"Warren County, Virginia",225.0,129.0,6.0,05000US51187,51,187,D,Owner,yes,30% AMI or less,Extra-elderly
"Warren County, Virginia",315.0,193.0,7.0,05000US51187,51,187,D,Owner,yes,30% AMI or less,Non-elderly
"Warren County, Virginia",245.0,146.0,8.0,05000US51187,51,187,S,Owner,yes,30.1-50% AMI,All
"Warren County, Virginia",40.0,43.0,9.0,05000US51187,51,187,D,Owner,yes,30.1-50% AMI,Elderly
"Warren County, Virginia",20.0,29.0,10.0,05000US51187,51,187,D,Owner,yes,30.1-50% AMI,Extra-elderly
"Warren County, Virginia",185.0,136.0,11.0,05000US51187,51,187,D,Owner,yes,30.1-50% AMI,Non-elderly
"Warren County, Virginia",940.0,269.0,12.0,05000US51187,51,187,S,Owner,yes,50.1-80% AMI,All
"Warren County, Virginia",65.0,58.0,13.0,05000US51187,51,187,D,Owner,yes,50.1-80% AMI,Elderly
"Warren County, Virginia",75.0,62.0,14.0,05000US51187,51,187,D,Owner,yes,50.1-80% AMI,Extra-elderly
"Warren County, Virginia",800.0,248.0,15.0,05000US51187,51,187,D,Owner,yes,50.1-80% AMI,Non-elderly
"Warren County, Virginia",265.0,125.0,16.0,05000US51187,51,187,S,Owner,yes,80.1-95% AMI,All
"Warren County, Virginia",25.0,32.0,17.0,05000US51187,51,187,D,Owner,yes,80.1-95% AMI,Elderly
"Warren County, Virginia",0.0,161.0,18.0,05000US51187,51,187,D,Owner,yes,80.1-95% AMI,Extra-elderly
"Warren County, Virginia",240.0,123.0,19.0,05000US51187,51,187,D,Owner,yes,80.1-95% AMI,Non-elderly
"Warren County, Virginia",665.0,190.0,20.0,05000US51187,51,187,S,Owner,yes,95.1% AMI and above,All
"Warren County, Virginia",110.0,72.0,21.0,05000US51187,51,187,D,Owner,yes,95.1% AMI and above,Elderly
"Warren County, Virginia",0.0,161.0,22.0,05000US51187,51,187,D,Owner,yes,95.1% AMI and above,Extra-elderly
"Warren County, Virginia",560.0,178.0,23.0,05000US51187,51,187,D,Owner,yes,95.1% AMI and above,Non-elderly
"Warren County, Virginia",7570.0,482.0,24.0,05000US51187,51,187,S,Owner,no,All,All
"Warren County, Virginia",255.0,103.0,25.0,05000US51187,51,187,S,Owner,no,30% AMI or less,All
"Warren County, Virginia",125.0,90.0,26.0,05000US51187,51,187,D,Owner,no,30% AMI or less,Elderly
