name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Elderly_Status
"Alexandria city, Virginia",62310.0,993.0,1.0,05000US51510,51,510,T,All,All,All,All
"Alexandria city, Virginia",29620.0,1046.0,2.0,05000US51510,51,510,S,Owner,All,All,All
"Alexandria city, Virginia",8595.0,783.0,3.0,05000US51510,51,510,S,Owner,yes,All,All
"Alexandria city, Virginia",1175.0,284.0,4.0,05000US51510,51,510,S,Owner,yes,30% AMI or less,All
"Alexandria city, Virginia",290.0,129.0,5.0,05000US51510,51,510,D,Owner,yes,30% AMI or less,Elderly
"Alexandria city, Virginia",335.0,193.0,6.0,05000US51510,51,510,D,Owner,yes,30% AMI or less,Extra-elderly
"Alexandria city, Virginia",550.0,222.0,7.0,05000US51510,51,510,D,Owner,yes,30% AMI or less,Non-elderly
"Alexandria city, Virginia",885.0,247.0,8.0,05000US51510,51,510,S,Owner,yes,30.1-50% AMI,All
"Alexandria city, Virginia",210.0,124.0,9.0,05000US51510,51,510,D,Owner,yes,30.1-50% AMI,Elderly
"Alexandria city, Virginia",180.0,116.0,10.0,05000US51510,51,510,D,Owner,yes,30.1-50% AMI,Extra-elderly
"Alexandria city, Virginia",495.0,186.0,11.0,05000US51510,51,510,D,Owner,yes,30.1-50% AMI,Non-elderly
"Alexandria city, Virginia",1840.0,359.0,12.0,05000US51510,51,510,S,Owner,yes,50.1-80% AMI,All
"Alexandria city, Virginia",230.0,119.0,13.0,05000US51510,51,510,D,Owner,yes,50.1-80% AMI,Elderly
"Alexandria city, Virginia",170.0,101.0,14.0,05000US51510,51,510,D,Owner,yes,50.1-80% AMI,Extra-elderly
"Alexandria city, Virginia",1435.0,316.0,15.0,05000US51510,51,510,D,Owner,yes,50.1-80% AMI,Non-elderly
"Alexandria city, Virginia",1005.0,329.0,16.0,05000US51510,51,510,S,Owner,yes,80.1-95% AMI,All
"Alexandria city, Virginia",80.0,59.0,17.0,05000US51510,51,510,D,Owner,yes,80.1-95% AMI,Elderly
"Alexandria city, Virginia",45.0,55.0,18.0,05000US51510,51,510,D,Owner,yes,80.1-95% AMI,Extra-elderly
"Alexandria city, Virginia",880.0,310.0,19.0,05000US51510,51,510,D,Owner,yes,80.1-95% AMI,Non-elderly
"Alexandria city, Virginia",3690.0,536.0,20.0,05000US51510,51,510,S,Owner,yes,95.1% AMI and above,All
"Alexandria city, Virginia",350.0,175.0,21.0,05000US51510,51,510,D,Owner,yes,95.1% AMI and above,Elderly
"Alexandria city, Virginia",20.0,36.0,22.0,05000US51510,51,510,D,Owner,yes,95.1% AMI and above,Extra-elderly
"Alexandria city, Virginia",3320.0,505.0,23.0,05000US51510,51,510,D,Owner,yes,95.1% AMI and above,Non-elderly
"Alexandria city, Virginia",20970.0,979.0,24.0,05000US51510,51,510,S,Owner,no,All,All
"Alexandria city, Virginia",105.0,111.0,25.0,05000US51510,51,510,S,Owner,no,30% AMI or less,All
"Alexandria city, Virginia",25.0,41.0,26.0,05000US51510,51,510,D,Owner,no,30% AMI or less,Elderly
"Alexandria city, Virginia",0.0,161.0,27.0,05000US51510,51,510,D,Owner,no,30% AMI or less,Extra-elderly
"Alexandria city, Virginia",85.0,103.0,28.0,05000US51510,51,510,D,Owner,no,30% AMI or less,Non-elderly
"Alexandria city, Virginia",500.0,218.0,29.0,05000US51510,51,510,S,Owner,no,30.1-50% AMI,All
"Alexandria city, Virginia",175.0,144.0,30.0,05000US51510,51,510,D,Owner,no,30.1-50% AMI,Elderly
"Alexandria city, Virginia",160.0,78.0,31.0,05000US51510,51,510,D,Owner,no,30.1-50% AMI,Extra-elderly
"Alexandria city, Virginia",165.0,109.0,32.0,05000US51510,51,510,D,Owner,no,30.1-50% AMI,Non-elderly
"Alexandria city, Virginia",1295.0,274.0,33.0,05000US51510,51,510,S,Owner,no,50.1-80% AMI,All
"Alexandria city, Virginia",365.0,146.0,34.0,05000US51510,51,510,D,Owner,no,50.1-80% AMI,Elderly
"Alexandria city, Virginia",510.0,203.0,35.0,05000US51510,51,510,D,Owner,no,50.1-80% AMI,Extra-elderly
"Alexandria city, Virginia",420.0,167.0,36.0,05000US51510,51,510,D,Owner,no,50.1-80% AMI,Non-elderly
"Alexandria city, Virginia",995.0,279.0,37.0,05000US51510,51,510,S,Owner,no,80.1-95% AMI,All
"Alexandria city, Virginia",100.0,87.0,38.0,05000US51510,51,510,D,Owner,no,80.1-95% AMI,Elderly
"Alexandria city, Virginia",270.0,119.0,39.0,05000US51510,51,510,D,Owner,no,80.1-95% AMI,Extra-elderly
"Alexandria city, Virginia",630.0,245.0,40.0,05000US51510,51,510,D,Owner,no,80.1-95% AMI,Non-elderly
"Alexandria city, Virginia",18075.0,933.0,41.0,05000US51510,51,510,S,Owner,no,95.1% AMI and above,All
"Alexandria city, Virginia",2910.0,319.0,42.0,05000US51510,51,510,D,Owner,no,95.1% AMI and above,Elderly
"Alexandria city, Virginia",1260.0,265.0,43.0,05000US51510,51,510,D,Owner,no,95.1% AMI and above,Extra-elderly
"Alexandria city, Virginia",13905.0,862.0,44.0,05000US51510,51,510,D,Owner,no,95.1% AMI and above,Non-elderly
"Alexandria city, Virginia",55.0,54.0,45.0,05000US51510,51,510,S,Owner,N/A,All,All
"Alexandria city, Virginia",55.0,54.0,46.0,05000US51510,51,510,S,Owner,N/A,30% AMI or less,All
"Alexandria city, Virginia",20.0,39.0,47.0,05000US51510,51,510,D,Owner,N/A,30% AMI or less,Elderly
"Alexandria city, Virginia",0.0,161.0,48.0,05000US51510,51,510,D,Owner,N/A,30% AMI or less,Extra-elderly
"Alexandria city, Virginia",35.0,42.0,49.0,05000US51510,51,510,D,Owner,N/A,30% AMI or less,Non-elderly
"Alexandria city, Virginia",0.0,161.0,50.0,05000US51510,51,510,S,Owner,N/A,30.1-50% AMI,All
"Alexandria city, Virginia",0.0,161.0,51.0,05000US51510,51,510,D,Owner,N/A,30.1-50% AMI,Elderly
"Alexandria city, Virginia",0.0,161.0,52.0,05000US51510,51,510,D,Owner,N/A,30.1-50% AMI,Extra-elderly
"Alexandria city, Virginia",0.0,161.0,53.0,05000US51510,51,510,D,Owner,N/A,30.1-50% AMI,Non-elderly
"Alexandria city, Virginia",0.0,161.0,54.0,05000US51510,51,510,S,Owner,N/A,50.1-80% AMI,All
"Alexandria city, Virginia",0.0,161.0,55.0,05000US51510,51,510,D,Owner,N/A,50.1-80% AMI,Elderly
"Alexandria city, Virginia",0.0,161.0,56.0,05000US51510,51,510,D,Owner,N/A,50.1-80% AMI,Extra-elderly
"Alexandria city, Virginia",0.0,161.0,57.0,05000US51510,51,510,D,Owner,N/A,50.1-80% AMI,Non-elderly
"Alexandria city, Virginia",0.0,161.0,58.0,05000US51510,51,510,S,Owner,N/A,80.1-95% AMI,All
"Alexandria city, Virginia",0.0,161.0,59.0,05000US51510,51,510,D,Owner,N/A,80.1-95% AMI,Elderly
"Alexandria city, Virginia",0.0,161.0,60.0,05000US51510,51,510,D,Owner,N/A,80.1-95% AMI,Extra-elderly
"Alexandria city, Virginia",0.0,161.0,61.0,05000US51510,51,510,D,Owner,N/A,80.1-95% AMI,Non-elderly
"Alexandria city, Virginia",0.0,161.0,62.0,05000US51510,51,510,S,Owner,N/A,95.1% AMI and above,All
"Alexandria city, Virginia",0.0,161.0,63.0,05000US51510,51,510,D,Owner,N/A,95.1% AMI and above,Elderly
"Alexandria city, Virginia",0.0,161.0,64.0,05000US51510,51,510,D,Owner,N/A,95.1% AMI and above,Extra-elderly
"Alexandria city, Virginia",0.0,161.0,65.0,05000US51510,51,510,D,Owner,N/A,95.1% AMI and above,Non-elderly
"Alexandria city, Virginia",32690.0,1290.0,66.0,05000US51510,51,510,S,Renter,All,All,All
"Alexandria city, Virginia",13315.0,1121.0,67.0,05000US51510,51,510,S,Renter,Yes,All,All
"Alexandria city, Virginia",4090.0,625.0,68.0,05000US51510,51,510,S,Renter,Yes,30% AMI or less,All
"Alexandria city, Virginia",630.0,251.0,69.0,05000US51510,51,510,D,Renter,Yes,30% AMI or less,Elderly
"Alexandria city, Virginia",430.0,228.0,70.0,05000US51510,51,510,D,Renter,Yes,30% AMI or less,Extra-elderly
"Alexandria city, Virginia",3035.0,475.0,71.0,05000US51510,51,510,D,Renter,Yes,30% AMI or less,Non-elderly
"Alexandria city, Virginia",4640.0,662.0,72.0,05000US51510,51,510,S,Renter,Yes,30.1-50% AMI,All
"Alexandria city, Virginia",305.0,185.0,73.0,05000US51510,51,510,D,Renter,Yes,30.1-50% AMI,Elderly
"Alexandria city, Virginia",265.0,177.0,74.0,05000US51510,51,510,D,Renter,Yes,30.1-50% AMI,Extra-elderly
"Alexandria city, Virginia",4075.0,619.0,75.0,05000US51510,51,510,D,Renter,Yes,30.1-50% AMI,Non-elderly
"Alexandria city, Virginia",3495.0,650.0,76.0,05000US51510,51,510,S,Renter,Yes,50.1-80% AMI,All
"Alexandria city, Virginia",125.0,100.0,77.0,05000US51510,51,510,D,Renter,Yes,50.1-80% AMI,Elderly
"Alexandria city, Virginia",240.0,144.0,78.0,05000US51510,51,510,D,Renter,Yes,50.1-80% AMI,Extra-elderly
"Alexandria city, Virginia",3125.0,625.0,79.0,05000US51510,51,510,D,Renter,Yes,50.1-80% AMI,Non-elderly
"Alexandria city, Virginia",485.0,229.0,80.0,05000US51510,51,510,S,Renter,Yes,80.1-95% AMI,All
"Alexandria city, Virginia",0.0,161.0,81.0,05000US51510,51,510,D,Renter,Yes,80.1-95% AMI,Elderly
"Alexandria city, Virginia",25.0,44.0,82.0,05000US51510,51,510,D,Renter,Yes,80.1-95% AMI,Extra-elderly
"Alexandria city, Virginia",460.0,233.0,83.0,05000US51510,51,510,D,Renter,Yes,80.1-95% AMI,Non-elderly
"Alexandria city, Virginia",600.0,191.0,84.0,05000US51510,51,510,S,Renter,Yes,95.1% AMI and above,All
"Alexandria city, Virginia",30.0,47.0,85.0,05000US51510,51,510,D,Renter,Yes,95.1% AMI and above,Elderly
"Alexandria city, Virginia",130.0,87.0,86.0,05000US51510,51,510,D,Renter,Yes,95.1% AMI and above,Extra-elderly
"Alexandria city, Virginia",440.0,161.0,87.0,05000US51510,51,510,D,Renter,Yes,95.1% AMI and above,Non-elderly
"Alexandria city, Virginia",18355.0,1259.0,88.0,05000US51510,51,510,S,Renter,No,All,All
"Alexandria city, Virginia",830.0,408.0,89.0,05000US51510,51,510,S,Renter,No,30% AMI or less,All
"Alexandria city, Virginia",295.0,203.0,90.0,05000US51510,51,510,D,Renter,No,30% AMI or less,Elderly
"Alexandria city, Virginia",300.0,322.0,91.0,05000US51510,51,510,D,Renter,No,30% AMI or less,Extra-elderly
"Alexandria city, Virginia",240.0,129.0,92.0,05000US51510,51,510,D,Renter,No,30% AMI or less,Non-elderly
"Alexandria city, Virginia",440.0,295.0,93.0,05000US51510,51,510,S,Renter,No,30.1-50% AMI,All
"Alexandria city, Virginia",0.0,161.0,94.0,05000US51510,51,510,D,Renter,No,30.1-50% AMI,Elderly
"Alexandria city, Virginia",0.0,161.0,95.0,05000US51510,51,510,D,Renter,No,30.1-50% AMI,Extra-elderly
"Alexandria city, Virginia",440.0,295.0,96.0,05000US51510,51,510,D,Renter,No,30.1-50% AMI,Non-elderly
"Alexandria city, Virginia",3480.0,515.0,97.0,05000US51510,51,510,S,Renter,No,50.1-80% AMI,All
"Alexandria city, Virginia",240.0,125.0,98.0,05000US51510,51,510,D,Renter,No,50.1-80% AMI,Elderly
"Alexandria city, Virginia",100.0,89.0,99.0,05000US51510,51,510,D,Renter,No,50.1-80% AMI,Extra-elderly
"Alexandria city, Virginia",3140.0,514.0,100.0,05000US51510,51,510,D,Renter,No,50.1-80% AMI,Non-elderly
"Alexandria city, Virginia",2570.0,484.0,101.0,05000US51510,51,510,S,Renter,No,80.1-95% AMI,All
"Alexandria city, Virginia",155.0,137.0,102.0,05000US51510,51,510,D,Renter,No,80.1-95% AMI,Elderly
"Alexandria city, Virginia",80.0,131.0,103.0,05000US51510,51,510,D,Renter,No,80.1-95% AMI,Extra-elderly
"Alexandria city, Virginia",2335.0,442.0,104.0,05000US51510,51,510,D,Renter,No,80.1-95% AMI,Non-elderly
"Alexandria city, Virginia",11035.0,989.0,105.0,05000US51510,51,510,S,Renter,No,95.1% AMI and above,All
"Alexandria city, Virginia",730.0,220.0,106.0,05000US51510,51,510,D,Renter,No,95.1% AMI and above,Elderly
"Alexandria city, Virginia",165.0,110.0,107.0,05000US51510,51,510,D,Renter,No,95.1% AMI and above,Extra-elderly
"Alexandria city, Virginia",10140.0,949.0,108.0,05000US51510,51,510,D,Renter,No,95.1% AMI and above,Non-elderly
"Alexandria city, Virginia",1020.0,303.0,109.0,05000US51510,51,510,S,Renter,N/A,All,All
