name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Elderly_Status
"Frederick County, Virginia",26545.0,470.0,1.0,05000US51069,51,069,T,All,All,All,All
"Frederick County, Virginia",20985.0,674.0,2.0,05000US51069,51,069,S,Owner,All,All,All
"Frederick County, Virginia",5775.0,622.0,3.0,05000US51069,51,069,S,Owner,yes,All,All
"Frederick County, Virginia",975.0,288.0,4.0,05000US51069,51,069,S,Owner,yes,30% AMI or less,All
"Frederick County, Virginia",190.0,135.0,5.0,05000US51069,51,069,D,Owner,yes,30% AMI or less,Elderly
"Frederick County, Virginia",165.0,79.0,6.0,05000US51069,51,069,D,Owner,yes,30% AMI or less,Extra-elderly
"Frederick County, Virginia",615.0,254.0,7.0,05000US51069,51,069,D,Owner,yes,30% AMI or less,Non-elderly
"Frederick County, Virginia",710.0,294.0,8.0,05000US51069,51,069,S,Owner,yes,30.1-50% AMI,All
"Frederick County, Virginia",140.0,90.0,9.0,05000US51069,51,069,D,Owner,yes,30.1-50% AMI,Elderly
"Frederick County, Virginia",180.0,102.0,10.0,05000US51069,51,069,D,Owner,yes,30.1-50% AMI,Extra-elderly
"Frederick County, Virginia",395.0,250.0,11.0,05000US51069,51,069,D,Owner,yes,30.1-50% AMI,Non-elderly
"Frederick County, Virginia",1125.0,302.0,12.0,05000US51069,51,069,S,Owner,yes,50.1-80% AMI,All
"Frederick County, Virginia",195.0,113.0,13.0,05000US51069,51,069,D,Owner,yes,50.1-80% AMI,Elderly
"Frederick County, Virginia",55.0,55.0,14.0,05000US51069,51,069,D,Owner,yes,50.1-80% AMI,Extra-elderly
"Frederick County, Virginia",875.0,268.0,15.0,05000US51069,51,069,D,Owner,yes,50.1-80% AMI,Non-elderly
"Frederick County, Virginia",960.0,323.0,16.0,05000US51069,51,069,S,Owner,yes,80.1-95% AMI,All
"Frederick County, Virginia",115.0,75.0,17.0,05000US51069,51,069,D,Owner,yes,80.1-95% AMI,Elderly
"Frederick County, Virginia",70.0,58.0,18.0,05000US51069,51,069,D,Owner,yes,80.1-95% AMI,Extra-elderly
"Frederick County, Virginia",775.0,299.0,19.0,05000US51069,51,069,D,Owner,yes,80.1-95% AMI,Non-elderly
"Frederick County, Virginia",2005.0,276.0,20.0,05000US51069,51,069,S,Owner,yes,95.1% AMI and above,All
"Frederick County, Virginia",120.0,74.0,21.0,05000US51069,51,069,D,Owner,yes,95.1% AMI and above,Elderly
"Frederick County, Virginia",100.0,69.0,22.0,05000US51069,51,069,D,Owner,yes,95.1% AMI and above,Extra-elderly
"Frederick County, Virginia",1785.0,291.0,23.0,05000US51069,51,069,D,Owner,yes,95.1% AMI and above,Non-elderly
"Frederick County, Virginia",15165.0,659.0,24.0,05000US51069,51,069,S,Owner,no,All,All
"Frederick County, Virginia",165.0,105.0,25.0,05000US51069,51,069,S,Owner,no,30% AMI or less,All
"Frederick County, Virginia",35.0,43.0,26.0,05000US51069,51,069,D,Owner,no,30% AMI or less,Elderly
"Frederick County, Virginia",90.0,79.0,27.0,05000US51069,51,069,D,Owner,no,30% AMI or less,Extra-elderly
"Frederick County, Virginia",40.0,48.0,28.0,05000US51069,51,069,D,Owner,no,30% AMI or less,Non-elderly
"Frederick County, Virginia",865.0,228.0,29.0,05000US51069,51,069,S,Owner,no,30.1-50% AMI,All
"Frederick County, Virginia",195.0,93.0,30.0,05000US51069,51,069,D,Owner,no,30.1-50% AMI,Elderly
"Frederick County, Virginia",430.0,180.0,31.0,05000US51069,51,069,D,Owner,no,30.1-50% AMI,Extra-elderly
"Frederick County, Virginia",245.0,124.0,32.0,05000US51069,51,069,D,Owner,no,30.1-50% AMI,Non-elderly
"Frederick County, Virginia",1765.0,316.0,33.0,05000US51069,51,069,S,Owner,no,50.1-80% AMI,All
"Frederick County, Virginia",625.0,186.0,34.0,05000US51069,51,069,D,Owner,no,50.1-80% AMI,Elderly
"Frederick County, Virginia",400.0,147.0,35.0,05000US51069,51,069,D,Owner,no,50.1-80% AMI,Extra-elderly
"Frederick County, Virginia",740.0,226.0,36.0,05000US51069,51,069,D,Owner,no,50.1-80% AMI,Non-elderly
"Frederick County, Virginia",870.0,230.0,37.0,05000US51069,51,069,S,Owner,no,80.1-95% AMI,All
"Frederick County, Virginia",230.0,107.0,38.0,05000US51069,51,069,D,Owner,no,80.1-95% AMI,Elderly
"Frederick County, Virginia",55.0,53.0,39.0,05000US51069,51,069,D,Owner,no,80.1-95% AMI,Extra-elderly
"Frederick County, Virginia",585.0,200.0,40.0,05000US51069,51,069,D,Owner,no,80.1-95% AMI,Non-elderly
"Frederick County, Virginia",11490.0,644.0,41.0,05000US51069,51,069,S,Owner,no,95.1% AMI and above,All
"Frederick County, Virginia",1975.0,261.0,42.0,05000US51069,51,069,D,Owner,no,95.1% AMI and above,Elderly
"Frederick County, Virginia",665.0,166.0,43.0,05000US51069,51,069,D,Owner,no,95.1% AMI and above,Extra-elderly
"Frederick County, Virginia",8855.0,584.0,44.0,05000US51069,51,069,D,Owner,no,95.1% AMI and above,Non-elderly
