name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Elderly_Status
"Chesapeake city, Virginia",77810.0,623.0,1.0,05000US51550,51,550,T,All,All,All,All
"Chesapeake city, Virginia",58470.0,986.0,2.0,05000US51550,51,550,S,Owner,All,All,All
"Chesapeake city, Virginia",18730.0,1091.0,3.0,05000US51550,51,550,S,Owner,yes,All,All
"Chesapeake city, Virginia",2255.0,447.0,4.0,05000US51550,51,550,S,Owner,yes,30% AMI or less,All
"Chesapeake city, Virginia",430.0,175.0,5.0,05000US51550,51,550,D,Owner,yes,30% AMI or less,Elderly
"Chesapeake city, Virginia",695.0,251.0,6.0,05000US51550,51,550,D,Owner,yes,30% AMI or less,Extra-elderly
"Chesapeake city, Virginia",1125.0,337.0,7.0,05000US51550,51,550,D,Owner,yes,30% AMI or less,Non-elderly
"Chesapeake city, Virginia",2525.0,433.0,8.0,05000US51550,51,550,S,Owner,yes,30.1-50% AMI,All
"Chesapeake city, Virginia",620.0,253.0,9.0,05000US51550,51,550,D,Owner,yes,30.1-50% AMI,Elderly
"Chesapeake city, Virginia",495.0,200.0,10.0,05000US51550,51,550,D,Owner,yes,30.1-50% AMI,Extra-elderly
"Chesapeake city, Virginia",1405.0,317.0,11.0,05000US51550,51,550,D,Owner,yes,30.1-50% AMI,Non-elderly
"Chesapeake city, Virginia",4420.0,643.0,12.0,05000US51550,51,550,S,Owner,yes,50.1-80% AMI,All
"Chesapeake city, Virginia",845.0,265.0,13.0,05000US51550,51,550,D,Owner,yes,50.1-80% AMI,Elderly
"Chesapeake city, Virginia",435.0,148.0,14.0,05000US51550,51,550,D,Owner,yes,50.1-80% AMI,Extra-elderly
"Chesapeake city, Virginia",3140.0,567.0,15.0,05000US51550,51,550,D,Owner,yes,50.1-80% AMI,Non-elderly
"Chesapeake city, Virginia",1895.0,385.0,16.0,05000US51550,51,550,S,Owner,yes,80.1-95% AMI,All
"Chesapeake city, Virginia",270.0,137.0,17.0,05000US51550,51,550,D,Owner,yes,80.1-95% AMI,Elderly
"Chesapeake city, Virginia",65.0,57.0,18.0,05000US51550,51,550,D,Owner,yes,80.1-95% AMI,Extra-elderly
"Chesapeake city, Virginia",1555.0,330.0,19.0,05000US51550,51,550,D,Owner,yes,80.1-95% AMI,Non-elderly
"Chesapeake city, Virginia",7640.0,786.0,20.0,05000US51550,51,550,S,Owner,yes,95.1% AMI and above,All
"Chesapeake city, Virginia",990.0,296.0,21.0,05000US51550,51,550,D,Owner,yes,95.1% AMI and above,Elderly
"Chesapeake city, Virginia",220.0,124.0,22.0,05000US51550,51,550,D,Owner,yes,95.1% AMI and above,Extra-elderly
"Chesapeake city, Virginia",6430.0,698.0,23.0,05000US51550,51,550,D,Owner,yes,95.1% AMI and above,Non-elderly
"Chesapeake city, Virginia",39525.0,1183.0,24.0,05000US51550,51,550,S,Owner,no,All,All
"Chesapeake city, Virginia",280.0,167.0,25.0,05000US51550,51,550,S,Owner,no,30% AMI or less,All
"Chesapeake city, Virginia",120.0,123.0,26.0,05000US51550,51,550,D,Owner,no,30% AMI or less,Elderly
"Chesapeake city, Virginia",50.0,52.0,27.0,05000US51550,51,550,D,Owner,no,30% AMI or less,Extra-elderly
"Chesapeake city, Virginia",105.0,109.0,28.0,05000US51550,51,550,D,Owner,no,30% AMI or less,Non-elderly
"Chesapeake city, Virginia",1155.0,269.0,29.0,05000US51550,51,550,S,Owner,no,30.1-50% AMI,All
"Chesapeake city, Virginia",490.0,216.0,30.0,05000US51550,51,550,D,Owner,no,30.1-50% AMI,Elderly
"Chesapeake city, Virginia",445.0,145.0,31.0,05000US51550,51,550,D,Owner,no,30.1-50% AMI,Extra-elderly
"Chesapeake city, Virginia",220.0,133.0,32.0,05000US51550,51,550,D,Owner,no,30.1-50% AMI,Non-elderly
"Chesapeake city, Virginia",3170.0,487.0,33.0,05000US51550,51,550,S,Owner,no,50.1-80% AMI,All
"Chesapeake city, Virginia",875.0,269.0,34.0,05000US51550,51,550,D,Owner,no,50.1-80% AMI,Elderly
"Chesapeake city, Virginia",885.0,224.0,35.0,05000US51550,51,550,D,Owner,no,50.1-80% AMI,Extra-elderly
"Chesapeake city, Virginia",1410.0,358.0,36.0,05000US51550,51,550,D,Owner,no,50.1-80% AMI,Non-elderly
"Chesapeake city, Virginia",2440.0,487.0,37.0,05000US51550,51,550,S,Owner,no,80.1-95% AMI,All
"Chesapeake city, Virginia",580.0,180.0,38.0,05000US51550,51,550,D,Owner,no,80.1-95% AMI,Elderly
