name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Elderly_Status
"Amherst County, Virginia",12730.0,370.0,1.0,05000US51009,51,009,T,All,All,All,All
"Amherst County, Virginia",9680.0,490.0,2.0,05000US51009,51,009,S,Owner,All,All,All
"Amherst County, Virginia",1655.0,311.0,3.0,05000US51009,51,009,S,Owner,yes,All,All
"Amherst County, Virginia",515.0,202.0,4.0,05000US51009,51,009,S,Owner,yes,30% AMI or less,All
"Amherst County, Virginia",95.0,69.0,5.0,05000US51009,51,009,D,Owner,yes,30% AMI or less,Elderly
"Amherst County, Virginia",185.0,108.0,6.0,05000US51009,51,009,D,Owner,yes,30% AMI or less,Extra-elderly
"Amherst County, Virginia",235.0,145.0,7.0,05000US51009,51,009,D,Owner,yes,30% AMI or less,Non-elderly
"Amherst County, Virginia",365.0,132.0,8.0,05000US51009,51,009,S,Owner,yes,30.1-50% AMI,All
"Amherst County, Virginia",35.0,36.0,9.0,05000US51009,51,009,D,Owner,yes,30.1-50% AMI,Elderly
"Amherst County, Virginia",50.0,63.0,10.0,05000US51009,51,009,D,Owner,yes,30.1-50% AMI,Extra-elderly
"Amherst County, Virginia",275.0,124.0,11.0,05000US51009,51,009,D,Owner,yes,30.1-50% AMI,Non-elderly
"Amherst County, Virginia",395.0,182.0,12.0,05000US51009,51,009,S,Owner,yes,50.1-80% AMI,All
"Amherst County, Virginia",125.0,94.0,13.0,05000US51009,51,009,D,Owner,yes,50.1-80% AMI,Elderly
"Amherst County, Virginia",0.0,161.0,14.0,05000US51009,51,009,D,Owner,yes,50.1-80% AMI,Extra-elderly
"Amherst County, Virginia",270.0,152.0,15.0,05000US51009,51,009,D,Owner,yes,50.1-80% AMI,Non-elderly
"Amherst County, Virginia",60.0,52.0,16.0,05000US51009,51,009,S,Owner,yes,80.1-95% AMI,All
"Amherst County, Virginia",20.0,35.0,17.0,05000US51009,51,009,D,Owner,yes,80.1-95% AMI,Elderly
