name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Elderly_Status
"Fredericksburg city, Virginia",8560.0,381.0,1.0,05000US51630,51,630,T,All,All,All,All
"Fredericksburg city, Virginia",3215.0,371.0,2.0,05000US51630,51,630,S,Owner,All,All,All
"Fredericksburg city, Virginia",680.0,239.0,3.0,05000US51630,51,630,S,Owner,yes,All,All
"Fredericksburg city, Virginia",235.0,140.0,4.0,05000US51630,51,630,S,Owner,yes,30% AMI or less,All
"Fredericksburg city, Virginia",60.0,70.0,5.0,05000US51630,51,630,D,Owner,yes,30% AMI or less,Elderly
"Fredericksburg city, Virginia",135.0,103.0,6.0,05000US51630,51,630,D,Owner,yes,30% AMI or less,Extra-elderly
"Fredericksburg city, Virginia",35.0,45.0,7.0,05000US51630,51,630,D,Owner,yes,30% AMI or less,Non-elderly
"Fredericksburg city, Virginia",105.0,93.0,8.0,05000US51630,51,630,S,Owner,yes,30.1-50% AMI,All
"Fredericksburg city, Virginia",0.0,161.0,9.0,05000US51630,51,630,D,Owner,yes,30.1-50% AMI,Elderly
"Fredericksburg city, Virginia",30.0,59.0,10.0,05000US51630,51,630,D,Owner,yes,30.1-50% AMI,Extra-elderly
"Fredericksburg city, Virginia",75.0,69.0,11.0,05000US51630,51,630,D,Owner,yes,30.1-50% AMI,Non-elderly
"Fredericksburg city, Virginia",190.0,115.0,12.0,05000US51630,51,630,S,Owner,yes,50.1-80% AMI,All
"Fredericksburg city, Virginia",30.0,37.0,13.0,05000US51630,51,630,D,Owner,yes,50.1-80% AMI,Elderly
"Fredericksburg city, Virginia",30.0,39.0,14.0,05000US51630,51,630,D,Owner,yes,50.1-80% AMI,Extra-elderly
"Fredericksburg city, Virginia",130.0,108.0,15.0,05000US51630,51,630,D,Owner,yes,50.1-80% AMI,Non-elderly
"Fredericksburg city, Virginia",90.0,85.0,16.0,05000US51630,51,630,S,Owner,yes,80.1-95% AMI,All
"Fredericksburg city, Virginia",30.0,51.0,17.0,05000US51630,51,630,D,Owner,yes,80.1-95% AMI,Elderly
"Fredericksburg city, Virginia",0.0,161.0,18.0,05000US51630,51,630,D,Owner,yes,80.1-95% AMI,Extra-elderly
"Fredericksburg city, Virginia",60.0,69.0,19.0,05000US51630,51,630,D,Owner,yes,80.1-95% AMI,Non-elderly
"Fredericksburg city, Virginia",60.0,51.0,20.0,05000US51630,51,630,S,Owner,yes,95.1% AMI and above,All
"Fredericksburg city, Virginia",0.0,161.0,21.0,05000US51630,51,630,D,Owner,yes,95.1% AMI and above,Elderly
"Fredericksburg city, Virginia",0.0,161.0,22.0,05000US51630,51,630,D,Owner,yes,95.1% AMI and above,Extra-elderly
"Fredericksburg city, Virginia",60.0,51.0,23.0,05000US51630,51,630,D,Owner,yes,95.1% AMI and above,Non-elderly
"Fredericksburg city, Virginia",2535.0,382.0,24.0,05000US51630,51,630,S,Owner,no,All,All
"Fredericksburg city, Virginia",100.0,82.0,25.0,05000US51630,51,630,S,Owner,no,30% AMI or less,All
"Fredericksburg city, Virginia",0.0,161.0,26.0,05000US51630,51,630,D,Owner,no,30% AMI or less,Elderly
"Fredericksburg city, Virginia",80.0,77.0,27.0,05000US51630,51,630,D,Owner,no,30% AMI or less,Extra-elderly
"Fredericksburg city, Virginia",20.0,34.0,28.0,05000US51630,51,630,D,Owner,no,30% AMI or less,Non-elderly
"Fredericksburg city, Virginia",290.0,157.0,29.0,05000US51630,51,630,S,Owner,no,30.1-50% AMI,All
"Fredericksburg city, Virginia",25.0,49.0,30.0,05000US51630,51,630,D,Owner,no,30.1-50% AMI,Elderly
"Fredericksburg city, Virginia",175.0,129.0,31.0,05000US51630,51,630,D,Owner,no,30.1-50% AMI,Extra-elderly
"Fredericksburg city, Virginia",85.0,74.0,32.0,05000US51630,51,630,D,Owner,no,30.1-50% AMI,Non-elderly
"Fredericksburg city, Virginia",465.0,190.0,33.0,05000US51630,51,630,S,Owner,no,50.1-80% AMI,All
"Fredericksburg city, Virginia",120.0,107.0,34.0,05000US51630,51,630,D,Owner,no,50.1-80% AMI,Elderly
"Fredericksburg city, Virginia",125.0,100.0,35.0,05000US51630,51,630,D,Owner,no,50.1-80% AMI,Extra-elderly
"Fredericksburg city, Virginia",220.0,115.0,36.0,05000US51630,51,630,D,Owner,no,50.1-80% AMI,Non-elderly
"Fredericksburg city, Virginia",290.0,148.0,37.0,05000US51630,51,630,S,Owner,no,80.1-95% AMI,All
