name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Housing_Problems,Household_Income,Elderly_Status
"Tazewell County, Virginia",17755.0,507.0,1.0,05000US51185,51,185,T,All,All,All,All
"Tazewell County, Virginia",13110.0,549.0,2.0,05000US51185,51,185,S,Owner,All,All,All
"Tazewell County, Virginia",1900.0,326.0,3.0,05000US51185,51,185,S,Owner,yes,All,All
"Tazewell County, Virginia",690.0,214.0,4.0,05000US51185,51,185,S,Owner,yes,30% AMI or less,All
"Tazewell County, Virginia",120.0,79.0,5.0,05000US51185,51,185,D,Owner,yes,30% AMI or less,Elderly
"Tazewell County, Virginia",100.0,77.0,6.0,05000US51185,51,185,D,Owner,yes,30% AMI or less,Extra-elderly
"Tazewell County, Virginia",470.0,169.0,7.0,05000US51185,51,185,D,Owner,yes,30% AMI or less,Non-elderly
"Tazewell County, Virginia",540.0,197.0,8.0,05000US51185,51,185,S,Owner,yes,30.1-50% AMI,All
"Tazewell County, Virginia",220.0,119.0,9.0,05000US51185,51,185,D,Owner,yes,30.1-50% AMI,Elderly
"Tazewell County, Virginia",115.0,99.0,10.0,05000US51185,51,185,D,Owner,yes,30.1-50% AMI,Extra-elderly
"Tazewell County, Virginia",205.0,100.0,11.0,05000US51185,51,185,D,Owner,yes,30.1-50% AMI,Non-elderly
"Tazewell County, Virginia",310.0,145.0,12.0,05000US51185,51,185,S,Owner,yes,50.1-80% AMI,All
"Tazewell County, Virginia",50.0,40.0,13.0,05000US51185,51,185,D,Owner,yes,50.1-80% AMI,Elderly
"Tazewell County, Virginia",55.0,50.0,14.0,05000US51185,51,185,D,Owner,yes,50.1-80% AMI,Extra-elderly
"Tazewell County, Virginia",210.0,129.0,15.0,05000US51185,51,185,D,Owner,yes,50.1-80% AMI,Non-elderly
"Tazewell County, Virginia",70.0,64.0,16.0,05000US51185,51,185,S,Owner,yes,80.1-95% AMI,All
"Tazewell County, Virginia",25.0,28.0,17.0,05000US51185,51,185,D,Owner,yes,80.1-95% AMI,Elderly
"Tazewell County, Virginia",0.0,161.0,18.0,05000US51185,51,185,D,Owner,yes,80.1-95% AMI,Extra-elderly
"Tazewell County, Virginia",45.0,60.0,19.0,05000US51185,51,185,D,Owner,yes,80.1-95% AMI,Non-elderly
"Tazewell County, Virginia",290.0,151.0,20.0,05000US51185,51,185,S,Owner,yes,95.1% AMI and above,All
"Tazewell County, Virginia",60.0,61.0,21.0,05000US51185,51,185,D,Owner,yes,95.1% AMI and above,Elderly
"Tazewell County, Virginia",0.0,161.0,22.0,05000US51185,51,185,D,Owner,yes,95.1% AMI and above,Extra-elderly
"Tazewell County, Virginia",230.0,134.0,23.0,05000US51185,51,185,D,Owner,yes,95.1% AMI and above,Non-elderly
"Tazewell County, Virginia",11090.0,579.0,24.0,05000US51185,51,185,S,Owner,no,All,All
"Tazewell County, Virginia",665.0,203.0,25.0,05000US51185,51,185,S,Owner,no,30% AMI or less,All
