name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Race,Cost_Burden
"Campbell County, Virginia",21800.0,371.0,1.0,05000US51031,51,031,T,All,All,All
"Campbell County, Virginia",16340.0,650.0,2.0,05000US51031,51,031,S,Owner,All,All
"Campbell County, Virginia",14355.0,567.0,3.0,05000US51031,51,031,S,Owner,White,All
"Campbell County, Virginia",12265.0,634.0,4.0,05000US51031,51,031,D,Owner,White,No cost burden
"Campbell County, Virginia",1255.0,320.0,5.0,05000US51031,51,031,D,Owner,White,Moderate cost burden
"Campbell County, Virginia",785.0,244.0,6.0,05000US51031,51,031,D,Owner,White,Severe cost burden
"Campbell County, Virginia",55.0,53.0,7.0,05000US51031,51,031,D,Owner,White,N/A
"Campbell County, Virginia",1725.0,259.0,8.0,05000US51031,51,031,S,Owner,Black,All
"Campbell County, Virginia",1365.0,234.0,9.0,05000US51031,51,031,D,Owner,Black,No cost burden
"Campbell County, Virginia",150.0,107.0,10.0,05000US51031,51,031,D,Owner,Black,Moderate cost burden
"Campbell County, Virginia",210.0,111.0,11.0,05000US51031,51,031,D,Owner,Black,Severe cost burden
"Campbell County, Virginia",0.0,161.0,12.0,05000US51031,51,031,D,Owner,Black,N/A
"Campbell County, Virginia",35.0,63.0,13.0,05000US51031,51,031,S,Owner,Asian,All
"Campbell County, Virginia",35.0,63.0,14.0,05000US51031,51,031,D,Owner,Asian,No cost burden
"Campbell County, Virginia",0.0,161.0,15.0,05000US51031,51,031,D,Owner,Asian,Moderate cost burden
"Campbell County, Virginia",0.0,161.0,16.0,05000US51031,51,031,D,Owner,Asian,Severe cost burden
"Campbell County, Virginia",0.0,161.0,17.0,05000US51031,51,031,D,Owner,Asian,N/A
"Campbell County, Virginia",55.0,65.0,18.0,05000US51031,51,031,S,Owner,American Indian,All
"Campbell County, Virginia",55.0,65.0,19.0,05000US51031,51,031,D,Owner,American Indian,No cost burden
"Campbell County, Virginia",0.0,161.0,20.0,05000US51031,51,031,D,Owner,American Indian,Moderate cost burden
"Campbell County, Virginia",0.0,161.0,21.0,05000US51031,51,031,D,Owner,American Indian,Severe cost burden
"Campbell County, Virginia",0.0,161.0,22.0,05000US51031,51,031,D,Owner,American Indian,N/A
"Campbell County, Virginia",0.0,161.0,23.0,05000US51031,51,031,S,Owner,Pacific Islander,All
"Campbell County, Virginia",0.0,161.0,24.0,05000US51031,51,031,D,Owner,Pacific Islander,No cost burden
"Campbell County, Virginia",0.0,161.0,25.0,05000US51031,51,031,D,Owner,Pacific Islander,Moderate cost burden
"Campbell County, Virginia",0.0,161.0,26.0,05000US51031,51,031,D,Owner,Pacific Islander,Severe cost burden
"Campbell County, Virginia",0.0,161.0,27.0,05000US51031,51,031,D,Owner,Pacific Islander,N/A
"Campbell County, Virginia",35.0,68.0,28.0,05000US51031,51,031,S,Owner,Hispanic,All
"Campbell County, Virginia",0.0,161.0,29.0,05000US51031,51,031,D,Owner,Hispanic,No cost burden
"Campbell County, Virginia",35.0,68.0,30.0,05000US51031,51,031,D,Owner,Hispanic,Moderate cost burden
"Campbell County, Virginia",0.0,161.0,31.0,05000US51031,51,031,D,Owner,Hispanic,Severe cost burden
"Campbell County, Virginia",0.0,161.0,32.0,05000US51031,51,031,D,Owner,Hispanic,N/A
"Campbell County, Virginia",135.0,75.0,33.0,05000US51031,51,031,S,Owner,Other,All
"Campbell County, Virginia",80.0,53.0,34.0,05000US51031,51,031,D,Owner,Other,No cost burden
"Campbell County, Virginia",20.0,33.0,35.0,05000US51031,51,031,D,Owner,Other,Moderate cost burden
"Campbell County, Virginia",35.0,49.0,36.0,05000US51031,51,031,D,Owner,Other,Severe cost burden
"Campbell County, Virginia",0.0,161.0,37.0,05000US51031,51,031,D,Owner,Other,N/A
"Campbell County, Virginia",5465.0,585.0,38.0,05000US51031,51,031,S,Renter,All,All
"Campbell County, Virginia",3970.0,516.0,39.0,05000US51031,51,031,S,Renter,White,All
"Campbell County, Virginia",2175.0,450.0,40.0,05000US51031,51,031,D,Renter,White,No cost burden
"Campbell County, Virginia",615.0,310.0,41.0,05000US51031,51,031,D,Renter,White,Moderate cost burden
"Campbell County, Virginia",620.0,237.0,42.0,05000US51031,51,031,D,Renter,White,Severe cost burden
"Campbell County, Virginia",560.0,225.0,43.0,05000US51031,51,031,D,Renter,White,N/A
"Campbell County, Virginia",910.0,216.0,44.0,05000US51031,51,031,S,Renter,Black,All
"Campbell County, Virginia",550.0,189.0,45.0,05000US51031,51,031,D,Renter,Black,No cost burden
"Campbell County, Virginia",165.0,95.0,46.0,05000US51031,51,031,D,Renter,Black,Moderate cost burden
"Campbell County, Virginia",115.0,73.0,47.0,05000US51031,51,031,D,Renter,Black,Severe cost burden
"Campbell County, Virginia",75.0,63.0,48.0,05000US51031,51,031,D,Renter,Black,N/A
"Campbell County, Virginia",255.0,156.0,49.0,05000US51031,51,031,S,Renter,Asian,All
"Campbell County, Virginia",95.0,104.0,50.0,05000US51031,51,031,D,Renter,Asian,No cost burden
"Campbell County, Virginia",35.0,62.0,51.0,05000US51031,51,031,D,Renter,Asian,Moderate cost burden
"Campbell County, Virginia",120.0,163.0,52.0,05000US51031,51,031,D,Renter,Asian,Severe cost burden
"Campbell County, Virginia",0.0,161.0,53.0,05000US51031,51,031,D,Renter,Asian,N/A
"Campbell County, Virginia",0.0,161.0,54.0,05000US51031,51,031,S,Renter,American Indian,All
"Campbell County, Virginia",0.0,161.0,55.0,05000US51031,51,031,D,Renter,American Indian,No cost burden
"Campbell County, Virginia",0.0,161.0,56.0,05000US51031,51,031,D,Renter,American Indian,Moderate cost burden
"Campbell County, Virginia",0.0,161.0,57.0,05000US51031,51,031,D,Renter,American Indian,Severe cost burden
"Campbell County, Virginia",0.0,161.0,58.0,05000US51031,51,031,D,Renter,American Indian,N/A
"Campbell County, Virginia",0.0,161.0,59.0,05000US51031,51,031,S,Renter,Pacific Islander,All
"Campbell County, Virginia",0.0,161.0,60.0,05000US51031,51,031,D,Renter,Pacific Islander,No cost burden
"Campbell County, Virginia",0.0,161.0,61.0,05000US51031,51,031,D,Renter,Pacific Islander,Moderate cost burden
"Campbell County, Virginia",0.0,161.0,62.0,05000US51031,51,031,D,Renter,Pacific Islander,Severe cost burden
"Campbell County, Virginia",0.0,161.0,63.0,05000US51031,51,031,D,Renter,Pacific Islander,N/A
"Campbell County, Virginia",200.0,154.0,64.0,05000US51031,51,031,S,Renter,Hispanic,All
"Campbell County, Virginia",110.0,178.0,65.0,05000US51031,51,031,D,Renter,Hispanic,No cost burden
"Campbell County, Virginia",85.0,71.0,66.0,05000US51031,51,031,D,Renter,Hispanic,Moderate cost burden
"Campbell County, Virginia",0.0,161.0,67.0,05000US51031,51,031,D,Renter,Hispanic,Severe cost burden
"Campbell County, Virginia",0.0,161.0,68.0,05000US51031,51,031,D,Renter,Hispanic,N/A
"Campbell County, Virginia",130.0,114.0,69.0,05000US51031,51,031,S,Renter,Other,All
"Campbell County, Virginia",30.0,50.0,70.0,05000US51031,51,031,D,Renter,Other,No cost burden
"Campbell County, Virginia",0.0,161.0,71.0,05000US51031,51,031,D,Renter,Other,Moderate cost burden
"Campbell County, Virginia",100.0,104.0,72.0,05000US51031,51,031,D,Renter,Other,Severe cost burden
"Campbell County, Virginia",0.0,161.0,73.0,05000US51031,51,031,D,Renter,Other,N/A
