name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Race,Cost_Burden
"Warren County, Virginia",13470.0,396.0,1.0,05000US51187,51,187,T,All,All,All
"Warren County, Virginia",10370.0,453.0,2.0,05000US51187,51,187,S,Owner,All,All
"Warren County, Virginia",9570.0,449.0,3.0,05000US51187,51,187,S,Owner,White,All
"Warren County, Virginia",7180.0,458.0,4.0,05000US51187,51,187,D,Owner,White,No cost burden
"Warren County, Virginia",1580.0,312.0,5.0,05000US51187,51,187,D,Owner,White,Moderate cost burden
"Warren County, Virginia",735.0,265.0,6.0,05000US51187,51,187,D,Owner,White,Severe cost burden
"Warren County, Virginia",75.0,112.0,7.0,05000US51187,51,187,D,Owner,White,N/A
"Warren County, Virginia",425.0,127.0,8.0,05000US51187,51,187,S,Owner,Black,All
"Warren County, Virginia",230.0,100.0,9.0,05000US51187,51,187,D,Owner,Black,No cost burden
"Warren County, Virginia",135.0,93.0,10.0,05000US51187,51,187,D,Owner,Black,Moderate cost burden
"Warren County, Virginia",60.0,66.0,11.0,05000US51187,51,187,D,Owner,Black,Severe cost burden
"Warren County, Virginia",0.0,161.0,12.0,05000US51187,51,187,D,Owner,Black,N/A
"Warren County, Virginia",80.0,93.0,13.0,05000US51187,51,187,S,Owner,Asian,All
"Warren County, Virginia",50.0,69.0,14.0,05000US51187,51,187,D,Owner,Asian,No cost burden
"Warren County, Virginia",30.0,53.0,15.0,05000US51187,51,187,D,Owner,Asian,Moderate cost burden
"Warren County, Virginia",0.0,161.0,16.0,05000US51187,51,187,D,Owner,Asian,Severe cost burden
"Warren County, Virginia",0.0,161.0,17.0,05000US51187,51,187,D,Owner,Asian,N/A
"Warren County, Virginia",55.0,59.0,18.0,05000US51187,51,187,S,Owner,American Indian,All
"Warren County, Virginia",55.0,59.0,19.0,05000US51187,51,187,D,Owner,American Indian,No cost burden
"Warren County, Virginia",0.0,161.0,20.0,05000US51187,51,187,D,Owner,American Indian,Moderate cost burden
"Warren County, Virginia",0.0,161.0,21.0,05000US51187,51,187,D,Owner,American Indian,Severe cost burden
"Warren County, Virginia",0.0,161.0,22.0,05000US51187,51,187,D,Owner,American Indian,N/A
"Warren County, Virginia",0.0,161.0,23.0,05000US51187,51,187,S,Owner,Pacific Islander,All
"Warren County, Virginia",0.0,161.0,24.0,05000US51187,51,187,D,Owner,Pacific Islander,No cost burden
"Warren County, Virginia",0.0,161.0,25.0,05000US51187,51,187,D,Owner,Pacific Islander,Moderate cost burden
"Warren County, Virginia",0.0,161.0,26.0,05000US51187,51,187,D,Owner,Pacific Islander,Severe cost burden
"Warren County, Virginia",0.0,161.0,27.0,05000US51187,51,187,D,Owner,Pacific Islander,N/A
"Warren County, Virginia",130.0,98.0,28.0,05000US51187,51,187,S,Owner,Hispanic,All
"Warren County, Virginia",75.0,72.0,29.0,05000US51187,51,187,D,Owner,Hispanic,No cost burden
"Warren County, Virginia",0.0,161.0,30.0,05000US51187,51,187,D,Owner,Hispanic,Moderate cost burden
"Warren County, Virginia",60.0,66.0,31.0,05000US51187,51,187,D,Owner,Hispanic,Severe cost burden
"Warren County, Virginia",0.0,161.0,32.0,05000US51187,51,187,D,Owner,Hispanic,N/A
"Warren County, Virginia",115.0,88.0,33.0,05000US51187,51,187,S,Owner,Other,All
"Warren County, Virginia",30.0,37.0,34.0,05000US51187,51,187,D,Owner,Other,No cost burden
"Warren County, Virginia",70.0,79.0,35.0,05000US51187,51,187,D,Owner,Other,Moderate cost burden
