name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Race,Cost_Burden
"Louisa County, Virginia",12785.0,436.0,1.0,05000US51109,51,109,T,All,All,All
"Louisa County, Virginia",9875.0,551.0,2.0,05000US51109,51,109,S,Owner,All,All
"Louisa County, Virginia",7945.0,519.0,3.0,05000US51109,51,109,S,Owner,White,All
"Louisa County, Virginia",5890.0,498.0,4.0,05000US51109,51,109,D,Owner,White,No cost burden
"Louisa County, Virginia",1255.0,319.0,5.0,05000US51109,51,109,D,Owner,White,Moderate cost burden
"Louisa County, Virginia",770.0,239.0,6.0,05000US51109,51,109,D,Owner,White,Severe cost burden
"Louisa County, Virginia",30.0,48.0,7.0,05000US51109,51,109,D,Owner,White,N/A
"Louisa County, Virginia",1705.0,275.0,8.0,05000US51109,51,109,S,Owner,Black,All
"Louisa County, Virginia",820.0,327.0,9.0,05000US51109,51,109,D,Owner,Black,No cost burden
"Louisa County, Virginia",535.0,207.0,10.0,05000US51109,51,109,D,Owner,Black,Moderate cost burden
"Louisa County, Virginia",350.0,224.0,11.0,05000US51109,51,109,D,Owner,Black,Severe cost burden
"Louisa County, Virginia",0.0,161.0,12.0,05000US51109,51,109,D,Owner,Black,N/A
"Louisa County, Virginia",15.0,26.0,13.0,05000US51109,51,109,S,Owner,Asian,All
"Louisa County, Virginia",10.0,29.0,14.0,05000US51109,51,109,D,Owner,Asian,No cost burden
"Louisa County, Virginia",4.0,5.0,15.0,05000US51109,51,109,D,Owner,Asian,Moderate cost burden
"Louisa County, Virginia",0.0,161.0,16.0,05000US51109,51,109,D,Owner,Asian,Severe cost burden
"Louisa County, Virginia",0.0,161.0,17.0,05000US51109,51,109,D,Owner,Asian,N/A
"Louisa County, Virginia",40.0,64.0,18.0,05000US51109,51,109,S,Owner,American Indian,All
"Louisa County, Virginia",0.0,161.0,19.0,05000US51109,51,109,D,Owner,American Indian,No cost burden
"Louisa County, Virginia",40.0,64.0,20.0,05000US51109,51,109,D,Owner,American Indian,Moderate cost burden
"Louisa County, Virginia",0.0,161.0,21.0,05000US51109,51,109,D,Owner,American Indian,Severe cost burden
"Louisa County, Virginia",0.0,161.0,22.0,05000US51109,51,109,D,Owner,American Indian,N/A
