name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Race,Cost_Burden
"Orange County, Virginia",12115.0,426.0,1.0,05000US51137,51,137,T,All,All,All
"Orange County, Virginia",9185.0,458.0,2.0,05000US51137,51,137,S,Owner,All,All
"Orange County, Virginia",8180.0,463.0,3.0,05000US51137,51,137,S,Owner,White,All
"Orange County, Virginia",5865.0,585.0,4.0,05000US51137,51,137,D,Owner,White,No cost burden
"Orange County, Virginia",1420.0,311.0,5.0,05000US51137,51,137,D,Owner,White,Moderate cost burden
"Orange County, Virginia",735.0,255.0,6.0,05000US51137,51,137,D,Owner,White,Severe cost burden
"Orange County, Virginia",160.0,121.0,7.0,05000US51137,51,137,D,Owner,White,N/A
"Orange County, Virginia",765.0,262.0,8.0,05000US51137,51,137,S,Owner,Black,All
"Orange County, Virginia",345.0,183.0,9.0,05000US51137,51,137,D,Owner,Black,No cost burden
"Orange County, Virginia",355.0,248.0,10.0,05000US51137,51,137,D,Owner,Black,Moderate cost burden
"Orange County, Virginia",65.0,62.0,11.0,05000US51137,51,137,D,Owner,Black,Severe cost burden
"Orange County, Virginia",0.0,161.0,12.0,05000US51137,51,137,D,Owner,Black,N/A
"Orange County, Virginia",30.0,36.0,13.0,05000US51137,51,137,S,Owner,Asian,All
"Orange County, Virginia",0.0,161.0,14.0,05000US51137,51,137,D,Owner,Asian,No cost burden
"Orange County, Virginia",30.0,36.0,15.0,05000US51137,51,137,D,Owner,Asian,Moderate cost burden
"Orange County, Virginia",0.0,161.0,16.0,05000US51137,51,137,D,Owner,Asian,Severe cost burden
"Orange County, Virginia",0.0,161.0,17.0,05000US51137,51,137,D,Owner,Asian,N/A
"Orange County, Virginia",0.0,161.0,18.0,05000US51137,51,137,S,Owner,American Indian,All
"Orange County, Virginia",0.0,161.0,19.0,05000US51137,51,137,D,Owner,American Indian,No cost burden
"Orange County, Virginia",0.0,161.0,20.0,05000US51137,51,137,D,Owner,American Indian,Moderate cost burden
"Orange County, Virginia",0.0,161.0,21.0,05000US51137,51,137,D,Owner,American Indian,Severe cost burden
"Orange County, Virginia",0.0,161.0,22.0,05000US51137,51,137,D,Owner,American Indian,N/A
