name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Substandard_Housing,Affordability,Household_Income,Bedrooms
"Goochland County, Virginia",4180.0,401.0,1.0,05000US51075,51,075,T,All,All,All,All
"Goochland County, Virginia",0.0,161.0,2.0,05000US51075,51,075,S,Substandard,All,All,All
"Goochland County, Virginia",4180.0,401.0,3.0,05000US51075,51,075,S,Standard,All,All,All
"Goochland County, Virginia",295.0,127.0,4.0,05000US51075,51,075,S,Standard,VHUD50,All,All
"Goochland County, Virginia",25.0,45.0,5.0,05000US51075,51,075,S,Standard,VHUD50,30% AMI or less,All
"Goochland County, Virginia",0.0,161.0,6.0,05000US51075,51,075,D,Standard,VHUD50,30% AMI or less,0 or 1
"Goochland County, Virginia",0.0,161.0,7.0,05000US51075,51,075,D,Standard,VHUD50,30% AMI or less,2
"Goochland County, Virginia",25.0,45.0,8.0,05000US51075,51,075,D,Standard,VHUD50,30% AMI or less,3 or more
"Goochland County, Virginia",85.0,84.0,9.0,05000US51075,51,075,S,Standard,VHUD50,30.1-50% AMI,All
"Goochland County, Virginia",0.0,161.0,10.0,05000US51075,51,075,D,Standard,VHUD50,30.1-50% AMI,0 or 1
"Goochland County, Virginia",20.0,37.0,11.0,05000US51075,51,075,D,Standard,VHUD50,30.1-50% AMI,2
"Goochland County, Virginia",65.0,71.0,12.0,05000US51075,51,075,D,Standard,VHUD50,30.1-50% AMI,3 or more
"Goochland County, Virginia",60.0,44.0,13.0,05000US51075,51,075,S,Standard,VHUD50,50.1-80% AMI,All
"Goochland County, Virginia",0.0,161.0,14.0,05000US51075,51,075,D,Standard,VHUD50,50.1-80% AMI,0 or 1
"Goochland County, Virginia",0.0,161.0,15.0,05000US51075,51,075,D,Standard,VHUD50,50.1-80% AMI,2
"Goochland County, Virginia",60.0,44.0,16.0,05000US51075,51,075,D,Standard,VHUD50,50.1-80% AMI,3 or more
"Goochland County, Virginia",55.0,47.0,17.0,05000US51075,51,075,S,Standard,VHUD50,80.1-95% AMI,All
"Goochland County, Virginia",0.0,161.0,18.0,05000US51075,51,075,D,Standard,VHUD50,80.1-95% AMI,0 or 1
"Goochland County, Virginia",20.0,27.0,19.0,05000US51075,51,075,D,Standard,VHUD50,80.1-95% AMI,2
"Goochland County, Virginia",35.0,41.0,20.0,05000US51075,51,075,D,Standard,VHUD50,80.1-95% AMI,3 or more
"Goochland County, Virginia",65.0,54.0,21.0,05000US51075,51,075,S,Standard,VHUD50,95.1% AMI and above,All
"Goochland County, Virginia",0.0,161.0,22.0,05000US51075,51,075,D,Standard,VHUD50,95.1% AMI and above,0 or 1
"Goochland County, Virginia",15.0,20.0,23.0,05000US51075,51,075,D,Standard,VHUD50,95.1% AMI and above,2
"Goochland County, Virginia",50.0,50.0,24.0,05000US51075,51,075,D,Standard,VHUD50,95.1% AMI and above,3 or more
"Goochland County, Virginia",915.0,379.0,25.0,05000US51075,51,075,S,Standard,VHUD80,All,All
"Goochland County, Virginia",15.0,28.0,26.0,05000US51075,51,075,S,Standard,VHUD80,30% AMI or less,All
"Goochland County, Virginia",0.0,161.0,27.0,05000US51075,51,075,D,Standard,VHUD80,30% AMI or less,0 or 1
"Goochland County, Virginia",0.0,161.0,28.0,05000US51075,51,075,D,Standard,VHUD80,30% AMI or less,2
"Goochland County, Virginia",15.0,28.0,29.0,05000US51075,51,075,D,Standard,VHUD80,30% AMI or less,3 or more
"Goochland County, Virginia",60.0,59.0,30.0,05000US51075,51,075,S,Standard,VHUD80,30.1-50% AMI,All
"Goochland County, Virginia",0.0,161.0,31.0,05000US51075,51,075,D,Standard,VHUD80,30.1-50% AMI,0 or 1
"Goochland County, Virginia",0.0,161.0,32.0,05000US51075,51,075,D,Standard,VHUD80,30.1-50% AMI,2
"Goochland County, Virginia",60.0,59.0,33.0,05000US51075,51,075,D,Standard,VHUD80,30.1-50% AMI,3 or more
"Goochland County, Virginia",220.0,291.0,34.0,05000US51075,51,075,S,Standard,VHUD80,50.1-80% AMI,All
"Goochland County, Virginia",0.0,161.0,35.0,05000US51075,51,075,D,Standard,VHUD80,50.1-80% AMI,0 or 1
"Goochland County, Virginia",15.0,31.0,36.0,05000US51075,51,075,D,Standard,VHUD80,50.1-80% AMI,2
"Goochland County, Virginia",205.0,292.0,37.0,05000US51075,51,075,D,Standard,VHUD80,50.1-80% AMI,3 or more
"Goochland County, Virginia",225.0,320.0,38.0,05000US51075,51,075,S,Standard,VHUD80,80.1-95% AMI,All
"Goochland County, Virginia",0.0,161.0,39.0,05000US51075,51,075,D,Standard,VHUD80,80.1-95% AMI,0 or 1
"Goochland County, Virginia",10.0,15.0,40.0,05000US51075,51,075,D,Standard,VHUD80,80.1-95% AMI,2
"Goochland County, Virginia",215.0,322.0,41.0,05000US51075,51,075,D,Standard,VHUD80,80.1-95% AMI,3 or more
"Goochland County, Virginia",395.0,147.0,42.0,05000US51075,51,075,S,Standard,VHUD80,95.1% AMI and above,All
"Goochland County, Virginia",0.0,161.0,43.0,05000US51075,51,075,D,Standard,VHUD80,95.1% AMI and above,0 or 1
"Goochland County, Virginia",70.0,97.0,44.0,05000US51075,51,075,D,Standard,VHUD80,95.1% AMI and above,2
"Goochland County, Virginia",320.0,122.0,45.0,05000US51075,51,075,D,Standard,VHUD80,95.1% AMI and above,3 or more
"Goochland County, Virginia",695.0,212.0,46.0,05000US51075,51,075,S,Standard,VHUD100,All,All
"Goochland County, Virginia",4.0,11.0,47.0,05000US51075,51,075,S,Standard,VHUD100,30% AMI or less,All
"Goochland County, Virginia",0.0,161.0,48.0,05000US51075,51,075,D,Standard,VHUD100,30% AMI or less,0 or 1
"Goochland County, Virginia",0.0,161.0,49.0,05000US51075,51,075,D,Standard,VHUD100,30% AMI or less,2
"Goochland County, Virginia",4.0,11.0,50.0,05000US51075,51,075,D,Standard,VHUD100,30% AMI or less,3 or more
"Goochland County, Virginia",15.0,25.0,51.0,05000US51075,51,075,S,Standard,VHUD100,30.1-50% AMI,All
"Goochland County, Virginia",0.0,161.0,52.0,05000US51075,51,075,D,Standard,VHUD100,30.1-50% AMI,0 or 1
"Goochland County, Virginia",0.0,161.0,53.0,05000US51075,51,075,D,Standard,VHUD100,30.1-50% AMI,2
"Goochland County, Virginia",15.0,25.0,54.0,05000US51075,51,075,D,Standard,VHUD100,30.1-50% AMI,3 or more
"Goochland County, Virginia",45.0,52.0,55.0,05000US51075,51,075,S,Standard,VHUD100,50.1-80% AMI,All
"Goochland County, Virginia",0.0,161.0,56.0,05000US51075,51,075,D,Standard,VHUD100,50.1-80% AMI,0 or 1
"Goochland County, Virginia",0.0,161.0,57.0,05000US51075,51,075,D,Standard,VHUD100,50.1-80% AMI,2
"Goochland County, Virginia",45.0,52.0,58.0,05000US51075,51,075,D,Standard,VHUD100,50.1-80% AMI,3 or more
"Goochland County, Virginia",20.0,24.0,59.0,05000US51075,51,075,S,Standard,VHUD100,80.1-95% AMI,All
"Goochland County, Virginia",0.0,161.0,60.0,05000US51075,51,075,D,Standard,VHUD100,80.1-95% AMI,0 or 1
"Goochland County, Virginia",0.0,161.0,61.0,05000US51075,51,075,D,Standard,VHUD100,80.1-95% AMI,2
"Goochland County, Virginia",20.0,24.0,62.0,05000US51075,51,075,D,Standard,VHUD100,80.1-95% AMI,3 or more
"Goochland County, Virginia",605.0,205.0,63.0,05000US51075,51,075,S,Standard,VHUD100,95.1% AMI and above,All
"Goochland County, Virginia",0.0,161.0,64.0,05000US51075,51,075,D,Standard,VHUD100,95.1% AMI and above,0 or 1
"Goochland County, Virginia",15.0,27.0,65.0,05000US51075,51,075,D,Standard,VHUD100,95.1% AMI and above,2
"Goochland County, Virginia",595.0,206.0,66.0,05000US51075,51,075,D,Standard,VHUD100,95.1% AMI and above,3 or more
"Goochland County, Virginia",2280.0,325.0,67.0,05000US51075,51,075,S,Standard,Greater than VHUD100,All,All
"Goochland County, Virginia",65.0,59.0,68.0,05000US51075,51,075,S,Standard,Greater than VHUD100,30% AMI or less,All
"Goochland County, Virginia",0.0,161.0,69.0,05000US51075,51,075,D,Standard,Greater than VHUD100,30% AMI or less,0 or 1
"Goochland County, Virginia",15.0,24.0,70.0,05000US51075,51,075,D,Standard,Greater than VHUD100,30% AMI or less,2
"Goochland County, Virginia",55.0,51.0,71.0,05000US51075,51,075,D,Standard,Greater than VHUD100,30% AMI or less,3 or more
"Goochland County, Virginia",35.0,46.0,72.0,05000US51075,51,075,S,Standard,Greater than VHUD100,30.1-50% AMI,All
"Goochland County, Virginia",0.0,161.0,73.0,05000US51075,51,075,D,Standard,Greater than VHUD100,30.1-50% AMI,0 or 1
"Goochland County, Virginia",0.0,161.0,74.0,05000US51075,51,075,D,Standard,Greater than VHUD100,30.1-50% AMI,2
"Goochland County, Virginia",35.0,46.0,75.0,05000US51075,51,075,D,Standard,Greater than VHUD100,30.1-50% AMI,3 or more
"Goochland County, Virginia",135.0,76.0,76.0,05000US51075,51,075,S,Standard,Greater than VHUD100,50.1-80% AMI,All
"Goochland County, Virginia",0.0,161.0,77.0,05000US51075,51,075,D,Standard,Greater than VHUD100,50.1-80% AMI,0 or 1
"Goochland County, Virginia",15.0,25.0,78.0,05000US51075,51,075,D,Standard,Greater than VHUD100,50.1-80% AMI,2
"Goochland County, Virginia",120.0,73.0,79.0,05000US51075,51,075,D,Standard,Greater than VHUD100,50.1-80% AMI,3 or more
"Goochland County, Virginia",65.0,80.0,80.0,05000US51075,51,075,S,Standard,Greater than VHUD100,80.1-95% AMI,All
"Goochland County, Virginia",0.0,161.0,81.0,05000US51075,51,075,D,Standard,Greater than VHUD100,80.1-95% AMI,0 or 1
"Goochland County, Virginia",0.0,161.0,82.0,05000US51075,51,075,D,Standard,Greater than VHUD100,80.1-95% AMI,2
"Goochland County, Virginia",65.0,80.0,83.0,05000US51075,51,075,D,Standard,Greater than VHUD100,80.1-95% AMI,3 or more
"Goochland County, Virginia",1980.0,302.0,84.0,05000US51075,51,075,S,Standard,Greater than VHUD100,95.1% AMI and above,All
