name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Year_Structure_Built,Household_Income,Cost_Burden
"Manassas city, Virginia",11705.0,435.0,1.0,05000US51683,51,683,T,All,All,All,All
"Manassas city, Virginia",8160.0,518.0,2.0,05000US51683,51,683,S,Owner,All,All,All
"Manassas city, Virginia",700.0,158.0,3.0,05000US51683,51,683,S,Owner,2000+,All,All
"Manassas city, Virginia",35.0,42.0,4.0,05000US51683,51,683,S,Owner,2000+,<=50% AMI,All
"Manassas city, Virginia",0.0,161.0,5.0,05000US51683,51,683,D,Owner,2000+,<=50% AMI,No cost burden
"Manassas city, Virginia",0.0,161.0,6.0,05000US51683,51,683,D,Owner,2000+,<=50% AMI,Moderate cost burden
"Manassas city, Virginia",35.0,42.0,7.0,05000US51683,51,683,D,Owner,2000+,<=50% AMI,Severe cost burden
"Manassas city, Virginia",0.0,161.0,8.0,05000US51683,51,683,D,Owner,2000+,<=50% AMI,N/A
"Manassas city, Virginia",55.0,54.0,9.0,05000US51683,51,683,S,Owner,2000+,50.1-80% AMI,All
"Manassas city, Virginia",55.0,54.0,10.0,05000US51683,51,683,D,Owner,2000+,50.1-80% AMI,No cost burden
"Manassas city, Virginia",0.0,161.0,11.0,05000US51683,51,683,D,Owner,2000+,50.1-80% AMI,Moderate cost burden
"Manassas city, Virginia",0.0,161.0,12.0,05000US51683,51,683,D,Owner,2000+,50.1-80% AMI,Severe cost burden
"Manassas city, Virginia",0.0,161.0,13.0,05000US51683,51,683,D,Owner,2000+,50.1-80% AMI,N/A
"Manassas city, Virginia",250.0,123.0,14.0,05000US51683,51,683,S,Owner,2000+,80.1-120% AMI,All
"Manassas city, Virginia",75.0,66.0,15.0,05000US51683,51,683,D,Owner,2000+,80.1-120% AMI,No cost burden
"Manassas city, Virginia",140.0,96.0,16.0,05000US51683,51,683,D,Owner,2000+,80.1-120% AMI,Moderate cost burden
"Manassas city, Virginia",30.0,38.0,17.0,05000US51683,51,683,D,Owner,2000+,80.1-120% AMI,Severe cost burden
"Manassas city, Virginia",0.0,161.0,18.0,05000US51683,51,683,D,Owner,2000+,80.1-120% AMI,N/A
"Manassas city, Virginia",365.0,138.0,19.0,05000US51683,51,683,S,Owner,2000+,>120% AMI,All
"Manassas city, Virginia",350.0,141.0,20.0,05000US51683,51,683,D,Owner,2000+,>120% AMI,No cost burden
"Manassas city, Virginia",0.0,161.0,21.0,05000US51683,51,683,D,Owner,2000+,>120% AMI,Moderate cost burden
"Manassas city, Virginia",15.0,27.0,22.0,05000US51683,51,683,D,Owner,2000+,>120% AMI,Severe cost burden
"Manassas city, Virginia",0.0,161.0,23.0,05000US51683,51,683,D,Owner,2000+,>120% AMI,N/A
"Manassas city, Virginia",4385.0,442.0,24.0,05000US51683,51,683,S,Owner,1980 to 1999,All,All
"Manassas city, Virginia",505.0,216.0,25.0,05000US51683,51,683,S,Owner,1980 to 1999,<=50% AMI,All
