name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Year_Structure_Built,Household_Income,Cost_Burden
"Buchanan County, Virginia",9195.0,412.0,1.0,05000US51027,51,027,T,All,All,All,All
"Buchanan County, Virginia",7485.0,474.0,2.0,05000US51027,51,027,S,Owner,All,All,All
"Buchanan County, Virginia",495.0,189.0,3.0,05000US51027,51,027,S,Owner,2000+,All,All
"Buchanan County, Virginia",100.0,74.0,4.0,05000US51027,51,027,S,Owner,2000+,<=50% AMI,All
"Buchanan County, Virginia",40.0,43.0,5.0,05000US51027,51,027,D,Owner,2000+,<=50% AMI,No cost burden
"Buchanan County, Virginia",30.0,47.0,6.0,05000US51027,51,027,D,Owner,2000+,<=50% AMI,Moderate cost burden
"Buchanan County, Virginia",30.0,51.0,7.0,05000US51027,51,027,D,Owner,2000+,<=50% AMI,Severe cost burden
"Buchanan County, Virginia",0.0,161.0,8.0,05000US51027,51,027,D,Owner,2000+,<=50% AMI,N/A
"Buchanan County, Virginia",230.0,143.0,9.0,05000US51027,51,027,S,Owner,2000+,50.1-80% AMI,All
"Buchanan County, Virginia",210.0,142.0,10.0,05000US51027,51,027,D,Owner,2000+,50.1-80% AMI,No cost burden
"Buchanan County, Virginia",25.0,47.0,11.0,05000US51027,51,027,D,Owner,2000+,50.1-80% AMI,Moderate cost burden
"Buchanan County, Virginia",0.0,161.0,12.0,05000US51027,51,027,D,Owner,2000+,50.1-80% AMI,Severe cost burden
"Buchanan County, Virginia",0.0,161.0,13.0,05000US51027,51,027,D,Owner,2000+,50.1-80% AMI,N/A
"Buchanan County, Virginia",70.0,73.0,14.0,05000US51027,51,027,S,Owner,2000+,80.1-120% AMI,All
"Buchanan County, Virginia",70.0,73.0,15.0,05000US51027,51,027,D,Owner,2000+,80.1-120% AMI,No cost burden
"Buchanan County, Virginia",0.0,161.0,16.0,05000US51027,51,027,D,Owner,2000+,80.1-120% AMI,Moderate cost burden
"Buchanan County, Virginia",0.0,161.0,17.0,05000US51027,51,027,D,Owner,2000+,80.1-120% AMI,Severe cost burden
"Buchanan County, Virginia",0.0,161.0,18.0,05000US51027,51,027,D,Owner,2000+,80.1-120% AMI,N/A
"Buchanan County, Virginia",95.0,95.0,19.0,05000US51027,51,027,S,Owner,2000+,>120% AMI,All
"Buchanan County, Virginia",95.0,95.0,20.0,05000US51027,51,027,D,Owner,2000+,>120% AMI,No cost burden
"Buchanan County, Virginia",0.0,161.0,21.0,05000US51027,51,027,D,Owner,2000+,>120% AMI,Moderate cost burden
"Buchanan County, Virginia",0.0,161.0,22.0,05000US51027,51,027,D,Owner,2000+,>120% AMI,Severe cost burden
"Buchanan County, Virginia",0.0,161.0,23.0,05000US51027,51,027,D,Owner,2000+,>120% AMI,N/A
