name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Year_Structure_Built,Household_Income,Cost_Burden
"Chesterfield County, Virginia",108690.0,1007.0,1.0,05000US51041,51,041,T,All,All,All,All
"Chesterfield County, Virginia",85810.0,1315.0,2.0,05000US51041,51,041,S,Owner,All,All,All
"Chesterfield County, Virginia",13130.0,757.0,3.0,05000US51041,51,041,S,Owner,2000+,All,All
"Chesterfield County, Virginia",475.0,135.0,4.0,05000US51041,51,041,S,Owner,2000+,<=50% AMI,All
"Chesterfield County, Virginia",70.0,61.0,5.0,05000US51041,51,041,D,Owner,2000+,<=50% AMI,No cost burden
"Chesterfield County, Virginia",90.0,52.0,6.0,05000US51041,51,041,D,Owner,2000+,<=50% AMI,Moderate cost burden
"Chesterfield County, Virginia",275.0,104.0,7.0,05000US51041,51,041,D,Owner,2000+,<=50% AMI,Severe cost burden
"Chesterfield County, Virginia",40.0,44.0,8.0,05000US51041,51,041,D,Owner,2000+,<=50% AMI,N/A
"Chesterfield County, Virginia",800.0,188.0,9.0,05000US51041,51,041,S,Owner,2000+,50.1-80% AMI,All
"Chesterfield County, Virginia",375.0,146.0,10.0,05000US51041,51,041,D,Owner,2000+,50.1-80% AMI,No cost burden
"Chesterfield County, Virginia",195.0,95.0,11.0,05000US51041,51,041,D,Owner,2000+,50.1-80% AMI,Moderate cost burden
"Chesterfield County, Virginia",235.0,93.0,12.0,05000US51041,51,041,D,Owner,2000+,50.1-80% AMI,Severe cost burden
"Chesterfield County, Virginia",0.0,161.0,13.0,05000US51041,51,041,D,Owner,2000+,50.1-80% AMI,N/A
"Chesterfield County, Virginia",2520.0,411.0,14.0,05000US51041,51,041,S,Owner,2000+,80.1-120% AMI,All
"Chesterfield County, Virginia",1430.0,329.0,15.0,05000US51041,51,041,D,Owner,2000+,80.1-120% AMI,No cost burden
"Chesterfield County, Virginia",920.0,230.0,16.0,05000US51041,51,041,D,Owner,2000+,80.1-120% AMI,Moderate cost burden
