name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Year_Structure_Built,Household_Income,Cost_Burden
"Charlottesville city, Virginia",16695.0,444.0,1.0,05000US51540,51,540,T,All,All,All,All
"Charlottesville city, Virginia",7685.0,483.0,2.0,05000US51540,51,540,S,Owner,All,All,All
"Charlottesville city, Virginia",375.0,132.0,3.0,05000US51540,51,540,S,Owner,2000+,All,All
"Charlottesville city, Virginia",70.0,52.0,4.0,05000US51540,51,540,S,Owner,2000+,<=50% AMI,All
"Charlottesville city, Virginia",0.0,161.0,5.0,05000US51540,51,540,D,Owner,2000+,<=50% AMI,No cost burden
"Charlottesville city, Virginia",0.0,161.0,6.0,05000US51540,51,540,D,Owner,2000+,<=50% AMI,Moderate cost burden
"Charlottesville city, Virginia",60.0,47.0,7.0,05000US51540,51,540,D,Owner,2000+,<=50% AMI,Severe cost burden
"Charlottesville city, Virginia",10.0,21.0,8.0,05000US51540,51,540,D,Owner,2000+,<=50% AMI,N/A
"Charlottesville city, Virginia",15.0,30.0,9.0,05000US51540,51,540,S,Owner,2000+,50.1-80% AMI,All
"Charlottesville city, Virginia",0.0,161.0,10.0,05000US51540,51,540,D,Owner,2000+,50.1-80% AMI,No cost burden
"Charlottesville city, Virginia",15.0,30.0,11.0,05000US51540,51,540,D,Owner,2000+,50.1-80% AMI,Moderate cost burden
"Charlottesville city, Virginia",0.0,161.0,12.0,05000US51540,51,540,D,Owner,2000+,50.1-80% AMI,Severe cost burden
"Charlottesville city, Virginia",0.0,161.0,13.0,05000US51540,51,540,D,Owner,2000+,50.1-80% AMI,N/A
"Charlottesville city, Virginia",85.0,82.0,14.0,05000US51540,51,540,S,Owner,2000+,80.1-120% AMI,All
"Charlottesville city, Virginia",45.0,54.0,15.0,05000US51540,51,540,D,Owner,2000+,80.1-120% AMI,No cost burden
"Charlottesville city, Virginia",35.0,62.0,16.0,05000US51540,51,540,D,Owner,2000+,80.1-120% AMI,Moderate cost burden
"Charlottesville city, Virginia",0.0,161.0,17.0,05000US51540,51,540,D,Owner,2000+,80.1-120% AMI,Severe cost burden
"Charlottesville city, Virginia",0.0,161.0,18.0,05000US51540,51,540,D,Owner,2000+,80.1-120% AMI,N/A
"Charlottesville city, Virginia",200.0,98.0,19.0,05000US51540,51,540,S,Owner,2000+,>120% AMI,All
"Charlottesville city, Virginia",200.0,98.0,20.0,05000US51540,51,540,D,Owner,2000+,>120% AMI,No cost burden
"Charlottesville city, Virginia",0.0,161.0,21.0,05000US51540,51,540,D,Owner,2000+,>120% AMI,Moderate cost burden
"Charlottesville city, Virginia",0.0,161.0,22.0,05000US51540,51,540,D,Owner,2000+,>120% AMI,Severe cost burden
"Charlottesville city, Virginia",0.0,161.0,23.0,05000US51540,51,540,D,Owner,2000+,>120% AMI,N/A
"Charlottesville city, Virginia",665.0,179.0,24.0,05000US51540,51,540,S,Owner,1980 to 1999,All,All
"Charlottesville city, Virginia",50.0,52.0,25.0,05000US51540,51,540,S,Owner,1980 to 1999,<=50% AMI,All
"Charlottesville city, Virginia",0.0,161.0,26.0,05000US51540,51,540,D,Owner,1980 to 1999,<=50% AMI,No cost burden
"Charlottesville city, Virginia",20.0,29.0,27.0,05000US51540,51,540,D,Owner,1980 to 1999,<=50% AMI,Moderate cost burden
"Charlottesville city, Virginia",25.0,44.0,28.0,05000US51540,51,540,D,Owner,1980 to 1999,<=50% AMI,Severe cost burden
"Charlottesville city, Virginia",0.0,161.0,29.0,05000US51540,51,540,D,Owner,1980 to 1999,<=50% AMI,N/A
"Charlottesville city, Virginia",100.0,61.0,30.0,05000US51540,51,540,S,Owner,1980 to 1999,50.1-80% AMI,All
"Charlottesville city, Virginia",30.0,35.0,31.0,05000US51540,51,540,D,Owner,1980 to 1999,50.1-80% AMI,No cost burden
