name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Year_Structure_Built,Household_Income,Cost_Burden
"Salem city, Virginia",9680.0,383.0,1.0,05000US51775,51,775,T,All,All,All,All
"Salem city, Virginia",6740.0,358.0,2.0,05000US51775,51,775,S,Owner,All,All,All
"Salem city, Virginia",395.0,203.0,3.0,05000US51775,51,775,S,Owner,2000+,All,All
"Salem city, Virginia",0.0,161.0,4.0,05000US51775,51,775,S,Owner,2000+,<=50% AMI,All
"Salem city, Virginia",0.0,161.0,5.0,05000US51775,51,775,D,Owner,2000+,<=50% AMI,No cost burden
"Salem city, Virginia",0.0,161.0,6.0,05000US51775,51,775,D,Owner,2000+,<=50% AMI,Moderate cost burden
"Salem city, Virginia",0.0,161.0,7.0,05000US51775,51,775,D,Owner,2000+,<=50% AMI,Severe cost burden
"Salem city, Virginia",0.0,161.0,8.0,05000US51775,51,775,D,Owner,2000+,<=50% AMI,N/A
"Salem city, Virginia",0.0,161.0,9.0,05000US51775,51,775,S,Owner,2000+,50.1-80% AMI,All
"Salem city, Virginia",0.0,161.0,10.0,05000US51775,51,775,D,Owner,2000+,50.1-80% AMI,No cost burden
"Salem city, Virginia",0.0,161.0,11.0,05000US51775,51,775,D,Owner,2000+,50.1-80% AMI,Moderate cost burden
"Salem city, Virginia",0.0,161.0,12.0,05000US51775,51,775,D,Owner,2000+,50.1-80% AMI,Severe cost burden
"Salem city, Virginia",0.0,161.0,13.0,05000US51775,51,775,D,Owner,2000+,50.1-80% AMI,N/A
"Salem city, Virginia",110.0,139.0,14.0,05000US51775,51,775,S,Owner,2000+,80.1-120% AMI,All
"Salem city, Virginia",15.0,30.0,15.0,05000US51775,51,775,D,Owner,2000+,80.1-120% AMI,No cost burden
"Salem city, Virginia",95.0,137.0,16.0,05000US51775,51,775,D,Owner,2000+,80.1-120% AMI,Moderate cost burden
"Salem city, Virginia",0.0,161.0,17.0,05000US51775,51,775,D,Owner,2000+,80.1-120% AMI,Severe cost burden
"Salem city, Virginia",0.0,161.0,18.0,05000US51775,51,775,D,Owner,2000+,80.1-120% AMI,N/A
"Salem city, Virginia",285.0,132.0,19.0,05000US51775,51,775,S,Owner,2000+,>120% AMI,All
"Salem city, Virginia",285.0,132.0,20.0,05000US51775,51,775,D,Owner,2000+,>120% AMI,No cost burden
"Salem city, Virginia",0.0,161.0,21.0,05000US51775,51,775,D,Owner,2000+,>120% AMI,Moderate cost burden
"Salem city, Virginia",0.0,161.0,22.0,05000US51775,51,775,D,Owner,2000+,>120% AMI,Severe cost burden
"Salem city, Virginia",0.0,161.0,23.0,05000US51775,51,775,D,Owner,2000+,>120% AMI,N/A
"Salem city, Virginia",1620.0,293.0,24.0,05000US51775,51,775,S,Owner,1980 to 1999,All,All
"Salem city, Virginia",155.0,88.0,25.0,05000US51775,51,775,S,Owner,1980 to 1999,<=50% AMI,All
"Salem city, Virginia",40.0,49.0,26.0,05000US51775,51,775,D,Owner,1980 to 1999,<=50% AMI,No cost burden
"Salem city, Virginia",35.0,47.0,27.0,05000US51775,51,775,D,Owner,1980 to 1999,<=50% AMI,Moderate cost burden
"Salem city, Virginia",80.0,70.0,28.0,05000US51775,51,775,D,Owner,1980 to 1999,<=50% AMI,Severe cost burden
"Salem city, Virginia",0.0,161.0,29.0,05000US51775,51,775,D,Owner,1980 to 1999,<=50% AMI,N/A
"Salem city, Virginia",250.0,126.0,30.0,05000US51775,51,775,S,Owner,1980 to 1999,50.1-80% AMI,All
"Salem city, Virginia",100.0,72.0,31.0,05000US51775,51,775,D,Owner,1980 to 1999,50.1-80% AMI,No cost burden
"Salem city, Virginia",120.0,93.0,32.0,05000US51775,51,775,D,Owner,1980 to 1999,50.1-80% AMI,Moderate cost burden
"Salem city, Virginia",30.0,54.0,33.0,05000US51775,51,775,D,Owner,1980 to 1999,50.1-80% AMI,Severe cost burden
"Salem city, Virginia",0.0,161.0,34.0,05000US51775,51,775,D,Owner,1980 to 1999,50.1-80% AMI,N/A
"Salem city, Virginia",190.0,116.0,35.0,05000US51775,51,775,S,Owner,1980 to 1999,80.1-120% AMI,All
"Salem city, Virginia",165.0,109.0,36.0,05000US51775,51,775,D,Owner,1980 to 1999,80.1-120% AMI,No cost burden
"Salem city, Virginia",20.0,39.0,37.0,05000US51775,51,775,D,Owner,1980 to 1999,80.1-120% AMI,Moderate cost burden
"Salem city, Virginia",0.0,161.0,38.0,05000US51775,51,775,D,Owner,1980 to 1999,80.1-120% AMI,Severe cost burden
"Salem city, Virginia",0.0,161.0,39.0,05000US51775,51,775,D,Owner,1980 to 1999,80.1-120% AMI,N/A
"Salem city, Virginia",1025.0,229.0,40.0,05000US51775,51,775,S,Owner,1980 to 1999,>120% AMI,All
"Salem city, Virginia",960.0,218.0,41.0,05000US51775,51,775,D,Owner,1980 to 1999,>120% AMI,No cost burden
"Salem city, Virginia",65.0,64.0,42.0,05000US51775,51,775,D,Owner,1980 to 1999,>120% AMI,Moderate cost burden
"Salem city, Virginia",0.0,161.0,43.0,05000US51775,51,775,D,Owner,1980 to 1999,>120% AMI,Severe cost burden
"Salem city, Virginia",0.0,161.0,44.0,05000US51775,51,775,D,Owner,1980 to 1999,>120% AMI,N/A
"Salem city, Virginia",2300.0,365.0,45.0,05000US51775,51,775,S,Owner,1960 to 1979,All,All
"Salem city, Virginia",280.0,140.0,46.0,05000US51775,51,775,S,Owner,1960 to 1979,<=50% AMI,All
"Salem city, Virginia",120.0,94.0,47.0,05000US51775,51,775,D,Owner,1960 to 1979,<=50% AMI,No cost burden
"Salem city, Virginia",15.0,29.0,48.0,05000US51775,51,775,D,Owner,1960 to 1979,<=50% AMI,Moderate cost burden
"Salem city, Virginia",75.0,76.0,49.0,05000US51775,51,775,D,Owner,1960 to 1979,<=50% AMI,Severe cost burden
"Salem city, Virginia",65.0,101.0,50.0,05000US51775,51,775,D,Owner,1960 to 1979,<=50% AMI,N/A
"Salem city, Virginia",370.0,171.0,51.0,05000US51775,51,775,S,Owner,1960 to 1979,50.1-80% AMI,All
"Salem city, Virginia",240.0,144.0,52.0,05000US51775,51,775,D,Owner,1960 to 1979,50.1-80% AMI,No cost burden
"Salem city, Virginia",130.0,95.0,53.0,05000US51775,51,775,D,Owner,1960 to 1979,50.1-80% AMI,Moderate cost burden
"Salem city, Virginia",0.0,161.0,54.0,05000US51775,51,775,D,Owner,1960 to 1979,50.1-80% AMI,Severe cost burden
"Salem city, Virginia",0.0,161.0,55.0,05000US51775,51,775,D,Owner,1960 to 1979,50.1-80% AMI,N/A
"Salem city, Virginia",490.0,194.0,56.0,05000US51775,51,775,S,Owner,1960 to 1979,80.1-120% AMI,All
"Salem city, Virginia",385.0,174.0,57.0,05000US51775,51,775,D,Owner,1960 to 1979,80.1-120% AMI,No cost burden
"Salem city, Virginia",80.0,75.0,58.0,05000US51775,51,775,D,Owner,1960 to 1979,80.1-120% AMI,Moderate cost burden
"Salem city, Virginia",25.0,49.0,59.0,05000US51775,51,775,D,Owner,1960 to 1979,80.1-120% AMI,Severe cost burden
"Salem city, Virginia",0.0,161.0,60.0,05000US51775,51,775,D,Owner,1960 to 1979,80.1-120% AMI,N/A
"Salem city, Virginia",1165.0,275.0,61.0,05000US51775,51,775,S,Owner,1960 to 1979,>120% AMI,All
"Salem city, Virginia",1140.0,286.0,62.0,05000US51775,51,775,D,Owner,1960 to 1979,>120% AMI,No cost burden
"Salem city, Virginia",25.0,44.0,63.0,05000US51775,51,775,D,Owner,1960 to 1979,>120% AMI,Moderate cost burden
"Salem city, Virginia",0.0,161.0,64.0,05000US51775,51,775,D,Owner,1960 to 1979,>120% AMI,Severe cost burden
"Salem city, Virginia",0.0,161.0,65.0,05000US51775,51,775,D,Owner,1960 to 1979,>120% AMI,N/A
"Salem city, Virginia",1685.0,327.0,66.0,05000US51775,51,775,S,Owner,1940 to 1959,All,All
"Salem city, Virginia",200.0,119.0,67.0,05000US51775,51,775,S,Owner,1940 to 1959,<=50% AMI,All
"Salem city, Virginia",0.0,161.0,68.0,05000US51775,51,775,D,Owner,1940 to 1959,<=50% AMI,No cost burden
"Salem city, Virginia",40.0,45.0,69.0,05000US51775,51,775,D,Owner,1940 to 1959,<=50% AMI,Moderate cost burden
"Salem city, Virginia",160.0,110.0,70.0,05000US51775,51,775,D,Owner,1940 to 1959,<=50% AMI,Severe cost burden
"Salem city, Virginia",0.0,161.0,71.0,05000US51775,51,775,D,Owner,1940 to 1959,<=50% AMI,N/A
"Salem city, Virginia",170.0,111.0,72.0,05000US51775,51,775,S,Owner,1940 to 1959,50.1-80% AMI,All
"Salem city, Virginia",60.0,61.0,73.0,05000US51775,51,775,D,Owner,1940 to 1959,50.1-80% AMI,No cost burden
"Salem city, Virginia",85.0,78.0,74.0,05000US51775,51,775,D,Owner,1940 to 1959,50.1-80% AMI,Moderate cost burden
"Salem city, Virginia",25.0,40.0,75.0,05000US51775,51,775,D,Owner,1940 to 1959,50.1-80% AMI,Severe cost burden
"Salem city, Virginia",0.0,161.0,76.0,05000US51775,51,775,D,Owner,1940 to 1959,50.1-80% AMI,N/A
"Salem city, Virginia",600.0,239.0,77.0,05000US51775,51,775,S,Owner,1940 to 1959,80.1-120% AMI,All
"Salem city, Virginia",600.0,239.0,78.0,05000US51775,51,775,D,Owner,1940 to 1959,80.1-120% AMI,No cost burden
"Salem city, Virginia",0.0,161.0,79.0,05000US51775,51,775,D,Owner,1940 to 1959,80.1-120% AMI,Moderate cost burden
"Salem city, Virginia",0.0,161.0,80.0,05000US51775,51,775,D,Owner,1940 to 1959,80.1-120% AMI,Severe cost burden
"Salem city, Virginia",0.0,161.0,81.0,05000US51775,51,775,D,Owner,1940 to 1959,80.1-120% AMI,N/A
"Salem city, Virginia",715.0,199.0,82.0,05000US51775,51,775,S,Owner,1940 to 1959,>120% AMI,All
"Salem city, Virginia",715.0,199.0,83.0,05000US51775,51,775,D,Owner,1940 to 1959,>120% AMI,No cost burden
"Salem city, Virginia",0.0,161.0,84.0,05000US51775,51,775,D,Owner,1940 to 1959,>120% AMI,Moderate cost burden
"Salem city, Virginia",0.0,161.0,85.0,05000US51775,51,775,D,Owner,1940 to 1959,>120% AMI,Severe cost burden
"Salem city, Virginia",0.0,161.0,86.0,05000US51775,51,775,D,Owner,1940 to 1959,>120% AMI,N/A
"Salem city, Virginia",740.0,208.0,87.0,05000US51775,51,775,S,Owner,1939-,All,All
"Salem city, Virginia",80.0,74.0,88.0,05000US51775,51,775,S,Owner,1939-,<=50% AMI,All
"Salem city, Virginia",55.0,57.0,89.0,05000US51775,51,775,D,Owner,1939-,<=50% AMI,No cost burden
"Salem city, Virginia",0.0,161.0,90.0,05000US51775,51,775,D,Owner,1939-,<=50% AMI,Moderate cost burden
"Salem city, Virginia",25.0,44.0,91.0,05000US51775,51,775,D,Owner,1939-,<=50% AMI,Severe cost burden
"Salem city, Virginia",0.0,161.0,92.0,05000US51775,51,775,D,Owner,1939-,<=50% AMI,N/A
"Salem city, Virginia",155.0,107.0,93.0,05000US51775,51,775,S,Owner,1939-,50.1-80% AMI,All
"Salem city, Virginia",35.0,61.0,94.0,05000US51775,51,775,D,Owner,1939-,50.1-80% AMI,No cost burden
"Salem city, Virginia",115.0,89.0,95.0,05000US51775,51,775,D,Owner,1939-,50.1-80% AMI,Moderate cost burden
"Salem city, Virginia",0.0,161.0,96.0,05000US51775,51,775,D,Owner,1939-,50.1-80% AMI,Severe cost burden
"Salem city, Virginia",0.0,161.0,97.0,05000US51775,51,775,D,Owner,1939-,50.1-80% AMI,N/A
"Salem city, Virginia",80.0,64.0,98.0,05000US51775,51,775,S,Owner,1939-,80.1-120% AMI,All
"Salem city, Virginia",80.0,64.0,99.0,05000US51775,51,775,D,Owner,1939-,80.1-120% AMI,No cost burden
"Salem city, Virginia",0.0,161.0,100.0,05000US51775,51,775,D,Owner,1939-,80.1-120% AMI,Moderate cost burden
"Salem city, Virginia",0.0,161.0,101.0,05000US51775,51,775,D,Owner,1939-,80.1-120% AMI,Severe cost burden
"Salem city, Virginia",0.0,161.0,102.0,05000US51775,51,775,D,Owner,1939-,80.1-120% AMI,N/A
"Salem city, Virginia",420.0,161.0,103.0,05000US51775,51,775,S,Owner,1939-,>120% AMI,All
"Salem city, Virginia",405.0,170.0,104.0,05000US51775,51,775,D,Owner,1939-,>120% AMI,No cost burden
"Salem city, Virginia",20.0,34.0,105.0,05000US51775,51,775,D,Owner,1939-,>120% AMI,Moderate cost burden
"Salem city, Virginia",0.0,161.0,106.0,05000US51775,51,775,D,Owner,1939-,>120% AMI,Severe cost burden
"Salem city, Virginia",0.0,161.0,107.0,05000US51775,51,775,D,Owner,1939-,>120% AMI,N/A
"Salem city, Virginia",2940.0,389.0,108.0,05000US51775,51,775,S,Renter,All,All,All
"Salem city, Virginia",200.0,165.0,109.0,05000US51775,51,775,S,Renter,2000+,All,All
"Salem city, Virginia",0.0,161.0,110.0,05000US51775,51,775,S,Renter,2000+,<=50% AMI,All
"Salem city, Virginia",0.0,161.0,111.0,05000US51775,51,775,D,Renter,2000+,<=50% AMI,No cost burden
"Salem city, Virginia",0.0,161.0,112.0,05000US51775,51,775,D,Renter,2000+,<=50% AMI,Moderate cost burden
"Salem city, Virginia",0.0,161.0,113.0,05000US51775,51,775,D,Renter,2000+,<=50% AMI,Severe cost burden
"Salem city, Virginia",0.0,161.0,114.0,05000US51775,51,775,D,Renter,2000+,<=50% AMI,N/A
"Salem city, Virginia",0.0,161.0,115.0,05000US51775,51,775,S,Renter,2000+,50.1-80% AMI,All
"Salem city, Virginia",0.0,161.0,116.0,05000US51775,51,775,D,Renter,2000+,50.1-80% AMI,No cost burden
"Salem city, Virginia",0.0,161.0,117.0,05000US51775,51,775,D,Renter,2000+,50.1-80% AMI,Moderate cost burden
"Salem city, Virginia",0.0,161.0,118.0,05000US51775,51,775,D,Renter,2000+,50.1-80% AMI,Severe cost burden
"Salem city, Virginia",0.0,161.0,119.0,05000US51775,51,775,D,Renter,2000+,50.1-80% AMI,N/A
"Salem city, Virginia",115.0,141.0,120.0,05000US51775,51,775,S,Renter,2000+,80.1-120% AMI,All
"Salem city, Virginia",115.0,141.0,121.0,05000US51775,51,775,D,Renter,2000+,80.1-120% AMI,No cost burden
"Salem city, Virginia",0.0,161.0,122.0,05000US51775,51,775,D,Renter,2000+,80.1-120% AMI,Moderate cost burden
"Salem city, Virginia",0.0,161.0,123.0,05000US51775,51,775,D,Renter,2000+,80.1-120% AMI,Severe cost burden
"Salem city, Virginia",0.0,161.0,124.0,05000US51775,51,775,D,Renter,2000+,80.1-120% AMI,N/A
"Salem city, Virginia",85.0,122.0,125.0,05000US51775,51,775,S,Renter,2000+,>120% AMI,All
"Salem city, Virginia",85.0,122.0,126.0,05000US51775,51,775,D,Renter,2000+,>120% AMI,No cost burden
"Salem city, Virginia",0.0,161.0,127.0,05000US51775,51,775,D,Renter,2000+,>120% AMI,Moderate cost burden
"Salem city, Virginia",0.0,161.0,128.0,05000US51775,51,775,D,Renter,2000+,>120% AMI,Severe cost burden
"Salem city, Virginia",0.0,161.0,129.0,05000US51775,51,775,D,Renter,2000+,>120% AMI,N/A
"Salem city, Virginia",550.0,221.0,130.0,05000US51775,51,775,S,Renter,1980 to 1999,All,All
"Salem city, Virginia",290.0,162.0,131.0,05000US51775,51,775,S,Renter,1980 to 1999,<=50% AMI,All
"Salem city, Virginia",15.0,28.0,132.0,05000US51775,51,775,D,Renter,1980 to 1999,<=50% AMI,No cost burden
"Salem city, Virginia",50.0,64.0,133.0,05000US51775,51,775,D,Renter,1980 to 1999,<=50% AMI,Moderate cost burden
"Salem city, Virginia",220.0,143.0,134.0,05000US51775,51,775,D,Renter,1980 to 1999,<=50% AMI,Severe cost burden
"Salem city, Virginia",0.0,161.0,135.0,05000US51775,51,775,D,Renter,1980 to 1999,<=50% AMI,N/A
"Salem city, Virginia",130.0,94.0,136.0,05000US51775,51,775,S,Renter,1980 to 1999,50.1-80% AMI,All
"Salem city, Virginia",60.0,55.0,137.0,05000US51775,51,775,D,Renter,1980 to 1999,50.1-80% AMI,No cost burden
