name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Year_Structure_Built,Household_Income,Cost_Burden
"Stafford County, Virginia",38865.0,621.0,1.0,05000US51179,51,179,T,All,All,All,All
"Stafford County, Virginia",30615.0,634.0,2.0,05000US51179,51,179,S,Owner,All,All,All
"Stafford County, Virginia",7285.0,590.0,3.0,05000US51179,51,179,S,Owner,2000+,All,All
"Stafford County, Virginia",505.0,151.0,4.0,05000US51179,51,179,S,Owner,2000+,<=50% AMI,All
"Stafford County, Virginia",150.0,92.0,5.0,05000US51179,51,179,D,Owner,2000+,<=50% AMI,No cost burden
"Stafford County, Virginia",30.0,39.0,6.0,05000US51179,51,179,D,Owner,2000+,<=50% AMI,Moderate cost burden
"Stafford County, Virginia",325.0,125.0,7.0,05000US51179,51,179,D,Owner,2000+,<=50% AMI,Severe cost burden
"Stafford County, Virginia",0.0,161.0,8.0,05000US51179,51,179,D,Owner,2000+,<=50% AMI,N/A
"Stafford County, Virginia",1030.0,278.0,9.0,05000US51179,51,179,S,Owner,2000+,50.1-80% AMI,All
"Stafford County, Virginia",210.0,102.0,10.0,05000US51179,51,179,D,Owner,2000+,50.1-80% AMI,No cost burden
"Stafford County, Virginia",360.0,138.0,11.0,05000US51179,51,179,D,Owner,2000+,50.1-80% AMI,Moderate cost burden
"Stafford County, Virginia",460.0,217.0,12.0,05000US51179,51,179,D,Owner,2000+,50.1-80% AMI,Severe cost burden
"Stafford County, Virginia",0.0,161.0,13.0,05000US51179,51,179,D,Owner,2000+,50.1-80% AMI,N/A
"Stafford County, Virginia",2315.0,359.0,14.0,05000US51179,51,179,S,Owner,2000+,80.1-120% AMI,All
"Stafford County, Virginia",1230.0,307.0,15.0,05000US51179,51,179,D,Owner,2000+,80.1-120% AMI,No cost burden
"Stafford County, Virginia",1010.0,220.0,16.0,05000US51179,51,179,D,Owner,2000+,80.1-120% AMI,Moderate cost burden
"Stafford County, Virginia",70.0,56.0,17.0,05000US51179,51,179,D,Owner,2000+,80.1-120% AMI,Severe cost burden
"Stafford County, Virginia",0.0,161.0,18.0,05000US51179,51,179,D,Owner,2000+,80.1-120% AMI,N/A
"Stafford County, Virginia",3430.0,412.0,19.0,05000US51179,51,179,S,Owner,2000+,>120% AMI,All
"Stafford County, Virginia",2915.0,373.0,20.0,05000US51179,51,179,D,Owner,2000+,>120% AMI,No cost burden
"Stafford County, Virginia",515.0,152.0,21.0,05000US51179,51,179,D,Owner,2000+,>120% AMI,Moderate cost burden
"Stafford County, Virginia",0.0,161.0,22.0,05000US51179,51,179,D,Owner,2000+,>120% AMI,Severe cost burden
"Stafford County, Virginia",0.0,161.0,23.0,05000US51179,51,179,D,Owner,2000+,>120% AMI,N/A
"Stafford County, Virginia",15475.0,768.0,24.0,05000US51179,51,179,S,Owner,1980 to 1999,All,All
"Stafford County, Virginia",1210.0,287.0,25.0,05000US51179,51,179,S,Owner,1980 to 1999,<=50% AMI,All
"Stafford County, Virginia",300.0,129.0,26.0,05000US51179,51,179,D,Owner,1980 to 1999,<=50% AMI,No cost burden
"Stafford County, Virginia",320.0,143.0,27.0,05000US51179,51,179,D,Owner,1980 to 1999,<=50% AMI,Moderate cost burden
"Stafford County, Virginia",565.0,195.0,28.0,05000US51179,51,179,D,Owner,1980 to 1999,<=50% AMI,Severe cost burden
"Stafford County, Virginia",30.0,34.0,29.0,05000US51179,51,179,D,Owner,1980 to 1999,<=50% AMI,N/A
"Stafford County, Virginia",2710.0,448.0,30.0,05000US51179,51,179,S,Owner,1980 to 1999,50.1-80% AMI,All
"Stafford County, Virginia",1020.0,253.0,31.0,05000US51179,51,179,D,Owner,1980 to 1999,50.1-80% AMI,No cost burden
"Stafford County, Virginia",1290.0,315.0,32.0,05000US51179,51,179,D,Owner,1980 to 1999,50.1-80% AMI,Moderate cost burden
"Stafford County, Virginia",400.0,173.0,33.0,05000US51179,51,179,D,Owner,1980 to 1999,50.1-80% AMI,Severe cost burden
"Stafford County, Virginia",0.0,161.0,34.0,05000US51179,51,179,D,Owner,1980 to 1999,50.1-80% AMI,N/A
"Stafford County, Virginia",4095.0,574.0,35.0,05000US51179,51,179,S,Owner,1980 to 1999,80.1-120% AMI,All
"Stafford County, Virginia",2695.0,433.0,36.0,05000US51179,51,179,D,Owner,1980 to 1999,80.1-120% AMI,No cost burden
"Stafford County, Virginia",1310.0,340.0,37.0,05000US51179,51,179,D,Owner,1980 to 1999,80.1-120% AMI,Moderate cost burden
"Stafford County, Virginia",85.0,93.0,38.0,05000US51179,51,179,D,Owner,1980 to 1999,80.1-120% AMI,Severe cost burden
"Stafford County, Virginia",0.0,161.0,39.0,05000US51179,51,179,D,Owner,1980 to 1999,80.1-120% AMI,N/A
"Stafford County, Virginia",7455.0,581.0,40.0,05000US51179,51,179,S,Owner,1980 to 1999,>120% AMI,All
"Stafford County, Virginia",6960.0,573.0,41.0,05000US51179,51,179,D,Owner,1980 to 1999,>120% AMI,No cost burden
"Stafford County, Virginia",455.0,157.0,42.0,05000US51179,51,179,D,Owner,1980 to 1999,>120% AMI,Moderate cost burden
"Stafford County, Virginia",40.0,47.0,43.0,05000US51179,51,179,D,Owner,1980 to 1999,>120% AMI,Severe cost burden
"Stafford County, Virginia",0.0,161.0,44.0,05000US51179,51,179,D,Owner,1980 to 1999,>120% AMI,N/A
"Stafford County, Virginia",6165.0,541.0,45.0,05000US51179,51,179,S,Owner,1960 to 1979,All,All
"Stafford County, Virginia",1210.0,237.0,46.0,05000US51179,51,179,S,Owner,1960 to 1979,<=50% AMI,All
"Stafford County, Virginia",580.0,153.0,47.0,05000US51179,51,179,D,Owner,1960 to 1979,<=50% AMI,No cost burden
"Stafford County, Virginia",225.0,103.0,48.0,05000US51179,51,179,D,Owner,1960 to 1979,<=50% AMI,Moderate cost burden
"Stafford County, Virginia",385.0,135.0,49.0,05000US51179,51,179,D,Owner,1960 to 1979,<=50% AMI,Severe cost burden
"Stafford County, Virginia",15.0,29.0,50.0,05000US51179,51,179,D,Owner,1960 to 1979,<=50% AMI,N/A
"Stafford County, Virginia",1865.0,336.0,51.0,05000US51179,51,179,S,Owner,1960 to 1979,50.1-80% AMI,All
"Stafford County, Virginia",1255.0,230.0,52.0,05000US51179,51,179,D,Owner,1960 to 1979,50.1-80% AMI,No cost burden
"Stafford County, Virginia",450.0,177.0,53.0,05000US51179,51,179,D,Owner,1960 to 1979,50.1-80% AMI,Moderate cost burden
"Stafford County, Virginia",160.0,125.0,54.0,05000US51179,51,179,D,Owner,1960 to 1979,50.1-80% AMI,Severe cost burden
