name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Year_Structure_Built,Household_Income,Cost_Burden
"Lynchburg city, Virginia",25905.0,614.0,1.0,05000US51680,51,680,T,All,All,All,All
"Lynchburg city, Virginia",15395.0,685.0,2.0,05000US51680,51,680,S,Owner,All,All,All
"Lynchburg city, Virginia",980.0,177.0,3.0,05000US51680,51,680,S,Owner,2000+,All,All
"Lynchburg city, Virginia",105.0,76.0,4.0,05000US51680,51,680,S,Owner,2000+,<=50% AMI,All
"Lynchburg city, Virginia",35.0,41.0,5.0,05000US51680,51,680,D,Owner,2000+,<=50% AMI,No cost burden
"Lynchburg city, Virginia",20.0,35.0,6.0,05000US51680,51,680,D,Owner,2000+,<=50% AMI,Moderate cost burden
"Lynchburg city, Virginia",25.0,32.0,7.0,05000US51680,51,680,D,Owner,2000+,<=50% AMI,Severe cost burden
"Lynchburg city, Virginia",25.0,44.0,8.0,05000US51680,51,680,D,Owner,2000+,<=50% AMI,N/A
"Lynchburg city, Virginia",110.0,80.0,9.0,05000US51680,51,680,S,Owner,2000+,50.1-80% AMI,All
"Lynchburg city, Virginia",50.0,49.0,10.0,05000US51680,51,680,D,Owner,2000+,50.1-80% AMI,No cost burden
"Lynchburg city, Virginia",15.0,24.0,11.0,05000US51680,51,680,D,Owner,2000+,50.1-80% AMI,Moderate cost burden
"Lynchburg city, Virginia",50.0,60.0,12.0,05000US51680,51,680,D,Owner,2000+,50.1-80% AMI,Severe cost burden
"Lynchburg city, Virginia",0.0,161.0,13.0,05000US51680,51,680,D,Owner,2000+,50.1-80% AMI,N/A
"Lynchburg city, Virginia",105.0,77.0,14.0,05000US51680,51,680,S,Owner,2000+,80.1-120% AMI,All
"Lynchburg city, Virginia",55.0,45.0,15.0,05000US51680,51,680,D,Owner,2000+,80.1-120% AMI,No cost burden
"Lynchburg city, Virginia",50.0,50.0,16.0,05000US51680,51,680,D,Owner,2000+,80.1-120% AMI,Moderate cost burden
"Lynchburg city, Virginia",0.0,161.0,17.0,05000US51680,51,680,D,Owner,2000+,80.1-120% AMI,Severe cost burden
"Lynchburg city, Virginia",0.0,161.0,18.0,05000US51680,51,680,D,Owner,2000+,80.1-120% AMI,N/A
"Lynchburg city, Virginia",660.0,146.0,19.0,05000US51680,51,680,S,Owner,2000+,>120% AMI,All
"Lynchburg city, Virginia",625.0,143.0,20.0,05000US51680,51,680,D,Owner,2000+,>120% AMI,No cost burden
"Lynchburg city, Virginia",30.0,37.0,21.0,05000US51680,51,680,D,Owner,2000+,>120% AMI,Moderate cost burden
"Lynchburg city, Virginia",0.0,161.0,22.0,05000US51680,51,680,D,Owner,2000+,>120% AMI,Severe cost burden
"Lynchburg city, Virginia",0.0,161.0,23.0,05000US51680,51,680,D,Owner,2000+,>120% AMI,N/A
"Lynchburg city, Virginia",2545.0,437.0,24.0,05000US51680,51,680,S,Owner,1980 to 1999,All,All
"Lynchburg city, Virginia",475.0,233.0,25.0,05000US51680,51,680,S,Owner,1980 to 1999,<=50% AMI,All
"Lynchburg city, Virginia",110.0,113.0,26.0,05000US51680,51,680,D,Owner,1980 to 1999,<=50% AMI,No cost burden
"Lynchburg city, Virginia",260.0,166.0,27.0,05000US51680,51,680,D,Owner,1980 to 1999,<=50% AMI,Moderate cost burden
"Lynchburg city, Virginia",105.0,81.0,28.0,05000US51680,51,680,D,Owner,1980 to 1999,<=50% AMI,Severe cost burden
"Lynchburg city, Virginia",0.0,161.0,29.0,05000US51680,51,680,D,Owner,1980 to 1999,<=50% AMI,N/A
"Lynchburg city, Virginia",215.0,93.0,30.0,05000US51680,51,680,S,Owner,1980 to 1999,50.1-80% AMI,All
"Lynchburg city, Virginia",80.0,75.0,31.0,05000US51680,51,680,D,Owner,1980 to 1999,50.1-80% AMI,No cost burden
"Lynchburg city, Virginia",80.0,61.0,32.0,05000US51680,51,680,D,Owner,1980 to 1999,50.1-80% AMI,Moderate cost burden
"Lynchburg city, Virginia",55.0,53.0,33.0,05000US51680,51,680,D,Owner,1980 to 1999,50.1-80% AMI,Severe cost burden
"Lynchburg city, Virginia",0.0,161.0,34.0,05000US51680,51,680,D,Owner,1980 to 1999,50.1-80% AMI,N/A
"Lynchburg city, Virginia",340.0,172.0,35.0,05000US51680,51,680,S,Owner,1980 to 1999,80.1-120% AMI,All
"Lynchburg city, Virginia",250.0,159.0,36.0,05000US51680,51,680,D,Owner,1980 to 1999,80.1-120% AMI,No cost burden
"Lynchburg city, Virginia",95.0,85.0,37.0,05000US51680,51,680,D,Owner,1980 to 1999,80.1-120% AMI,Moderate cost burden
"Lynchburg city, Virginia",0.0,161.0,38.0,05000US51680,51,680,D,Owner,1980 to 1999,80.1-120% AMI,Severe cost burden
"Lynchburg city, Virginia",0.0,161.0,39.0,05000US51680,51,680,D,Owner,1980 to 1999,80.1-120% AMI,N/A
"Lynchburg city, Virginia",1515.0,327.0,40.0,05000US51680,51,680,S,Owner,1980 to 1999,>120% AMI,All
"Lynchburg city, Virginia",1465.0,319.0,41.0,05000US51680,51,680,D,Owner,1980 to 1999,>120% AMI,No cost burden
"Lynchburg city, Virginia",30.0,39.0,42.0,05000US51680,51,680,D,Owner,1980 to 1999,>120% AMI,Moderate cost burden
"Lynchburg city, Virginia",20.0,35.0,43.0,05000US51680,51,680,D,Owner,1980 to 1999,>120% AMI,Severe cost burden
"Lynchburg city, Virginia",0.0,161.0,44.0,05000US51680,51,680,D,Owner,1980 to 1999,>120% AMI,N/A
"Lynchburg city, Virginia",4315.0,468.0,45.0,05000US51680,51,680,S,Owner,1960 to 1979,All,All
"Lynchburg city, Virginia",715.0,200.0,46.0,05000US51680,51,680,S,Owner,1960 to 1979,<=50% AMI,All
"Lynchburg city, Virginia",320.0,134.0,47.0,05000US51680,51,680,D,Owner,1960 to 1979,<=50% AMI,No cost burden
"Lynchburg city, Virginia",145.0,95.0,48.0,05000US51680,51,680,D,Owner,1960 to 1979,<=50% AMI,Moderate cost burden
"Lynchburg city, Virginia",235.0,126.0,49.0,05000US51680,51,680,D,Owner,1960 to 1979,<=50% AMI,Severe cost burden
"Lynchburg city, Virginia",15.0,27.0,50.0,05000US51680,51,680,D,Owner,1960 to 1979,<=50% AMI,N/A
"Lynchburg city, Virginia",725.0,214.0,51.0,05000US51680,51,680,S,Owner,1960 to 1979,50.1-80% AMI,All
"Lynchburg city, Virginia",495.0,175.0,52.0,05000US51680,51,680,D,Owner,1960 to 1979,50.1-80% AMI,No cost burden
"Lynchburg city, Virginia",160.0,101.0,53.0,05000US51680,51,680,D,Owner,1960 to 1979,50.1-80% AMI,Moderate cost burden
"Lynchburg city, Virginia",70.0,67.0,54.0,05000US51680,51,680,D,Owner,1960 to 1979,50.1-80% AMI,Severe cost burden
"Lynchburg city, Virginia",0.0,161.0,55.0,05000US51680,51,680,D,Owner,1960 to 1979,50.1-80% AMI,N/A
"Lynchburg city, Virginia",985.0,277.0,56.0,05000US51680,51,680,S,Owner,1960 to 1979,80.1-120% AMI,All
"Lynchburg city, Virginia",700.0,198.0,57.0,05000US51680,51,680,D,Owner,1960 to 1979,80.1-120% AMI,No cost burden
"Lynchburg city, Virginia",260.0,167.0,58.0,05000US51680,51,680,D,Owner,1960 to 1979,80.1-120% AMI,Moderate cost burden
"Lynchburg city, Virginia",25.0,35.0,59.0,05000US51680,51,680,D,Owner,1960 to 1979,80.1-120% AMI,Severe cost burden
"Lynchburg city, Virginia",0.0,161.0,60.0,05000US51680,51,680,D,Owner,1960 to 1979,80.1-120% AMI,N/A
"Lynchburg city, Virginia",1890.0,295.0,61.0,05000US51680,51,680,S,Owner,1960 to 1979,>120% AMI,All
"Lynchburg city, Virginia",1865.0,291.0,62.0,05000US51680,51,680,D,Owner,1960 to 1979,>120% AMI,No cost burden
"Lynchburg city, Virginia",25.0,42.0,63.0,05000US51680,51,680,D,Owner,1960 to 1979,>120% AMI,Moderate cost burden
"Lynchburg city, Virginia",0.0,161.0,64.0,05000US51680,51,680,D,Owner,1960 to 1979,>120% AMI,Severe cost burden
"Lynchburg city, Virginia",0.0,161.0,65.0,05000US51680,51,680,D,Owner,1960 to 1979,>120% AMI,N/A
"Lynchburg city, Virginia",4705.0,429.0,66.0,05000US51680,51,680,S,Owner,1940 to 1959,All,All
"Lynchburg city, Virginia",855.0,285.0,67.0,05000US51680,51,680,S,Owner,1940 to 1959,<=50% AMI,All
"Lynchburg city, Virginia",465.0,201.0,68.0,05000US51680,51,680,D,Owner,1940 to 1959,<=50% AMI,No cost burden
"Lynchburg city, Virginia",150.0,83.0,69.0,05000US51680,51,680,D,Owner,1940 to 1959,<=50% AMI,Moderate cost burden
"Lynchburg city, Virginia",155.0,118.0,70.0,05000US51680,51,680,D,Owner,1940 to 1959,<=50% AMI,Severe cost burden
"Lynchburg city, Virginia",85.0,78.0,71.0,05000US51680,51,680,D,Owner,1940 to 1959,<=50% AMI,N/A
"Lynchburg city, Virginia",1235.0,276.0,72.0,05000US51680,51,680,S,Owner,1940 to 1959,50.1-80% AMI,All
"Lynchburg city, Virginia",950.0,253.0,73.0,05000US51680,51,680,D,Owner,1940 to 1959,50.1-80% AMI,No cost burden
"Lynchburg city, Virginia",240.0,122.0,74.0,05000US51680,51,680,D,Owner,1940 to 1959,50.1-80% AMI,Moderate cost burden
"Lynchburg city, Virginia",50.0,50.0,75.0,05000US51680,51,680,D,Owner,1940 to 1959,50.1-80% AMI,Severe cost burden
