name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Year_Structure_Built,Household_Income,Cost_Burden
"Franklin County, Virginia",20700.0,645.0,1.0,05000US51067,51,067,T,All,All,All,All
"Franklin County, Virginia",16825.0,623.0,2.0,05000US51067,51,067,S,Owner,All,All,All
"Franklin County, Virginia",1045.0,316.0,3.0,05000US51067,51,067,S,Owner,2000+,All,All
"Franklin County, Virginia",225.0,134.0,4.0,05000US51067,51,067,S,Owner,2000+,<=50% AMI,All
"Franklin County, Virginia",105.0,90.0,5.0,05000US51067,51,067,D,Owner,2000+,<=50% AMI,No cost burden
"Franklin County, Virginia",50.0,58.0,6.0,05000US51067,51,067,D,Owner,2000+,<=50% AMI,Moderate cost burden
"Franklin County, Virginia",50.0,59.0,7.0,05000US51067,51,067,D,Owner,2000+,<=50% AMI,Severe cost burden
"Franklin County, Virginia",20.0,37.0,8.0,05000US51067,51,067,D,Owner,2000+,<=50% AMI,N/A
"Franklin County, Virginia",70.0,68.0,9.0,05000US51067,51,067,S,Owner,2000+,50.1-80% AMI,All
"Franklin County, Virginia",50.0,60.0,10.0,05000US51067,51,067,D,Owner,2000+,50.1-80% AMI,No cost burden
"Franklin County, Virginia",0.0,161.0,11.0,05000US51067,51,067,D,Owner,2000+,50.1-80% AMI,Moderate cost burden
"Franklin County, Virginia",20.0,36.0,12.0,05000US51067,51,067,D,Owner,2000+,50.1-80% AMI,Severe cost burden
"Franklin County, Virginia",0.0,161.0,13.0,05000US51067,51,067,D,Owner,2000+,50.1-80% AMI,N/A
"Franklin County, Virginia",245.0,131.0,14.0,05000US51067,51,067,S,Owner,2000+,80.1-120% AMI,All
"Franklin County, Virginia",140.0,111.0,15.0,05000US51067,51,067,D,Owner,2000+,80.1-120% AMI,No cost burden
"Franklin County, Virginia",105.0,86.0,16.0,05000US51067,51,067,D,Owner,2000+,80.1-120% AMI,Moderate cost burden
"Franklin County, Virginia",0.0,161.0,17.0,05000US51067,51,067,D,Owner,2000+,80.1-120% AMI,Severe cost burden
"Franklin County, Virginia",0.0,161.0,18.0,05000US51067,51,067,D,Owner,2000+,80.1-120% AMI,N/A
"Franklin County, Virginia",510.0,227.0,19.0,05000US51067,51,067,S,Owner,2000+,>120% AMI,All
