name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Year_Structure_Built,Household_Income,Cost_Burden
"Harrisonburg city, Virginia",13920.0,452.0,1.0,05000US51660,51,660,T,All,All,All,All
"Harrisonburg city, Virginia",5460.0,439.0,2.0,05000US51660,51,660,S,Owner,All,All,All
"Harrisonburg city, Virginia",635.0,182.0,3.0,05000US51660,51,660,S,Owner,2000+,All,All
"Harrisonburg city, Virginia",80.0,81.0,4.0,05000US51660,51,660,S,Owner,2000+,<=50% AMI,All
"Harrisonburg city, Virginia",0.0,161.0,5.0,05000US51660,51,660,D,Owner,2000+,<=50% AMI,No cost burden
"Harrisonburg city, Virginia",0.0,161.0,6.0,05000US51660,51,660,D,Owner,2000+,<=50% AMI,Moderate cost burden
"Harrisonburg city, Virginia",80.0,81.0,7.0,05000US51660,51,660,D,Owner,2000+,<=50% AMI,Severe cost burden
"Harrisonburg city, Virginia",0.0,161.0,8.0,05000US51660,51,660,D,Owner,2000+,<=50% AMI,N/A
"Harrisonburg city, Virginia",155.0,92.0,9.0,05000US51660,51,660,S,Owner,2000+,50.1-80% AMI,All
"Harrisonburg city, Virginia",95.0,88.0,10.0,05000US51660,51,660,D,Owner,2000+,50.1-80% AMI,No cost burden
"Harrisonburg city, Virginia",45.0,44.0,11.0,05000US51660,51,660,D,Owner,2000+,50.1-80% AMI,Moderate cost burden
"Harrisonburg city, Virginia",20.0,35.0,12.0,05000US51660,51,660,D,Owner,2000+,50.1-80% AMI,Severe cost burden
"Harrisonburg city, Virginia",0.0,161.0,13.0,05000US51660,51,660,D,Owner,2000+,50.1-80% AMI,N/A
"Harrisonburg city, Virginia",65.0,45.0,14.0,05000US51660,51,660,S,Owner,2000+,80.1-120% AMI,All
"Harrisonburg city, Virginia",50.0,36.0,15.0,05000US51660,51,660,D,Owner,2000+,80.1-120% AMI,No cost burden
"Harrisonburg city, Virginia",20.0,25.0,16.0,05000US51660,51,660,D,Owner,2000+,80.1-120% AMI,Moderate cost burden
"Harrisonburg city, Virginia",0.0,161.0,17.0,05000US51660,51,660,D,Owner,2000+,80.1-120% AMI,Severe cost burden
"Harrisonburg city, Virginia",0.0,161.0,18.0,05000US51660,51,660,D,Owner,2000+,80.1-120% AMI,N/A
"Harrisonburg city, Virginia",335.0,155.0,19.0,05000US51660,51,660,S,Owner,2000+,>120% AMI,All
