name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Year_Structure_Built,Household_Income,Cost_Burden
"Russell County, Virginia",12225.0,337.0,1.0,05000US51167,51,167,T,All,All,All,All
"Russell County, Virginia",9160.0,470.0,2.0,05000US51167,51,167,S,Owner,All,All,All
"Russell County, Virginia",460.0,192.0,3.0,05000US51167,51,167,S,Owner,2000+,All,All
"Russell County, Virginia",75.0,91.0,4.0,05000US51167,51,167,S,Owner,2000+,<=50% AMI,All
"Russell County, Virginia",75.0,91.0,5.0,05000US51167,51,167,D,Owner,2000+,<=50% AMI,No cost burden
"Russell County, Virginia",0.0,161.0,6.0,05000US51167,51,167,D,Owner,2000+,<=50% AMI,Moderate cost burden
"Russell County, Virginia",0.0,161.0,7.0,05000US51167,51,167,D,Owner,2000+,<=50% AMI,Severe cost burden
"Russell County, Virginia",0.0,161.0,8.0,05000US51167,51,167,D,Owner,2000+,<=50% AMI,N/A
"Russell County, Virginia",180.0,133.0,9.0,05000US51167,51,167,S,Owner,2000+,50.1-80% AMI,All
"Russell County, Virginia",170.0,133.0,10.0,05000US51167,51,167,D,Owner,2000+,50.1-80% AMI,No cost burden
"Russell County, Virginia",10.0,20.0,11.0,05000US51167,51,167,D,Owner,2000+,50.1-80% AMI,Moderate cost burden
"Russell County, Virginia",0.0,161.0,12.0,05000US51167,51,167,D,Owner,2000+,50.1-80% AMI,Severe cost burden
"Russell County, Virginia",0.0,161.0,13.0,05000US51167,51,167,D,Owner,2000+,50.1-80% AMI,N/A
"Russell County, Virginia",130.0,90.0,14.0,05000US51167,51,167,S,Owner,2000+,80.1-120% AMI,All
"Russell County, Virginia",130.0,90.0,15.0,05000US51167,51,167,D,Owner,2000+,80.1-120% AMI,No cost burden
"Russell County, Virginia",0.0,161.0,16.0,05000US51167,51,167,D,Owner,2000+,80.1-120% AMI,Moderate cost burden
"Russell County, Virginia",0.0,161.0,17.0,05000US51167,51,167,D,Owner,2000+,80.1-120% AMI,Severe cost burden
"Russell County, Virginia",0.0,161.0,18.0,05000US51167,51,167,D,Owner,2000+,80.1-120% AMI,N/A
"Russell County, Virginia",75.0,64.0,19.0,05000US51167,51,167,S,Owner,2000+,>120% AMI,All
