name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Year_Structure_Built,Household_Income,Cost_Burden
"Winchester city, Virginia",10025.0,385.0,1.0,05000US51840,51,840,T,All,All,All,All
"Winchester city, Virginia",5095.0,416.0,2.0,05000US51840,51,840,S,Owner,All,All,All
"Winchester city, Virginia",555.0,166.0,3.0,05000US51840,51,840,S,Owner,2000+,All,All
"Winchester city, Virginia",55.0,73.0,4.0,05000US51840,51,840,S,Owner,2000+,<=50% AMI,All
"Winchester city, Virginia",15.0,24.0,5.0,05000US51840,51,840,D,Owner,2000+,<=50% AMI,No cost burden
"Winchester city, Virginia",0.0,161.0,6.0,05000US51840,51,840,D,Owner,2000+,<=50% AMI,Moderate cost burden
"Winchester city, Virginia",40.0,68.0,7.0,05000US51840,51,840,D,Owner,2000+,<=50% AMI,Severe cost burden
"Winchester city, Virginia",0.0,161.0,8.0,05000US51840,51,840,D,Owner,2000+,<=50% AMI,N/A
"Winchester city, Virginia",70.0,69.0,9.0,05000US51840,51,840,S,Owner,2000+,50.1-80% AMI,All
"Winchester city, Virginia",70.0,69.0,10.0,05000US51840,51,840,D,Owner,2000+,50.1-80% AMI,No cost burden
"Winchester city, Virginia",0.0,161.0,11.0,05000US51840,51,840,D,Owner,2000+,50.1-80% AMI,Moderate cost burden
"Winchester city, Virginia",0.0,161.0,12.0,05000US51840,51,840,D,Owner,2000+,50.1-80% AMI,Severe cost burden
"Winchester city, Virginia",0.0,161.0,13.0,05000US51840,51,840,D,Owner,2000+,50.1-80% AMI,N/A
"Winchester city, Virginia",110.0,99.0,14.0,05000US51840,51,840,S,Owner,2000+,80.1-120% AMI,All
"Winchester city, Virginia",95.0,94.0,15.0,05000US51840,51,840,D,Owner,2000+,80.1-120% AMI,No cost burden
"Winchester city, Virginia",15.0,31.0,16.0,05000US51840,51,840,D,Owner,2000+,80.1-120% AMI,Moderate cost burden
"Winchester city, Virginia",0.0,161.0,17.0,05000US51840,51,840,D,Owner,2000+,80.1-120% AMI,Severe cost burden
"Winchester city, Virginia",0.0,161.0,18.0,05000US51840,51,840,D,Owner,2000+,80.1-120% AMI,N/A
"Winchester city, Virginia",320.0,148.0,19.0,05000US51840,51,840,S,Owner,2000+,>120% AMI,All
"Winchester city, Virginia",250.0,125.0,20.0,05000US51840,51,840,D,Owner,2000+,>120% AMI,No cost burden
"Winchester city, Virginia",75.0,83.0,21.0,05000US51840,51,840,D,Owner,2000+,>120% AMI,Moderate cost burden
"Winchester city, Virginia",0.0,161.0,22.0,05000US51840,51,840,D,Owner,2000+,>120% AMI,Severe cost burden
"Winchester city, Virginia",0.0,161.0,23.0,05000US51840,51,840,D,Owner,2000+,>120% AMI,N/A
"Winchester city, Virginia",910.0,260.0,24.0,05000US51840,51,840,S,Owner,1980 to 1999,All,All
"Winchester city, Virginia",0.0,161.0,25.0,05000US51840,51,840,S,Owner,1980 to 1999,<=50% AMI,All
"Winchester city, Virginia",0.0,161.0,26.0,05000US51840,51,840,D,Owner,1980 to 1999,<=50% AMI,No cost burden
"Winchester city, Virginia",0.0,161.0,27.0,05000US51840,51,840,D,Owner,1980 to 1999,<=50% AMI,Moderate cost burden
"Winchester city, Virginia",0.0,161.0,28.0,05000US51840,51,840,D,Owner,1980 to 1999,<=50% AMI,Severe cost burden
"Winchester city, Virginia",0.0,161.0,29.0,05000US51840,51,840,D,Owner,1980 to 1999,<=50% AMI,N/A
"Winchester city, Virginia",225.0,141.0,30.0,05000US51840,51,840,S,Owner,1980 to 1999,50.1-80% AMI,All
"Winchester city, Virginia",185.0,130.0,31.0,05000US51840,51,840,D,Owner,1980 to 1999,50.1-80% AMI,No cost burden
"Winchester city, Virginia",0.0,161.0,32.0,05000US51840,51,840,D,Owner,1980 to 1999,50.1-80% AMI,Moderate cost burden
"Winchester city, Virginia",40.0,61.0,33.0,05000US51840,51,840,D,Owner,1980 to 1999,50.1-80% AMI,Severe cost burden
"Winchester city, Virginia",0.0,161.0,34.0,05000US51840,51,840,D,Owner,1980 to 1999,50.1-80% AMI,N/A
"Winchester city, Virginia",90.0,88.0,35.0,05000US51840,51,840,S,Owner,1980 to 1999,80.1-120% AMI,All
"Winchester city, Virginia",15.0,28.0,36.0,05000US51840,51,840,D,Owner,1980 to 1999,80.1-120% AMI,No cost burden
"Winchester city, Virginia",45.0,68.0,37.0,05000US51840,51,840,D,Owner,1980 to 1999,80.1-120% AMI,Moderate cost burden
"Winchester city, Virginia",30.0,56.0,38.0,05000US51840,51,840,D,Owner,1980 to 1999,80.1-120% AMI,Severe cost burden
"Winchester city, Virginia",0.0,161.0,39.0,05000US51840,51,840,D,Owner,1980 to 1999,80.1-120% AMI,N/A
"Winchester city, Virginia",595.0,205.0,40.0,05000US51840,51,840,S,Owner,1980 to 1999,>120% AMI,All
"Winchester city, Virginia",560.0,199.0,41.0,05000US51840,51,840,D,Owner,1980 to 1999,>120% AMI,No cost burden
"Winchester city, Virginia",15.0,25.0,42.0,05000US51840,51,840,D,Owner,1980 to 1999,>120% AMI,Moderate cost burden
"Winchester city, Virginia",20.0,39.0,43.0,05000US51840,51,840,D,Owner,1980 to 1999,>120% AMI,Severe cost burden
"Winchester city, Virginia",0.0,161.0,44.0,05000US51840,51,840,D,Owner,1980 to 1999,>120% AMI,N/A
"Winchester city, Virginia",1240.0,257.0,45.0,05000US51840,51,840,S,Owner,1960 to 1979,All,All
"Winchester city, Virginia",165.0,129.0,46.0,05000US51840,51,840,S,Owner,1960 to 1979,<=50% AMI,All
"Winchester city, Virginia",35.0,62.0,47.0,05000US51840,51,840,D,Owner,1960 to 1979,<=50% AMI,No cost burden
"Winchester city, Virginia",15.0,27.0,48.0,05000US51840,51,840,D,Owner,1960 to 1979,<=50% AMI,Moderate cost burden
"Winchester city, Virginia",115.0,111.0,49.0,05000US51840,51,840,D,Owner,1960 to 1979,<=50% AMI,Severe cost burden
"Winchester city, Virginia",0.0,161.0,50.0,05000US51840,51,840,D,Owner,1960 to 1979,<=50% AMI,N/A
"Winchester city, Virginia",240.0,131.0,51.0,05000US51840,51,840,S,Owner,1960 to 1979,50.1-80% AMI,All
"Winchester city, Virginia",240.0,131.0,52.0,05000US51840,51,840,D,Owner,1960 to 1979,50.1-80% AMI,No cost burden
"Winchester city, Virginia",0.0,161.0,53.0,05000US51840,51,840,D,Owner,1960 to 1979,50.1-80% AMI,Moderate cost burden
"Winchester city, Virginia",0.0,161.0,54.0,05000US51840,51,840,D,Owner,1960 to 1979,50.1-80% AMI,Severe cost burden
"Winchester city, Virginia",0.0,161.0,55.0,05000US51840,51,840,D,Owner,1960 to 1979,50.1-80% AMI,N/A
