name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Year_Structure_Built,Household_Income,Cost_Burden
"Norfolk city, Virginia",85130.0,861.0,1.0,05000US51710,51,710,T,All,All,All,All
"Norfolk city, Virginia",40005.0,1037.0,2.0,05000US51710,51,710,S,Owner,All,All,All
"Norfolk city, Virginia",1325.0,239.0,3.0,05000US51710,51,710,S,Owner,2000+,All,All
"Norfolk city, Virginia",60.0,51.0,4.0,05000US51710,51,710,S,Owner,2000+,<=50% AMI,All
"Norfolk city, Virginia",15.0,25.0,5.0,05000US51710,51,710,D,Owner,2000+,<=50% AMI,No cost burden
"Norfolk city, Virginia",0.0,161.0,6.0,05000US51710,51,710,D,Owner,2000+,<=50% AMI,Moderate cost burden
"Norfolk city, Virginia",35.0,39.0,7.0,05000US51710,51,710,D,Owner,2000+,<=50% AMI,Severe cost burden
"Norfolk city, Virginia",15.0,23.0,8.0,05000US51710,51,710,D,Owner,2000+,<=50% AMI,N/A
"Norfolk city, Virginia",135.0,85.0,9.0,05000US51710,51,710,S,Owner,2000+,50.1-80% AMI,All
"Norfolk city, Virginia",35.0,54.0,10.0,05000US51710,51,710,D,Owner,2000+,50.1-80% AMI,No cost burden
"Norfolk city, Virginia",55.0,52.0,11.0,05000US51710,51,710,D,Owner,2000+,50.1-80% AMI,Moderate cost burden
"Norfolk city, Virginia",50.0,54.0,12.0,05000US51710,51,710,D,Owner,2000+,50.1-80% AMI,Severe cost burden
"Norfolk city, Virginia",0.0,161.0,13.0,05000US51710,51,710,D,Owner,2000+,50.1-80% AMI,N/A
"Norfolk city, Virginia",190.0,96.0,14.0,05000US51710,51,710,S,Owner,2000+,80.1-120% AMI,All
"Norfolk city, Virginia",80.0,69.0,15.0,05000US51710,51,710,D,Owner,2000+,80.1-120% AMI,No cost burden
"Norfolk city, Virginia",75.0,63.0,16.0,05000US51710,51,710,D,Owner,2000+,80.1-120% AMI,Moderate cost burden
"Norfolk city, Virginia",35.0,46.0,17.0,05000US51710,51,710,D,Owner,2000+,80.1-120% AMI,Severe cost burden
"Norfolk city, Virginia",0.0,161.0,18.0,05000US51710,51,710,D,Owner,2000+,80.1-120% AMI,N/A
"Norfolk city, Virginia",935.0,217.0,19.0,05000US51710,51,710,S,Owner,2000+,>120% AMI,All
"Norfolk city, Virginia",745.0,215.0,20.0,05000US51710,51,710,D,Owner,2000+,>120% AMI,No cost burden
"Norfolk city, Virginia",165.0,86.0,21.0,05000US51710,51,710,D,Owner,2000+,>120% AMI,Moderate cost burden
"Norfolk city, Virginia",25.0,33.0,22.0,05000US51710,51,710,D,Owner,2000+,>120% AMI,Severe cost burden
"Norfolk city, Virginia",0.0,161.0,23.0,05000US51710,51,710,D,Owner,2000+,>120% AMI,N/A
"Norfolk city, Virginia",4875.0,604.0,24.0,05000US51710,51,710,S,Owner,1980 to 1999,All,All
"Norfolk city, Virginia",805.0,283.0,25.0,05000US51710,51,710,S,Owner,1980 to 1999,<=50% AMI,All
"Norfolk city, Virginia",85.0,76.0,26.0,05000US51710,51,710,D,Owner,1980 to 1999,<=50% AMI,No cost burden
"Norfolk city, Virginia",200.0,156.0,27.0,05000US51710,51,710,D,Owner,1980 to 1999,<=50% AMI,Moderate cost burden
"Norfolk city, Virginia",525.0,217.0,28.0,05000US51710,51,710,D,Owner,1980 to 1999,<=50% AMI,Severe cost burden
"Norfolk city, Virginia",0.0,161.0,29.0,05000US51710,51,710,D,Owner,1980 to 1999,<=50% AMI,N/A
"Norfolk city, Virginia",810.0,225.0,30.0,05000US51710,51,710,S,Owner,1980 to 1999,50.1-80% AMI,All
"Norfolk city, Virginia",295.0,116.0,31.0,05000US51710,51,710,D,Owner,1980 to 1999,50.1-80% AMI,No cost burden
"Norfolk city, Virginia",415.0,160.0,32.0,05000US51710,51,710,D,Owner,1980 to 1999,50.1-80% AMI,Moderate cost burden
"Norfolk city, Virginia",100.0,84.0,33.0,05000US51710,51,710,D,Owner,1980 to 1999,50.1-80% AMI,Severe cost burden
"Norfolk city, Virginia",0.0,161.0,34.0,05000US51710,51,710,D,Owner,1980 to 1999,50.1-80% AMI,N/A
"Norfolk city, Virginia",805.0,219.0,35.0,05000US51710,51,710,S,Owner,1980 to 1999,80.1-120% AMI,All
