name,estimate,margin_of_error,order,geoid,st,cnty,Line_Type,Tenure,Year_Structure_Built,Household_Income,Cost_Burden
"Shenandoah County, Virginia",16750.0,464.0,1.0,05000US51171,51,171,T,All,All,All,All
"Shenandoah County, Virginia",11760.0,517.0,2.0,05000US51171,51,171,S,Owner,All,All,All
"Shenandoah County, Virginia",625.0,167.0,3.0,05000US51171,51,171,S,Owner,2000+,All,All
"Shenandoah County, Virginia",50.0,55.0,4.0,05000US51171,51,171,S,Owner,2000+,<=50% AMI,All
"Shenandoah County, Virginia",25.0,30.0,5.0,05000US51171,51,171,D,Owner,2000+,<=50% AMI,No cost burden
"Shenandoah County, Virginia",0.0,161.0,6.0,05000US51171,51,171,D,Owner,2000+,<=50% AMI,Moderate cost burden
"Shenandoah County, Virginia",25.0,47.0,7.0,05000US51171,51,171,D,Owner,2000+,<=50% AMI,Severe cost burden
"Shenandoah County, Virginia",0.0,161.0,8.0,05000US51171,51,171,D,Owner,2000+,<=50% AMI,N/A
"Shenandoah County, Virginia",75.0,70.0,9.0,05000US51171,51,171,S,Owner,2000+,50.1-80% AMI,All
"Shenandoah County, Virginia",20.0,24.0,10.0,05000US51171,51,171,D,Owner,2000+,50.1-80% AMI,No cost burden
"Shenandoah County, Virginia",60.0,67.0,11.0,05000US51171,51,171,D,Owner,2000+,50.1-80% AMI,Moderate cost burden
"Shenandoah County, Virginia",0.0,161.0,12.0,05000US51171,51,171,D,Owner,2000+,50.1-80% AMI,Severe cost burden
"Shenandoah County, Virginia",0.0,161.0,13.0,05000US51171,51,171,D,Owner,2000+,50.1-80% AMI,N/A
"Shenandoah County, Virginia",90.0,101.0,14.0,05000US51171,51,171,S,Owner,2000+,80.1-120% AMI,All
"Shenandoah County, Virginia",60.0,83.0,15.0,05000US51171,51,171,D,Owner,2000+,80.1-120% AMI,No cost burden
"Shenandoah County, Virginia",30.0,57.0,16.0,05000US51171,51,171,D,Owner,2000+,80.1-120% AMI,Moderate cost burden
"Shenandoah County, Virginia",0.0,161.0,17.0,05000US51171,51,171,D,Owner,2000+,80.1-120% AMI,Severe cost burden
"Shenandoah County, Virginia",0.0,161.0,18.0,05000US51171,51,171,D,Owner,2000+,80.1-120% AMI,N/A
"Shenandoah County, Virginia",410.0,145.0,19.0,05000US51171,51,171,S,Owner,2000+,>120% AMI,All
"Shenandoah County, Virginia",340.0,141.0,20.0,05000US51171,51,171,D,Owner,2000+,>120% AMI,No cost burden
"Shenandoah County, Virginia",65.0,65.0,21.0,05000US51171,51,171,D,Owner,2000+,>120% AMI,Moderate cost burden
"Shenandoah County, Virginia",0.0,161.0,22.0,05000US51171,51,171,D,Owner,2000+,>120% AMI,Severe cost burden
"Shenandoah County, Virginia",0.0,161.0,23.0,05000US51171,51,171,D,Owner,2000+,>120% AMI,N/A
"Shenandoah County, Virginia",3515.0,390.0,24.0,05000US51171,51,171,S,Owner,1980 to 1999,All,All
"Shenandoah County, Virginia",325.0,148.0,25.0,05000US51171,51,171,S,Owner,1980 to 1999,<=50% AMI,All
"Shenandoah County, Virginia",70.0,64.0,26.0,05000US51171,51,171,D,Owner,1980 to 1999,<=50% AMI,No cost burden
"Shenandoah County, Virginia",80.0,74.0,27.0,05000US51171,51,171,D,Owner,1980 to 1999,<=50% AMI,Moderate cost burden
"Shenandoah County, Virginia",170.0,114.0,28.0,05000US51171,51,171,D,Owner,1980 to 1999,<=50% AMI,Severe cost burden
"Shenandoah County, Virginia",0.0,161.0,29.0,05000US51171,51,171,D,Owner,1980 to 1999,<=50% AMI,N/A
